institution_id,starting_canonical_name,starting_type,final_institution_id,final_canonical_name,final_type,final_status,name_decision,type_decision,evidence_status,evidence_url,notes
institution:091dadcc6613c152,Al-Azhar University,university,institution:091dadcc6613c152,Al-Azhar University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:ed46151823d63d21,Albany State University,university,institution:ed46151823d63d21,Albany State University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:1b35f3068bbd3352,Aligarh Muslim University,university,institution:1b35f3068bbd3352,Aligarh Muslim University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:5dc3b0fc32168ce3,Altınbaş University,university,institution:5dc3b0fc32168ce3,Altınbaş University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:f7126dbda09b4f9a,Amity University,university,institution:f7126dbda09b4f9a,Amity University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:aa230e9d21cefa3b,Anhui Business College,university,institution:aa230e9d21cefa3b,Anhui Business College,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:69d7dc38d11d5f80,Aristotle University of Thessaloniki,university,institution:69d7dc38d11d5f80,Aristotle University of Thessaloniki,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:fbe1022dfe93b657,Asia University,university,institution:fbe1022dfe93b657,Asia University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:080a1da6ac4d04fd,Baidu (China),company,institution:080a1da6ac4d04fd,Baidu (China),company,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:a273d5856c9d065c,Bangladesh University of Engineering and Technology,university,institution:a273d5856c9d065c,Bangladesh University of Engineering and Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:13600b8b1a017cee,Bar-Ilan University,university,institution:13600b8b1a017cee,Bar-Ilan University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:ea6661ca99f0c1aa,Beijing Information Science & Technology University,university,institution:ea6661ca99f0c1aa,Beijing Information Science & Technology University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:86acee6f855e6b06,Bowie State University,university,institution:86acee6f855e6b06,Bowie State University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:dd9f67a9f83f9649,Bucknell University,university,institution:dd9f67a9f83f9649,Bucknell University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:d0cac2bc9207e50f,California University of Pennsylvania,university,institution:d0cac2bc9207e50f,California University of Pennsylvania,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:008fc27550d4153d,Canadian International College,university,institution:008fc27550d4153d,Canadian International College,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:d04d3d98b14dcbc7,Cape Peninsula University of Technology,university,institution:d04d3d98b14dcbc7,Cape Peninsula University of Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:6398f2ea80ac2393,Center for Security and Emerging Technology,research_unit,institution:6398f2ea80ac2393,Center for Security and Emerging Technology,research_unit,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:1633fd8e927f7e3e,Chaoyang University of Technology,university,institution:1633fd8e927f7e3e,Chaoyang University of Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:636b930e320fc074,Chengdu University of Information Technology,university,institution:636b930e320fc074,Chengdu University of Information Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:b3e3a87d3fc950c5,China People's Public Security University,university,institution:48441fb89f75bf9d,People's Public Security University of China,university,merged,merged_duplicate,merged_duplicate,official_source_confirmed_duplicate,https://en.ppsuc.edu.cn/About/University_Profile.htm,Alternate word order duplicates the official English identity.
institution:d31a9474efa16c6c,"Chinese University of Hong Kong, Shenzhen",university,institution:5dbb9ac6a407e079,"The Chinese University of Hong Kong, Shenzhen",university,merged,merged_duplicate,merged_duplicate,official_source_confirmed_duplicate,https://www.cuhk.edu.cn/en/about-us,Article-less name is an alias of the same Shenzhen university.
institution:b98073e3070abd17,Chitkara University,university,institution:b98073e3070abd17,Chitkara University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:2f4b9adadf7f5004,Chongqing University of Science and Technology,university,institution:2f4b9adadf7f5004,Chongqing University of Science and Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:1e0dd88726fb992c,Chonnam National University,university,institution:1e0dd88726fb992c,Chonnam National University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:8ee530c781dde9f8,Chung-Ang University,university,institution:8ee530c781dde9f8,Chung-Ang University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:17bf653107a56b33,Columbia University,university,institution:17bf653107a56b33,Columbia University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:7182b5831d4ba8a2,Comilla University,university,institution:7182b5831d4ba8a2,Comilla University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:ec338d817ec6cd01,Dar Al-Hekma University,university,institution:ec338d817ec6cd01,Dar Al-Hekma University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:30e93da233b7eeef,Deakin University,university,institution:30e93da233b7eeef,Deakin University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:b77cc69e117a29dc,Dehradun Institute of Technology University,university,institution:b77cc69e117a29dc,Dehradun Institute of Technology University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:c6b6c8d24f8e66aa,Dominican University,university,institution:c6b6c8d24f8e66aa,Dominican University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:f34946305c17c505,Dongguan University of Technology,university,institution:f34946305c17c505,Dongguan University of Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:cc8345310a2617a6,Durban University of Technology,university,institution:cc8345310a2617a6,Durban University of Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:3cef1f53ea25d8c9,East Tennessee State University,university,institution:3cef1f53ea25d8c9,East Tennessee State University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:bb266f47a5ceef81,Edinburgh Napier University,university,institution:bb266f47a5ceef81,Edinburgh Napier University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:4057e1737c20bdb9,Fakir Mohan University,university,institution:4057e1737c20bdb9,Fakir Mohan University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:42c60ebb24e9f839,Fraunhofer Institute for Industrial Mathematics,research_unit,institution:ce832fad3d4de534,Fraunhofer Institute for Industrial Mathematics ITWM,research_unit,merged,merged_duplicate,merged_duplicate,official_source_confirmed_duplicate,https://www.itwm.fraunhofer.de/en.html,Short name and full ITWM name identify the same Fraunhofer institute.
institution:213a2f107c1f76df,Fujitsu (China),company,institution:213a2f107c1f76df,Fujitsu (China),company,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:33d54ba20fb76125,Fujitsu (Japan),company,institution:33d54ba20fb76125,Fujitsu (Japan),company,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:c2dab080fa856716,Georgia Institute of Technology,university,institution:c2dab080fa856716,Georgia Institute of Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:4423bec9199a5d47,GLA University,university,institution:4423bec9199a5d47,GLA University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:f647b4b37bf4515d,Global University,university,institution:f647b4b37bf4515d,Global University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:823a09a4580fb39e,Government Sadiq College Women University,university,institution:823a09a4580fb39e,Government Sadiq College Women University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:ef894bd5e789abd7,Govind Ballabh Pant University of Agriculture and Technology,university,institution:ef894bd5e789abd7,Govind Ballabh Pant University of Agriculture and Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:128d207ba007d9d7,Graphic Era University,university,institution:128d207ba007d9d7,Graphic Era University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:d1de2b99104f99ed,Guangxi Medical University,university,institution:d1de2b99104f99ed,Guangxi Medical University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:1b91d0993efc3a95,Gyeongguk National University,university,institution:1b91d0993efc3a95,Gyeongguk National University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:bb302a0231577b3c,Haliç University,university,institution:bb302a0231577b3c,Haliç University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:07d62a903f84afcd,Hangzhou Dianzi University,university,institution:07d62a903f84afcd,Hangzhou Dianzi University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:f904c5dbc038c1df,Heidelberg University,university,institution:f904c5dbc038c1df,Heidelberg University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:6f14a665aa77ba34,Helmholtz Center for Information Security,research_unit,institution:aea376936c88135b,CISPA Helmholtz Center for Information Security,research_unit,merged,merged_duplicate,merged_duplicate,official_source_confirmed_duplicate,https://cispa.de/en/about,CISPA and Helmholtz Center for Information Security are the same institute.
institution:9862b50bf0eb12f0,Hindustan Institute of Technology and Science,university,institution:9862b50bf0eb12f0,Hindustan Institute of Technology and Science,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:834e8b5e7fb040b9,Honeywell (United States),company,institution:834e8b5e7fb040b9,Honeywell (United States),company,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:ed58576681c8c7e7,Huazhong Agricultural University,university,institution:ed58576681c8c7e7,Huazhong Agricultural University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:bbc6ae7ed9b4bd38,Humboldt University of Berlin,university,institution:bbc6ae7ed9b4bd38,Humboldt University of Berlin,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:1ba4ddc6758a80c0,Imperial College London,university,institution:1ba4ddc6758a80c0,Imperial College London,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:a4e0e93fcd90b1c0,Indian Institute of Technology Patna,university,institution:a4e0e93fcd90b1c0,Indian Institute of Technology Patna,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:27cf878705a6b15a,Islamia University of Bahawalpur,university,institution:27cf878705a6b15a,Islamia University of Bahawalpur,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:cf2e81e79ecee1b8,Istanbul Nisantasi University,university,institution:cf2e81e79ecee1b8,Istanbul Nisantasi University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:7375490cb489bcfd,Jacksonville University,university,institution:7375490cb489bcfd,Jacksonville University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:b6af627e10ca7fed,Jahangirnagar University,university,institution:b6af627e10ca7fed,Jahangirnagar University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:557b8ad811254ad6,Jianghan University,university,institution:557b8ad811254ad6,Jianghan University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:f88815962e62ced1,Kadir Has University,university,institution:f88815962e62ced1,Kadir Has University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:5919d60e453e2459,Kahramanmaraş Sütçü İmam University,university,institution:5919d60e453e2459,Kahramanmaraş Sütçü İmam University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:f4c98270ae3164c6,Karabük University,university,institution:f4c98270ae3164c6,Karabük University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:9d4cf3c6e95e06c5,Karnatak University,university,institution:9d4cf3c6e95e06c5,Karnatak University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:8fac1f5c8936e362,Khwaja Fareed University of Engineering and Information Technology,university,institution:8fac1f5c8936e362,Khwaja Fareed University of Engineering and Information Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:206ade2edf5e4762,King Abdulaziz University,university,institution:206ade2edf5e4762,King Abdulaziz University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:36c5630e014fb5d7,King Saud University,university,institution:36c5630e014fb5d7,King Saud University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:7ec2cd070cc14278,King's College London,university,institution:7ec2cd070cc14278,King's College London,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:148a0feafd311a0a,Korea Advanced Institute of Science and Technology,university,institution:148a0feafd311a0a,Korea Advanced Institute of Science and Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:7095dc4de406754b,Korea Aerospace University,university,institution:7095dc4de406754b,Korea Aerospace University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:eceea91f3973f1b1,Korea University,university,institution:eceea91f3973f1b1,Korea University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:bec45b93a867958c,Lamar University,university,institution:bec45b93a867958c,Lamar University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:b71e4506b75fcb88,Leeds Beckett University,university,institution:b71e4506b75fcb88,Leeds Beckett University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:228c9ed379a96dd8,Liaoning University,university,institution:228c9ed379a96dd8,Liaoning University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:85d468a61a1936c6,Louisiana State University of Alexandria,university,institution:85d468a61a1936c6,Louisiana State University of Alexandria,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:fb406af2053fceb0,Lund University,university,institution:fb406af2053fceb0,Lund University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:d8d45546142be201,Macau University of Science and Technology,university,institution:d8d45546142be201,Macau University of Science and Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:85b5522dac5ab1d7,Majmaah University,university,institution:85b5522dac5ab1d7,Majmaah University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:720565e77c6f2c38,Marmara University,university,institution:720565e77c6f2c38,Marmara University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:068512c1b695fe0b,Max Planck Institute for Security and Privacy,research_unit,institution:068512c1b695fe0b,Max Planck Institute for Security and Privacy,research_unit,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:bcd3d53e57c31275,Mayachitra Inc.,company,institution:bcd3d53e57c31275,Mayachitra Inc.,company,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:b771bab570cca255,Microsoft Research Asia (China),company,institution:7b971ad17fd639eb,Microsoft Research Asia,company,merged,merged_duplicate,merged_duplicate,official_source_confirmed_duplicate,https://www.microsoft.com/en-us/research/lab/microsoft-research-asia/about-us/,Country-qualified variant duplicates Microsoft Research Asia.
institution:125af76b30759ac2,Middle East University,university,institution:125af76b30759ac2,Middle East University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:c72155b537fbbff3,Middle Technical University,university,institution:c72155b537fbbff3,Middle Technical University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:79bdedc4507c21a5,Najran University,university,institution:79bdedc4507c21a5,Najran University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:71438ca10017bba5,National Institute of Standards and Technology,research_unit,institution:71438ca10017bba5,National Institute of Standards and Technology,research_unit,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:12fe4f34c1ed5053,National Institute of Technology Karnataka,university,institution:12fe4f34c1ed5053,National Institute of Technology Karnataka,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:cb66d06bbab6753c,National Pingtung University of Science and Technology,university,institution:cb66d06bbab6753c,National Pingtung University of Science and Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:4a297c8ff1c10795,National Research Council,research_unit,institution:4a297c8ff1c10795,National Research Council,research_unit,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:72e33b377a422ec3,National Taiwan University of Science and Technology,university,institution:72e33b377a422ec3,National Taiwan University of Science and Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:dac00bcd54a7c18f,National United University,university,institution:dac00bcd54a7c18f,National United University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:18a199cf02e2dc6e,National University of Computer and Emerging Sciences,university,institution:18a199cf02e2dc6e,National University of Computer and Emerging Sciences,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:81eaae945d27f11c,National University of Ireland,university,institution:81eaae945d27f11c,National University of Ireland,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:221eb2f9c9da3e19,National Yunlin University of Science and Technology,university,institution:221eb2f9c9da3e19,National Yunlin University of Science and Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:af28dc8d805f8918,Nirma University,university,institution:af28dc8d805f8918,Nirma University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:2c4c8a70b915edac,North South University,university,institution:2c4c8a70b915edac,North South University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:13d54640e2e7ec6c,Northeast Agricultural University,university,institution:13d54640e2e7ec6c,Northeast Agricultural University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:fe8410750f429b37,Nvidia (United States),company,institution:8d4321d936320802,NVIDIA,company,merged,merged_duplicate,merged_duplicate,official_source_confirmed_duplicate,https://www.nvidia.com/en-us/about-nvidia/,Country-qualified/case variant duplicates NVIDIA.
institution:5de5568dbc559111,Oak Ridge National Laboratory,research_unit,institution:5de5568dbc559111,Oak Ridge National Laboratory,research_unit,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:f8894017df3dfcc2,University of Galway,university,institution:f8894017df3dfcc2,University of Galway,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:567dcc53fa2f6dd3,Prince Mohammad bin Fahd University,university,institution:567dcc53fa2f6dd3,Prince Mohammad bin Fahd University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:39fe5b3a0cd3dd7c,PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH,university,institution:39fe5b3a0cd3dd7c,PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:77fb2ba62b721cd6,Qilu University of Technology,university,institution:77fb2ba62b721cd6,Qilu University of Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:41f10ac519a66555,Queensland University of Technology,university,institution:41f10ac519a66555,Queensland University of Technology,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:afc7ba5b733248b6,Rashtrasant Tukadoji Maharaj Nagpur University,university,institution:afc7ba5b733248b6,Rashtrasant Tukadoji Maharaj Nagpur University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:6b773370c41b47b5,RMIT University,university,institution:6b773370c41b47b5,RMIT University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:457423605fa485bc,Samsung (South Korea),company,institution:457423605fa485bc,Samsung (South Korea),company,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:49700da520d8842b,Samsung SDS (South Korea),company,institution:c13e2f4a44bb01ed,Samsung SDS,company,merged,merged_duplicate,merged_duplicate,official_source_confirmed_duplicate,https://www.samsungsds.com/en/company/overview/about_company.html,Country-qualified variant duplicates Samsung SDS.
institution:d407d447fe02673c,Sant Gadge Baba Amravati University,university,institution:d407d447fe02673c,Sant Gadge Baba Amravati University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:6dc785b2ccdf142c,Satya Wacana Christian University,university,institution:6dc785b2ccdf142c,Satya Wacana Christian University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:9191a7d5e3a9fc0c,Sejong University,university,institution:9191a7d5e3a9fc0c,Sejong University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:2e47d59ad1e8d5a4,Shahid Beheshti University,university,institution:2e47d59ad1e8d5a4,Shahid Beheshti University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:a8aa4fcbf3d06d56,Shandong University of Political Science and Law,university,institution:a8aa4fcbf3d06d56,Shandong University of Political Science and Law,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
institution:85a4635e28eefe8e,Shanghai Polytechnic University,university,institution:85a4635e28eefe8e,Shanghai Polytechnic University,university,active,retained,retained,retained_after_registry_wide_review,,"No authoritative discrepancy identified by the name, type, alias, hierarchy, and duplicate-identity scans."
