paper_id,title,doi,previous_overall,corrected_overall,overall_changed,trigger_scope,global_reason,local_reasons,curation_status,review_status,needs_review,venue_review_required,affiliation_review_state,mapping_statuses,field_specific_overrides,unresolved_public_fields
curated:2c278dcd079ea27d0f73,MAID: Model Attribution via Inverse Diffusion,10.1109/icassp49660.2025.10888869,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active|excluded,"{""affiliations"": {""status"": ""Curated""}}",
curated:4c10e64c5b8f09c7333e,Manifold Induced Biases for Zero-Shot and Few-Shot Detection of Generated Images,10.48550/arxiv.2504.15470,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,corrected_by_admin,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:76432b4d7b1b3ef6f0d1,MiraGe: Multimodal Discriminative Representation Learning for Generalizable AI-Generated Image Detection,10.1145/3746027.3755142,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),confirmed,reviewed,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",affiliations
doi:10.48550/arxiv.2510.03840,Mirage: Unveiling Hidden Artifacts in Synthetic Images with Large Vision-Language Models,10.48550/arxiv.2510.03840,Curated,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=curated,,,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",
curated:828a87e68db4c3541e80,MLEP: Multi-Granularity Local Entropy Patterns for Generalized AI-Generated Image Detection,10.52202/085713-2321,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,corrected_by_admin,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:40ffd016e03ca4604fa8,Model Synthesis for Zero-Shot Model Attribution,10.1109/tmm.2025.3607778,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
doi:10.1088/1361-6501/ae005c,MSAFNet: multi-scale self-adaptive feature fusion network for AI-generated image detection,10.1088/1361-6501/ae005c,Curated,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=curated,,,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.3389/frai.2025.1663292,Multi-modal texture fusion network for detecting AI-generated images,10.3389/frai.2025.1663292,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:22c0f35b356c01cbd122,Multi-Perspective Frequency Domain Learning for Generalizable AI-Generated Image Detection,10.3233/faia251048,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:cda6067db322246e8195,No Detector to Rule Them All,10.1145/3746265.3759659,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.1109/tifs.2025.3573161,Noise-Informed Diffusion-Generated Image Detection With Anomaly Attention,10.1109/tifs.2025.3573161,Curated,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=curated,,,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",
curated:89f7a674fe872806006b,ODDN: Addressing Unpaired Data Challenges in Open-World Deepfake Detection on Online Social Networks,10.1609/aaai.v39i1.32063,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""OpenAlex"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:d8667aa1db5ef69d199a,OmniAID: Decoupling Semantics and Artifacts for Universal AI-Generated Image Detection in the Wild,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:ffa24185c2c870a44bde,OpenFake: An Open Dataset and Platform Toward Real-World Deepfake Detection,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:4b3b8e9895b44de7c752,OpenSDI: Spotting Diffusion-Generated Images in the Open World,10.1109/cvpr52734.2025.00405,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,corrected_by_admin,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.1109/jiot.2025.3531053,Optimized Frequency Collaborative Strategy Drives AI Image Detection,10.1109/jiot.2025.3531053,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:1f9d168cc6c4c445a231,Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,10.48550/arxiv.2411.15633,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:95953a73a0e2e1f14ccb,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_added,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:772bb625ccc3e45e8481,Prompt-Engineered Detection of AI-Generated Images,10.3233/faia250538,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:0bbace72b7a0991bc2b2,RADAR: Reasoning AI-Generated Image Detection for Semantic Fakes,10.3390/technologies13070280,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:79adf19ca6991c1d85f8,RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,10.48550/arxiv.2506.03988,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:44a70bf5f21b5457102b,RealHD: A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images,10.1145/3746027.3755207,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
doi:10.1109/wacv61041.2025.00049,Reducing the Content Bias for AI-generated Image Detection,10.1109/wacv61041.2025.00049,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
curated:1ec62a78a4e0372bc0d9,ReTD: Reconstruction-Based Traceability Detection for Generated Images,10.1109/icassp49660.2025.10890492,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=unreviewed | affiliation.preliminary=true,manually_confirmed,reviewed,false,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:6ca781a0d606a5d5db64,REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content,10.1145/3746265.3759667,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:24bcb339c197bcb56bb7,REVEAL: Reasoning-Enhanced Forensic Evidence Analysis for Explainable AI-Generated Image Detection,10.48550/arxiv.2511.23158,Needs review,Needs review,false,global,review_status=pending; curation_status=needs_review,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),needs_review,pending,true,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Curated""}}",title|publication_date|venue|publication_type|doi|arxiv
curated:71ff0674850f84bf8df7,Robust AI-Synthesized Image Detection via Multi-Feature Frequency-Aware Learning,10.1007/978-981-95-3001-4_12,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:8ffdbd0ba264927d1c3a,Robust Fake Image Detection via Incremental Training of Siamese Neural Networks,10.1007/978-981-95-3551-4_23,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:2938e895376a45baceec,SAGNet: Decoupling Semantic-Agnostic Artifacts from Limited Training Data for Robust Generalization in Deepfake Detection,10.1109/tifs.2025.3581726,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=unreviewed | affiliation.preliminary=true,manually_confirmed,reviewed,false,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:82a6421311c4d39076d9,Sanitizing Diffusion-Generated Images via Fingerprint Removal and Adversarial Perturbation for Forensic Evasion,10.1109/access.2025.3597641,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active|excluded,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:b2fccf1dd66cc2d64374,Secret Lies in Color: Enhancing AI-Generated Images Detection with Color Distribution Analysis,10.1109/cvpr52734.2025.01255,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),confirmed,reviewed,true,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Needs review""}}",affiliations
curated:bc6c90117b018745ac0c,Seeing Before Reasoning: A Unified Framework for Generalizable and Explainable Fake Image Detection,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:64a8313baef7cf1657c5,Semantic Discrepancy-Aware Detector for Image Forgery Identification,10.1109/iccv51701.2025.01709,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
doi:10.4018/ijswis.384517,Semantic-Aware Lightweight AI Model for Deepfake Image Detection in Online Retail Platforms,10.4018/ijswis.384517,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.1109/cvpr52734.2025.02685,"SIDA: Social Media Image Deepfake Detection, Localization and Explanation with Large Multimodal Model",10.1109/cvpr52734.2025.02685,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
curated:fe98b5f37967f5a51b86,Simple Detection of AI-Generated Images Based on Noise Correlation,10.1109/amlds63918.2025.11159445,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.32604/cmc.2025.063141,SMNDNet for Multiple Types of Deepfake Image Detection,10.32604/cmc.2025.063141,Curated,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=curated,,,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:fef0cfc6a854787b8f9a,So-Fake: Benchmarking Social-Media Image Forgery Detection,,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),confirmed,reviewed,true,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",affiliations
curated:37949b937d2159b47e73,Spatial-Temporal Forgery Trace Based Forgery Image Identification,10.1109/iccv51701.2025.01585,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""OpenAlex"", ""status"": ""Curated""}}",
curated:a76d568cfe5c26b07933,Spatial-Temporal Reconstruction Error for AIGC-Based Forgery Image Detection,10.1109/icassp49660.2025.10890455,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:31a4d429d7c5750bd778,Spot the Fake: Large Multimodal Model-Based Synthetic Image Detection with Artifact Explanation,10.48550/arxiv.2503.14905,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,corrected_by_admin,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:d040be3d1fb83a51311e,Stay-Positive: A Case for Ignoring Real Image Features in Fake Image Detection,10.48550/arxiv.2502.07778,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:56e9e085bbe0342dab35,TextureCrop: Enhancing Synthetic Image Detection Through Texture-Based Cropping,10.1109/wacvw65960.2025.00160,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:613af6288792f6ece505,The Visual Counter Turing Test (VCT2): A Benchmark for Evaluating AI-Generated Image Detection and the Visual AI Index (VAI),10.18653/v1/2025.ijcnlp-long.100,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,corrected_by_admin,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:911d693997183535a4ac,Towards Explainable Fake Image Detection with Multi-Modal Large Language Models,10.1145/3746027.3755421,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:6cd82b939e5653a2c7ab,Towards Extensible Detection of AI-Generated Images via Content-Agnostic Adapter-Based Category-Aware Incremental Learning,10.1109/tifs.2025.3546845,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""OpenAlex"", ""status"": ""Curated""}}",
curated:3e707a16418405139945,Towards Generalizable AI-Generated Image Detection via Image-Adaptive Prompt Learning,10.48550/arxiv.2508.01603,Needs review,Verified,true,local,review_status=reviewed,venue_review_required=true | affiliation_review_state=curated,manually_confirmed,reviewed,false,true,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}, ""venue"": {""source"": ""OpenAlex"", ""status"": ""Needs review""}}",venue
curated:0b5e852ad2faa5d89eb5,Towards Generalizable Detector for Generated Image,10.52202/085713-3168,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""status"": ""Curated""}}",
curated:54985b9d1db8aeeab8b4,Towards Good Generalizations for Diffusion Generated Image Detection Using Multiple Reconstruction Contrastive Learning,10.1145/3746027.3754567,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""DOI / Crossref"", ""status"": ""Curated""}}",
curated:7de6b05d38d72f0848f7,Towards Universal AI-Generated Image Detection by Variational Information Bottleneck Network,10.1109/cvpr52734.2025.02219,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:af61771eb41bc0b60a3c,Training-Free Detection of AI-Generated Images via Cropping Robustness,10.52202/085713-0694,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:ee47e898ad64ec14b709,Training-Free Source Attribution of AI-Generated Images via Resynthesis,10.1109/wifs66636.2025.00028,Needs review,Verified,true,local,review_status=reviewed,venue_review_required=true | affiliation_review_state=curated,manually_confirmed,reviewed,false,true,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""venue"": {""source"": ""OpenAlex"", ""status"": ""Needs review""}}",venue
curated:dc9126cc128e1b228717,Transfer Learning of Real Image Features with Soft Contrastive Loss for Fake Image Detection,10.1609/aaai.v39i25.34826,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,corrected_by_admin,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
doi:10.1109/ic-cgu67042.2025.11338102,TriFusionNet: Multi-Branch Architecture for AI-Generated Image Detection,10.1109/ic-cgu67042.2025.11338102,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:a8c1c259e7b7346bb2d1,Unmasking AI-Created Visual Content: A Review of Generated Images and Deepfake Detection Technologies,10.1007/s44443-025-00154-8,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.31449/inf.v49i16.7979,Vision Transformer-Based Framework for AI-Generated Image Detection in Interior Design,10.31449/inf.v49i16.7979,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,venue_review_required=true | affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,true,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""venue"": {""source"": ""OpenAlex"", ""status"": ""Needs review""}}",venue|affiliations
curated:efceafb2be2246aa120b,Weakly‐Aligned Region‐Language Transformer for Real‐Time Artistic Content Detection in SAGIN,10.1002/ett.70335,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Publisher"", ""status"": ""Curated""}}",
curated:ef5f9b419eef35c5c255,Where's the Liability in the Generative Era? Recovery-Based Black-Box Detection of AI-Generated Content,10.1109/cvpr52734.2025.02684,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:90ac5206f85eaebc7203,WILD: A New In-the-Wild Image Linkage Dataset for Synthetic Image Attribution,10.1109/ijcnn64981.2025.11227289,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:61211bdca508937e8a4f,WildFake: A Large-Scale and Hierarchical Dataset for AI-Generated Images Detection,10.1609/aaai.v39i4.32363,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:cb237bfcbc395a031757,A COMPARATIVE REVIEW OF AI-GENERATED IMAGE DETECTION ACROSS SOCIAL MEDIA PLATFORMS,10.62304/jieet.v3i01.77,Needs review,Verified,true,local,review_status=reviewed,venue_review_required=true | affiliation_review_state=curated,corrected_by_admin,reviewed,false,true,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""venue"": {""source"": ""OpenAlex"", ""status"": ""Needs review""}}",venue
doi:10.1016/j.patrec.2024.03.025,A Guided-Based Approach for Deepfake Detection: RGB-Depth Integration via Features Fusion,10.1016/j.patrec.2024.03.025,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.3390/electronics13091662,A Hybrid CNN-LSTM Approach for Precision Deepfake Image Detection Based on Transfer Learning,10.3390/electronics13091662,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:517a2cc4ca3690f3fc44,A Performance Analysis to Detect Synthetic Images with Deep Learning-Based Image Classification,10.1007/978-981-97-3594-5_3,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),corrected_by_admin,reviewed,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:34d0af5286cad283526f,A Siamese-Based Verification System for Open-Set Architecture Attribution of Synthetic Images,10.1016/j.patrec.2024.03.002,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
doi:10.48550/arxiv.2402.01123,A Single Simple Patch is All You Need for AI-generated Image Detection,10.48550/arxiv.2402.01123,Curated,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=curated,,,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",
curated:4a837e09b6b57f6f6d47,Addressing Diffusion Model Based Counter-Forensic Image Manipulation for Synthetic Image Detection,10.1145/3702250.3702296,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.1109/access.2024.3522759,Advanced Detection of AI-Generated Images Through Vision Transformers,10.1109/access.2024.3522759,Curated,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=curated,,,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:a0abee05e50398d03f2f,AEROBLADE: Training-Free Detection of Latent Diffusion Images Using Autoencoder Reconstruction Error,10.1109/cvpr52733.2024.00872,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.55041/ijsrem29037,AI Generated Image Detection Using Neural Networks,10.55041/ijsrem29037,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.1109/icip51287.2024.10648186,AI-Generated Image Detection With Wasserstein Distance Compression and Dynamic Aggregation,10.1109/icip51287.2024.10648186,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.48550/arxiv.2411.13553,AI-generated Image Detection: Passive or Watermark?,10.48550/arxiv.2411.13553,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
doi:10.1109/sp54263.2024.00194,An Analysis of Recent Advances in Deepfake Image Detection in an Evolving Threat Landscape,10.1109/sp54263.2024.00194,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
curated:8bc69db49ef4b9db3cd6,Are CLIP Features All You Need for Universal Synthetic Image Origin Attribution?,10.1007/978-3-031-92648-8_22,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:1d944c47839b3890a623,Are Handcrafted Filters Helpful for Attributing AI-Generated Images?,10.1145/3664647.3680945,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""OpenAlex"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
doi:10.1016/j.cviu.2024.104078,Artifact feature purification for cross-domain detection of AI-generated images,10.1016/j.cviu.2024.104078,Curated,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=curated,,,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",
