title,year,expected_task,authors,doi,arxiv_id,openalex_url,paper_url,source_doc,section,notes,supplement_reason,manual_review
AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,2025,detection,"Yichen Jiang, Mohammed Talha Alam, Sohail Ahmed Khan, Duc-Tien Dang-Nguyen, Fakhri Karray University of Waterloo, Canada & MBZUAI, UAE & University of Bergen, Norway",10.48550/arxiv.2512.17730,,https://openalex.org/W7116837415,https://doi.org/10.48550/arxiv.2512.17730,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251219",linked_openalex_but_missing_from_candidate_queries,true
LADLE-MM: Limited Annotation based Detector with Learned Ensembles for Multimodal Misinformation,2025,detection,"Daniele Cardullo, Simone Teglia, Irene Amerini. Sapienza University of Rome",10.2139/ssrn.5956871,,https://openalex.org/W7116924207,https://doi.org/10.2139/ssrn.5956871,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251223",linked_openalex_but_missing_from_candidate_queries,true
Fixed-Threshold Evaluation of a Hybrid CNN–ViT for AI-Generated Image Detection Across Photos and Art,2025,detection,"Md Ashik Khan, Arafat Alam Jion. Indian Institute of Technology Kharagpur",10.48550/arxiv.2512.21512,,https://openalex.org/W7117537373,https://doi.org/10.48550/arxiv.2512.21512,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251225",linked_openalex_but_missing_from_candidate_queries,true
AI-generated image detection algorithm based on classical-quantum hybrid neural network,2026,detection,"Juncong XU, Han FANG, Yang YANG, Kejiang CHEN, Zhaoyun CHEN, Menghan DOU, Lei QU, Weiming ZHANG, Guoping GUO. 中科大",10.1007/s11432-024-4475-4,,https://openalex.org/W7123358516,https://doi.org/10.1007/s11432-024-4475-4,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Science China, 2026",linked_openalex_but_missing_from_candidate_queries,true
Light2Lie: Detecting Deepfake Images Using Physical Reflectance Law,2026,detection,"Kavita Kumari, Sasha Behrouzi, Alessandro Pegoraro, Ahmad-Reza Sadeghi. TU Darmstadt",10.14722/ndss.2026.230923,,https://openalex.org/W7160998329,https://doi.org/10.14722/ndss.2026.230923,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=NDSS, 2026",linked_openalex_but_missing_from_candidate_queries,true
SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,2026,detection,"Shuaibo Li, Yijun Yang, Zhaohu Xing, Hongqiu Wang, Pengfei Hao, Xingyu Li, Zekai Liu, Qing Zhang, Lei Zhu 香港科技大学",10.1609/aaai.v40i8.37568,,https://openalex.org/W7137976262,https://doi.org/10.1609/aaai.v40i8.37568,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=AAAI, 2026",linked_openalex_but_missing_from_candidate_queries,true
Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,2026,detection,"Nan Zhong, Mian Zou, Yiran Xu, Zhenxing Qian, Xinpeng Zhang, Baoyuan Wu 香港城市大学",10.1109/tpami.2026.3654274,,https://openalex.org/W7124134169,https://doi.org/10.1109/tpami.2026.3654274,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TPAMI, 2026",linked_openalex_but_missing_from_candidate_queries,true
Penny-Wise and Pound-Foolish in AI-Generated Image Detection,2026,detection,"Yabin Wang, Zhiwu Huang, Su Zhou, Adam Prugel-Bennett, and Xiaopeng Hong. 哈工大& University of Southampton &西交",10.1109/tpami.2026.3664388,,https://openalex.org/W7128818896,https://doi.org/10.1109/tpami.2026.3664388,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TPAMI, 2026",linked_openalex_but_missing_from_candidate_queries,true
DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,2026,detection,"Yuxuan Shi, Shaowei Weng, Lifang Yu and Rongrong Ni 福建理工大学",10.1109/tcsvt.2026.3656696,,https://openalex.org/W7125581744,https://doi.org/10.1109/tcsvt.2026.3656696,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TCSVT, 2026",linked_openalex_but_missing_from_candidate_queries,true
Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,2026,detection,"Jiehua Zhang, Liang Li, Chenggang Yan, Wei Ke, Yihong Gong. 西交",10.1109/tmm.2026.3668513,,https://openalex.org/W7131898118,https://doi.org/10.1109/tmm.2026.3668513,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TMM, 2026",linked_openalex_but_missing_from_candidate_queries,true
Adversarial Diffusion Model: Generating High-Quality and Undetectable Images From Scratch,2026,detection,"Haoyue Wang , Sheng Li , Zhenxing Qian, and Xinpeng Zhang",10.1109/tifs.2026.3657841,,https://openalex.org/W7125828141,https://doi.org/10.1109/tifs.2026.3657841,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TIFS, 2026",linked_openalex_but_missing_from_candidate_queries,true
Transferable Dual-Domain Feature Importance Attack against AI-Generated Image Detector,2026,detection,"Weiheng Zhu, Gang Cao, Jing Liu, Lifang Yu, and Shaowei Weng 中国传媒大学",10.1109/lsp.2026.3658434,,https://openalex.org/W7125951995,https://doi.org/10.1109/lsp.2026.3658434,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=SPL, 2026",linked_openalex_but_missing_from_candidate_queries,true
General and Domain-Specific Zero-shot Detection of Generated Images via Conditional Likelihood,2026,detection,"Roy Betser, Omer Hofman, Roman Vainshtein, Guy Gilboa Technion - Israel Institute of Technology& Fujitsu Research of Europe",10.1109/wacv61042.2026.00754,,https://openalex.org/W4417143023,https://doi.org/10.1109/wacv61042.2026.00754,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=WACV, 2026",linked_openalex_but_missing_from_candidate_queries,true
Training-free Detection of Text-to-video Generations via Over-coherence,2026,detection,"Jonathan Brokman, Oren Rachmil, Omer Hofman, Roy Betser, Amit Giloni, Roman Vainshtein, Hisashi Kojima. Fujitsu Research of Europe",10.1109/wacv61042.2026.00389,,https://openalex.org/W7160261904,https://doi.org/10.1109/wacv61042.2026.00389,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=WACV, 2026",linked_openalex_but_missing_from_candidate_queries,true
CTForensics: A Comprehensive Dataset and Method for AI-Generated CT Image Detection,2026,detection,"Yiheng Li, Zichang Tan, Guoqing Xu, Yijun Ye, Yang Yang, Zhen Lei 中科院",10.48550/arxiv.2603.01878,,https://openalex.org/W7133316683,https://doi.org/10.48550/arxiv.2603.01878,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=arXiv, 20260302",linked_openalex_but_missing_from_candidate_queries,true
Localizing Perceptual Artifacts in Synthetic Images for Image Quality Assessment via Deep-Learning-Based Anomaly Detection,2026,detection,Zijin Yin 北邮,10.3390/electronics15050916,,https://openalex.org/W7131301433,https://doi.org/10.3390/electronics15050916,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Electronics, 2026",linked_openalex_but_missing_from_candidate_queries,true
Transformer Based on Multi-Domain Feature Fusion for AI-Generated Image Detection,2026,detection,"Qiaoyue Man, Young-Im Cho Gachon University",10.3390/electronics15030716,,https://openalex.org/W7128159442,https://doi.org/10.3390/electronics15030716,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Electronics, 2026",linked_openalex_but_missing_from_candidate_queries,true
Privacy-preserving and zero-shot detection strategies for multimodal AI-generated content,2026,detection,"Liting Zhang, Peng Xiong, Jintao Wang 皖江工学院",10.1016/j.neucom.2026.133229,,https://openalex.org/W7133555253,https://doi.org/10.1016/j.neucom.2026.133229,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Neurocomputing, 2026",linked_openalex_but_missing_from_candidate_queries,true
Harnessing attention for cropping and fusion in CLIP-based AIGC detection,2026,detection,"Jiaqi Xu, Yanhui Du, Liangwei Lyu, Chenrui Yang 中国人民公安大学",10.1016/j.neucom.2025.132482,,https://openalex.org/W4417526972,https://doi.org/10.1016/j.neucom.2025.132482,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Neurocomputing, 2026",linked_openalex_but_missing_from_candidate_queries,true
E2GenF: Universal AIGC image detection based on edge enhanced generalizable features,2026,detection,"Jian Zoua, Jun Wang, Kezhong Lua, Yingxin Lai, Kaiwen Luo, Zitong Yu 大湾区大学",10.1016/j.patrec.2025.12.001,,https://openalex.org/W4417166521,https://doi.org/10.1016/j.patrec.2025.12.001,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=PRL, 2026",linked_openalex_but_missing_from_candidate_queries,true
IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,2026,detection,"Nimra Nasir, Syeda Sitara Waseem, Muhammad Bilal, Syed Rizwan Hassan. The Govt. Sadiq College Women University Pakistan",10.3390/s26041172,,https://openalex.org/W7128586659,https://doi.org/10.3390/s26041172,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Sensors, 2026",linked_openalex_but_missing_from_candidate_queries,true
Forensic Invariant Learning for Synthetic Image Detection: Bridging Benford’s Law and Topological Analysis with Machine Learning Ensembles,2026,detection,"Md Abu Sayeb Rayhan, Ajoy Shutradhar, Hustagna Hiya. Comilla University, Bangladesh",10.1109/qpain69676.2026.11546484,,https://openalex.org/W7164298589,https://doi.org/10.1109/qpain69676.2026.11546484,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=QPAIN, 2026",linked_openalex_but_missing_from_candidate_queries,true
Layer Consistency Matters: Elegant Latent Transition Discrepancy for Generalizable Synthetic Image Detection,2026,detection,"Yawen Yang, Feng Li, Shuqi Kong, Yunfeng Diao, Xinjian Gao, Zenglin Shi, Meng Wang 合肥工业大学",10.48550/arxiv.2603.10598,,https://openalex.org/W7135092069,https://doi.org/10.48550/arxiv.2603.10598,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=arXiv, 20260311",linked_openalex_but_missing_from_candidate_queries,true
Adaptive Forensic Feature Refinement via Intrinsic Importance Perception,2026,detection,"Jiazhen Yang, Junjun Zheng, Kejia Chen, Xiangheng Kong, Jie Lei, Zunlei Feng, Bingde Hu, Yang Gao 浙江大学",10.48550/arxiv.2604.16879,,https://openalex.org/W7155100297,https://doi.org/10.48550/arxiv.2604.16879,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=arXiv, 20260422",linked_openalex_but_missing_from_candidate_queries,true
