candidate_id,canonical_title,year,venue,doi,arxiv_id,openalex_id,primary_evidence_url,primary_policy_cluster,previous_provisional_outcome,policy_outcome,primary_exclusion_reason,approved_policy_ids,mechanism_assessment,policy_rationale,evidence_review_question,manual_review,independent_passive_exception_verified,evidence_basis,scope_evidence,original_audit_status
audit:dcb731163171f5a1,DeepfakeImpact: A Two-Stage Benchmark with Real-World Impact in Deepfake Detection,2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2026/html/Gong_DeepfakeImpact_A_Two-Stage_Benchmark_with_Real-World_Impact_in_Deepfake_Detection_CVPR_2026_paper.html,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,"The saved contribution is face/deepfake forensics, without an established substantive broader synthetic-image component. Image/frame operation, GAN/diffusion face synthesis, generalization or explanation do not override the approved pure-deepfake exclusion.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"A fundamental yet overlooked limitation of current deepfake detection benchmark is the lack of evaluation frameworks that align technical accuracy with real-world impact. We argue that technical metrics may fail to capture models' actual capacity to mitigate real-world harm, as they treat all errors as equally significant. To bridge this gap, we introduce DeepfakeImpact, a two-stage benchmark that moves beyond pure technical evaluation toward societally-aware assessment. In Stage I, we establish standardized technical baselines by evaluating 33 SOTA detection baslines across 12 widely used datasets. In Stage II, we propose a novel metric (Social Misjudgment Impact, SMI) that quantifies the potential social harm of misclassified videos, and construct a SMI-critical dataset containing high-risk samples. By integrating SMI-aware performance metrics, we shift the evaluation focus from ""how accurate"" to ""how socially beneficial"" a detector is. DeepfakeImpact thus provides a more realistic and ethically-grounded foundation for assessing deepfake detectors, urging the community to rethink what truly constitutes progress in this field. All resources will be publicly released at: https://anonymous.4open.science/r/DeepfakeImpact-Stage1-F5EC.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:dcf75639273c0488,Deepfakes: a new threat to face recognition? assessment and detection,2018,arXiv,,1812.08685,,https://arxiv.org/abs/1812.08685,MODALITY,PAPER_SPECIFIC_REVIEW,POLICY_EXCLUDE,VIDEO_ONLY_DEEPFAKE,P2;P7,VIDEO_OR_AUDIOVISUAL,"The saved contribution is video/temporal or audio-visual deepfake detection, with no substantive general synthetic-image forensic contribution. Individual frames do not make the task eligible.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Abstract: It is becoming increasingly easy to automatically replace a face of one person in a video with the face of another person by using a pre-trained generative adversarial network (GAN). Recent public scandals, e.g., the faces of celebrities being swapped onto pornographic videos, call for automated ways to detect these Deepfake videos. To help developing such methods, in this paper, we present the first publicly available set of Deepfake videos generated from videos of VidTIMIT database. We used open source software based on GANs to create the Deepfakes, and we emphasize that training and blending parameters can significantly impact the quality of the resulted videos. To demonstrate this impact, we generated videos with low and high visual quality (320 videos each) using differently tuned parameter sets. We showed that the state of the art face recognition systems based on VGG and Facenet neural networks are vulnerable to Deepfake videos, with 85.62% and 95.00% false acceptance rates respectively, which means methods for detecting Deepfake videos are necessary. By considering several baseline approaches, we found that audio-visual approach based on lip-sync inconsistency detection was not able to distinguish Deepfake videos. The best performing method, which is based on visual quality metrics and is often used in presentation attack detection domain, resulted in 8.97% equal error rate on high quality Deepfakes. Our experiments demonstrate that GAN-generated Deepfake videos are challenging for both face recognition systems and existing detection methods, and the further development of face swapping technology will make it even more so.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:e094e552be6fbe85,Uncertainty-guided Learning for Improving Image Manipulation Detection,2023,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,,https://openaccess.thecvf.com/content/ICCV2023/html/Ji_Uncertainty-guided_Learning_for_Improving_Image_Manipulation_Detection_ICCV_2023_paper.html,IMAGE,PAPER_SPECIFIC_REVIEW,PAPER_SPECIFIC_EVIDENCE_REQUIRED,,P2;P3;P4;P5;P7;P8,UNVERIFIED,"Saved evidence does not establish the required substantive generative-image component; this is an evidence gap under the approved rule, not an unresolved user policy.","Does UEN evaluate detection of AI-generated/generatively edited images independently, rather than only uncertainty on conventional image manipulation datasets?",true,false,saved primary abstract/summary and original inventory; no new literature search,"Image manipulation detection (IMD) is of vital importance as faking images and spreading misinformation can be malicious and harm our daily life. IMD is the core technique to solve these issues and poses challenges in two main aspects: (1) Data Uncertainty, i.e., the manipulated artifacts are often hard for humans to discern and lead to noisy labels, which may disturb model training; (2) Model Uncertainty, i.e., the same object may hold different categories (tampered or not) due to manipulation operations, which could potentially confuse the model training and result in unreliable outcomes. Previous works mainly focus on solving the model uncertainty issue by designing meticulous features and networks, however, the data uncertainty problem is rarely considered. In this paper, we address both problems by introducing an uncertainty-guided learning framework, which measures data and model uncertainty by a novel Uncertainty Estimation Network (UEN). UEN is trained under dynamic supervision, and outputs estimated uncertainty maps to refine manipulation detection results, which significantly alleviates the learning difficulties. To our knowledge, this is the first work to embed uncertainty modeling into IMD. Extensive experiments on various datasets demonstrate state-of-the-art performance, validating the effectiveness and generalizability of our method.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:e2e46a2b74be26a6,Artificial fingerprinting for generative models: Rooting deepfake attribution in training data,2021,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,,https://openaccess.thecvf.com/content/ICCV2021/html/Yu_Artificial_Fingerprinting_for_Generative_Models_Rooting_Deepfake_Attribution_in_Training_ICCV_2021_paper.html,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"Artificial fingerprinting embeds training-data signatures that transfer to generator outputs. Its active fingerprints are excluded, unlike naturally occurring model traces.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Photorealistic image generation has reached a new level of quality due to the breakthroughs of generative adversarial networks (GANs). Yet, the dark side of such deepfakes, the malicious use of generated media, raises concerns about visual misinformation. While existing research work on deepfake detection demonstrates high accuracy, it is subject to advances in generation techniques and adversarial iterations on detection countermeasure techniques. Thus, we seek a proactive and sustainable solution on deepfake detection, that is agnostic to the evolution of generative models, by introducing artificial fingerprints into the models. Our approach is simple and effective. We first embed artificial fingerprints into training data, then validate a surprising discovery on the transferability of such fingerprints from training data to generative models, which in turn appears in the generated deepfakes. Experiments show that our fingerprinting solution (1) holds for a variety of cutting-edge generative models, (2) leads to a negligible side effect on generation quality, (3) stays robust against image-level and model-level perturbations, (4) stays hard to be detected by adversaries, and (5) converts deepfake detection and attribution into trivial tasks and outperforms the recent state-of-the-art baselines. Our solution closes the responsibility loop between publishing pre-trained generative model inventions and their possible misuses, which makes it independent of the current arms race.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:e5ae2ce9f88da703,ROAR: Reducing Inversion Error in Generative Image Watermarking,2025,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,,https://openaccess.thecvf.com/content/ICCV2025/html/Wang_ROAR_Reducing_Inversion_Error_in_Generative_Image_Watermarking_ICCV_2025_paper.html,VERIFY,LIKELY_INCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Generative image watermarking enables the proactive detection and traceability of generated images. Among existing methods, inversion-based frameworks achieve highly conceal ed watermark embedding by injecting watermarks into the latent representation before the diffusion process. The robustness of this approach hinges on both the embedding mechanism and inversion accuracy. However, prior works have predominantly focused on optimizing the embedding process while overlooking inversion errors, which significantly affect extraction fidelity. In this paper, we address the challenge of inversion errors and propose ROAR, a dual-domain optimization-based framework designed to mitigate errors arising from two key sources: 1) Latent-domain errors, which accumulate across inversion steps due to inherent approximation assumptions. 2) Pixel-domain errors, which result from channel distortions such as JPEG compression. To tackle these issues, we introduce two novel components: A Regeneration-based Optimization (RO) mechanism, which incorporates an optimizable starting latent to minimize latent-domain errors; A Mixture of Experts (MoE)-based distortion-adaptive restoration (AR) network, which effectively recovers watermarked distributions from pixel-level distortions.Extensive experiments demonstrate that ROAR significantly reduces inversion errors and enhances watermark extraction robustness, thereby improving the reliability of generative image watermarking.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:e5b6c0ad73f4750c,X2-DFD: A framework for eXplainable and eXtendable Deepfake Detection,2026,Advances in Neural Information Processing Systems,10.48550/arxiv.2410.06126 | 10.52202/085713-2809,,w4403344598,https://proceedings.neurips.cc/paper_files/paper/2025/hash/78a2ed8e7da1829d64fb3561adbd706b-Abstract-Conference.html,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,"The saved contribution is face/deepfake forensics, without an established substantive broader synthetic-image component. Image/frame operation, GAN/diffusion face synthesis, generalization or explanation do not override the approved pure-deepfake exclusion.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"This paper proposes **$\mathcal{X}^2$-DFD**, an **e$\mathcal{X}$plainable** and **e$\mathcal{X}$tendable** framework based on multimodal large-language models (MLLMs) for deepfake detection, consisting of three key stages. The first stage, *Model Feature Assessment*, systematically evaluates the detectability of forgery-related features for the MLLM, generating a prioritized ranking of features based on their intrinsic importance to the model. The second stage, *Explainable Dataset Construction*, consists of two key modules: *Strong Feature Strengthening*, which is designed to enhance the model’s existing detection and explanation capabilities by reinforcing its well-learned features, and *Weak Feature Supplementing*, which addresses gaps by integrating specific feature detectors (e.g., low-level artifact analyzers) to compensate for the MLLM’s limitations. The third stage, Fine-tuning and Inference, involves fine-tuning the MLLM on the constructed dataset and deploying it for final detection and explanation. By integrating these three stages, our approach enhances the MLLM's strengths while supplementing its weaknesses, ultimately improving both the detectability and explainability. Extensive experiments and ablations, followed by a comprehensive human study, validate the improved performance of our approach compared to the original MLLMs. More encouragingly, our framework is designed to be plug-and-play, allowing it to seamlessly integrate with future more advanced MLLMs and specific feature detectors, leading to continual improvement and extension to face the challenges of rapidly evolving deepfakes. Code can be found on https://github.com/chenyize111/X2DFD.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:e5c7134920baed44,Scalable Dual Fingerprinting for Hierarchical Attribution of Text-to-Image Models,2025,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,,https://openaccess.thecvf.com/content/ICCV2025/html/Fei_Scalable_Dual_Fingerprinting_for_Hierarchical_Attribution_of_Text-to-Image_Models_ICCV_2025_paper.html,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"The commercialization of generative artificial intelligence (GenAI) has led to a multi-level ecosystem involving model developers, service providers, and consumers. Thus, ensuring traceability is crucial, as service providers may violate intellectual property rights (IPR), and consumers may generate harmful content. However, existing methods are limited to single-level attribution scenarios and cannot simultaneously trace across multiple levels. To this end, we introduce a scalable dual fingerprinting method for text-to-image (T2I) models, to achieve traceability of both service providers and consumers. Specifically, we propose 2-headed Fingerprint-Informed Low-Rank Adaptation (FI-LoRA), where each head is controlled by a binary fingerprint and capable of introducing the fingerprints into generated images. In practice, one FI-LoRA head is used by the developer to assign a unique fingerprint to each service provider, while the other is made available to service providers for embedding consumer-specific fingerprints during image generation. Our method does not merely embed two fingerprints within the generated image but instead allows independent control over them at developer level and business level, enabling simultaneous traceability of businesses and consumers. Experiments show that our method applies to various image generation and editing tasks of multiple T2I models, and can achieve over 99.9% extraction accuracy for both fingerprints. Our method also demonstrates good robustness against both image-level attacks and white-box model-level attacks. We hope our work provides a unified solution for developers to implement multi-tiered traceability of their models and hierarchical control over model distribution and content generation.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:e641ec78ba6258fb,Disentangled Style Domain for Implicit $z$-Watermark Towards Copyright Protection,2024,Advances in Neural Information Processing Systems,10.52202/079017-1774,,,https://papers.nips.cc/paper_files/paper/2024/hash/652efa5ba15928e48577f76a786faf27-Abstract-Conference.html,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Text-to-image models have shown surprising performance in high-quality image generation, while also raising intensified concerns about the unauthorized usage of personal dataset in training and personalized fine-tuning. Recent approaches, embedding watermarks, introducing perturbations, and inserting backdoors into datasets, rely on adding minor information vulnerable to adversarial training, limiting their ability to detect unauthorized data usage. In this paper, we introduce a novel implicit Zero-Watermarking scheme that first utilizes the disentangled style domain to detect unauthorized dataset usage in text-to-image models. Specifically, our approach generates the watermark from the disentangled style domain, enabling self-generalization and mutual exclusivity within the style domain anchored by protected units. The domain achieves the maximum concealed offset of probability distribution through both the injection of identifier $z$ and dynamic contrastive learning, facilitating the structured delineation of dataset copyright boundaries for multiple sources of styles and contents. Additionally, we introduce the concept of watermark distribution to establish a verification mechanism for copyright ownership of hybrid or partial infringements, addressing deficiencies in the traditional mechanism of dataset copyright ownership for AI mimicry. Notably, our method achieves one-sample verification for copyright ownership in AI mimic generations. The code is available at: [https://github.com/Hlufies/ZWatermarking](https://github.com/Hlufies/ZWatermarking)",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:e66de206edffd6e6,A Geometric Distortion Immunized Deep Watermarking Framework with Robustness Generalizability,2024,ECCV 2024 and earlier proceedings,,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/8419_ECCV_2024_paper.php,PROTECT,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"""Robustness is the most important property of watermarking schemes. In practice, the watermarking mechanism shall be robust to both geometric and non-geometric distortions. In deep learning-based watermarking frameworks, robustness can be ensured by end-to-end training with different noise layers. However, most of the current CNN-based watermarking frameworks, even trained with targeted distortions, cannot well adapt to geometric distortions due to the architectural design. Since the traditional convolutional layer’s position structure is relatively fixed, it lacks the flexibility to capture the influence of geometric distortion, making it difficult to train for corresponding robustness. To address such limitations, we propose a Swin Transformer and Deformable Convolutional Network (DCN)-based watermark model backbone. The attention mechanism and the deformable convolutional window effectively improve the feature processing flexibility, greatly enhancing the robustness, especially for geometric distortions. Besides, for non-geometric distortions, aiming at improving the generalizability for more distortions, we also provide a distortion-style-ensembled noise layer, including an image encoder, an image decoder, and distortion-style layers that can effectively simulate styles of different kinds of distortions. Then we can simply train our watermark model with the proposed noise layer for overall robustness. Experiments illustrate the superiority of our method compared to existing state-of-the-art (SOTA) works, such as the 100.00% watermark extraction accuracy under almost all tested geometric distortions.""",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:e9f24f40cea03af3,A Transfer Attack to Image Watermarks,2025,International Conference on Learning Representations,,,,https://proceedings.iclr.cc/paper_files/paper/2025/hash/2df20ebc2bdaca5b8b48966cbe0ab3cf-Abstract-Conference.html,WM_EVAL,LIKELY_INCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Watermark has been widely deployed by industry to detect AI-generated images. The robustness of such watermark-based detector against evasion attacks in the white-box and black-box settings is well understood in the literature. However, the robustness in the no-box setting is much less understood. In this work, we propose a new transfer evasion attack to image watermark in the no-box setting. Our transfer attack adds a perturbation to a watermarked image to evade multiple surrogate watermarking models trained by the attacker itself, and the perturbed watermarked image also evades the target watermarking model. Our major contribution is to show that, both theoretically and empirically, watermark-based AI-generated image detector based on existing watermarking methods is not robust to evasion attacks even if the attacker does not have access to the watermarking model nor the detection API. Our code is available at: https://github.com/hifi-hyp/Watermark-Transfer-Attack.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:ea06479529023d4a,GaussMarker: Robust Dual-Domain Watermark for Diffusion Models,2025,International Conference on Machine Learning,,,,https://proceedings.mlr.press/v267/li25ae.html,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"As Diffusion Models (DM) generate increasingly realistic images, related issues such as copyright and misuse have become a growing concern. Watermarking is one of the promising solutions. Existing methods inject the watermark into the single-domain of initial Gaussian noise for generation, which suffers from unsatisfactory robustness. This paper presents the first dual-domain DM watermarking approach using a pipelined injector to consistently embed watermarks in both the spatial and frequency domains. To further boost robustness against certain image manipulations and advanced attacks, we introduce a model-independent learnable Gaussian Noise Restorer (GNR) to refine Gaussian noise extracted from manipulated images and enhance detection robustness by integrating the detection scores of both watermarks. GaussMarker efficiently achieves state-of-the-art performance under eight image distortions and four advanced attacks across three versions of Stable Diffusion with better recall and lower false positive rates, as preferred in real applications.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:ea0d7f9972aa1b1c,SPARK-IL: Spectral Retrieval-Augmented RAG for Knowledge-Driven Deepfake Detection via Incremental Learning,2027,International Conference on Pattern Recognition,10.1007/978-3-032-31927-2_7,,w7172139314,https://doi.org/10.1007/978-3-032-31927-2_7,IMAGE,PAPER_SPECIFIC_REVIEW,PAPER_SPECIFIC_EVIDENCE_REQUIRED,,P2;P3;P4;P5;P7;P8,UNVERIFIED,"Saved evidence does not establish the required substantive generative-image component; this is an evidence gap under the approved rule, not an unresolved user policy.","Does SPARK-IL evaluate broader passive AI-generated-image detection beyond face/video deepfakes, and which generator datasets establish that component?",true,false,saved primary abstract/summary and original inventory; no new literature search,"Detecting AI-generated images remains challenging, as detectors trained on specific generators often fail to generalize to unseen models. While pixel-level artifacts vary across models, frequency-domain signatures exhibit greater consistency, providing a promising...",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:edac6f1ea7467ca4,"Decoupling Bias, Aligning Distributions: Synergistic Fairness Optimization for Deepfake Detection",2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2026/html/Ding_Decoupling_Bias_Aligning_Distributions_Synergistic_Fairness_Optimization_for_Deepfake_Detection_CVPR_2026_paper.html,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,"The saved contribution is face/deepfake forensics, without an established substantive broader synthetic-image component. Image/frame operation, GAN/diffusion face synthesis, generalization or explanation do not override the approved pure-deepfake exclusion.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Fairness is a core element in the trustworthy deployment of deepfake detection models, especially in the field of digital identity security. Biases in detection models toward different demographic groups, such as gender and race, may lead to systemic misjudgments, exacerbating the digital divide and social inequities. However, current fairness-enhanced detectors often improve fairness at the cost of detection accuracy. To address this challenge, we propose a dual-mechanism collaborative optimization framework. Our proposed method innovatively integrates structural fairness decoupling and global distribution alignment: decoupling channels sensitive to demographic groups at the model architectural level, and subsequently reducing the distance between the overall sample distribution and the distributions corresponding to each demographic group at the feature level. Experimental results demonstrate that, compared with other methods, our framework improves both inter-group and intra-group fairness while maintaining overall detection accuracy across domains. The code is available at https://github.com/ywh1093/Fairness-Optimization.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:edd9a7866487c23e,Gaussian Shading: Provable Performance-Lossless Image Watermarking for Diffusion Models,2024,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2024/html/Yang_Gaussian_Shading_Provable_Performance-Lossless_Image_Watermarking_for_Diffusion_Models_CVPR_2024_paper.html,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,Ethical concerns surrounding copyright protection and inappropriate content generation pose challenges for the practical implementation of diffusion models. One effective solution involves watermarking the generated images. However existing methods often compromise the model performance or require additional training which is undesirable for operators and users. To address this issue we propose Gaussian Shading a diffusion model watermarking technique that is both performance-lossless and training-free while serving the dual purpose of copyright protection and tracing of offending content. Our watermark embedding is free of model parameter modifications and thus is plug-and-play. We map the watermark to latent representations following a standard Gaussian distribution which is indistinguishable from latent representations obtained from the non-watermarked diffusion model. Therefore we can achieve watermark embedding with lossless performance for which we also provide theoretical proof. Furthermore since the watermark is intricately linked with image semantics it exhibits resilience to lossy processing and erasure attempts. The watermark can be extracted by Denoising Diffusion Implicit Models (DDIM) inversion and inverse sampling. We evaluate Gaussian Shading on multiple versions of Stable Diffusion and the results demonstrate that Gaussian Shading not only is performance-lossless but also outperforms existing methods in terms of robustness.,CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:f12e2be8d1320201,Deep learning for CGI and visual forgery detection: a comprehensive survey,2026,International Journal of Data Science and Analytics,10.1007/s41060-026-01192-9,,w7166514721,https://doi.org/10.1007/s41060-026-01192-9,IMAGE,PAPER_SPECIFIC_REVIEW,PAPER_SPECIFIC_EVIDENCE_REQUIRED,,P2;P3;P4;P5;P7;P8,UNVERIFIED,"Saved evidence does not establish the required substantive generative-image component; this is an evidence gap under the approved rule, not an unresolved user policy.","Does this CGI/visual-forgery survey substantively cover passive AI-generated-image detection, attribution or generative-edit localization, rather than mainly classical CGI/rendering or traditional manipulation?",true,false,saved primary abstract/summary and original inventory; no new literature search,The exponential advancement in generative artificial intelligence (AI) and physically based rendering has severely blurred the perceptual boundary between,CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:f293e205186b3f59,Learning Counterfactually Decoupled Attention for Open-World Model Attribution,2025,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,,https://openaccess.thecvf.com/content/ICCV2025/html/Zheng_Learning_Counterfactually_Decoupled_Attention_for_Open-World_Model_Attribution_ICCV_2025_paper.html,ATTRIBUTION,PAPER_SPECIFIC_REVIEW,PAPER_SPECIFIC_EVIDENCE_REQUIRED,,P5;P2,UNVERIFIED,"Saved evidence does not establish the required substantive generative-image component; this is an evidence gap under the approved rule, not an unresolved user policy.","Do CDAL’s open-world attribution benchmarks use naturally occurring image-generation traces to identify source generators beyond pure facial-manipulation attribution? Verify inputs, source labels and absence of injected signatures.",true,false,saved primary abstract/summary and original inventory; no new literature search,"In this paper, we propose a Counterfactually Decoupled Attention Learning (CDAL) method for open-world model attribution. Existing methods rely on handcrafted design of region partitioning or feature space, which could be confounded by the spurious statistical correlations and struggle with novel attacks in open-world scenarios. To address this, CDAL explicitly models the causal relationships between the attentional visual traces and source model attribution, and counterfactually decouples the discriminative model-specific artifacts from confounding source biases for comparison. In this way, the resulting causal effect provides a quantification on the quality of learned attention maps, thus encouraging the network to capture essential generation patterns that generalize to unseen source models by maximizing the effect. Extensive experiments on existing open-world model attribution benchmarks show that with minimal computational overhead, our method consistently improves state-of-the-art models by large margins, particularly for unseen novel attacks.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:f2941fa03197079b,Poisoned forgery face: Towards backdoor attacks on face forgery detection,2024,International Conference on Learning Representations,,,,https://proceedings.iclr.cc/paper_files/paper/2024/hash/a5c7206fd66e8314bb21a04492359353-Abstract-Conference.html,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,"The saved contribution is face/deepfake forensics, without an established substantive broader synthetic-image component. Image/frame operation, GAN/diffusion face synthesis, generalization or explanation do not override the approved pure-deepfake exclusion.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"The proliferation of face forgery techniques has raised significant concerns within society, thereby motivating the development of face forgery detection methods. These methods aim to distinguish forged faces from genuine ones and have proven effective in practical applications. However, this paper introduces a novel and previously unrecognized threat in face forgery detection scenarios caused by backdoor attack. By embedding backdoors into models and incorporating specific trigger patterns into the input, attackers can deceive detectors into producing erroneous predictions for forged faces. To achieve this goal, this paper proposes \emph{Poisoned Forgery Face} framework, which enables clean-label backdoor attacks on face forgery detectors. Our approach involves constructing a scalable trigger generator and utilizing a novel convolving process to generate translation-sensitive trigger patterns. Moreover, we employ a relative embedding method based on landmark-based regions to enhance the stealthiness of the poisoned samples. Consequently, detectors trained on our poisoned samples are embedded with backdoors. Notably, our approach surpasses SoTA backdoor baselines with a significant improvement in attack success rate (+16.39\% BD-AUC) and reduction in visibility (-12.65\% $L_\infty$). Furthermore, our attack exhibits promising performance against backdoor defenses. We anticipate that this paper will draw greater attention to the potential threats posed by backdoor attacks in face forgery detection scenarios. Our codes will be made available at \url{https://github.com/JWLiang007/PFF}.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:f2ed1f5e4f44d765,Can Image Splicing and Copy-Move Forgery Be Detected by the Same Model? Forensim: An Attention-Based State-Space Approach,2026,Proceedings of the IEEE/CVF Winter Conference on Applications of Computer Vision,,,,https://openaccess.thecvf.com/content/WACV2026/html/Nandi_Can_Image_Splicing_and_Copy-Move_Forgery_Be_Detected_by_the_WACV_2026_paper.html,TRADITIONAL,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,CLASSICAL_MANIPULATION,P4,CLASSICAL_ONLY,The saved evaluation concerns conventional copy-move/splicing/document tampering without a substantive independently evaluated generative-image component. Existing classical-only inclusions do not authorize this candidate.,,false,false,saved primary abstract/summary and original inventory; no new literature search,"We introduce Forensim, an attention-based state-space framework for image forgery detection that jointly localizes both manipulated (target) and source regions. Unlike traditional approaches that rely solely on artifact cues to detect spliced or forged areas, Forensim is designed to capture duplication patterns crucial for understanding context. In scenarios like protest imagery, detecting only the forged region--e.g., a duplicated act of violence inserted into a peaceful crowd--can mislead interpretation, highlighting the need for joint source-target localization. Forensim outputs three-class masks (pristine, source, target) and supports detection of both splicing and copy-move forgeries within a unified architecture. We propose a visual state-space model that leverages normalized attention maps to identify internal similarities, paired with a region-based block-attention module to distinguish manipulated regions. This design enables end-to-end training and precise localization. Forensim achieves state-of-the-art performance on standard benchmarks. We also release CMFD_Anything, a new dataset addressing limitations of existing copy-move forgery datasets. Source code and dataset will be released.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
