title,year,openalex_id,openalex_url,doi,is_key_paper,has_map_location,map_record_count,missing_affiliation,missing_coordinates,needs_review,coverage_status,affiliation_row_count,institution_count,coordinate_row_count,institutions,locations,coordinate_pairs,blocker_type,recommended_action
Deep Image Fingerprint: Towards Low Budget Synthetic Image Detection and Model Lineage Analysis,2024,W4394597038,https://openalex.org/W4394597038,10.1109/wacv57701.2024.00402,yes,yes,1,no,no,yes,map_ready,2,1,2,Brandman University,"Irvine, US","33.669460,-117.823110",already_mapped,no_action
Deepfake Detection without Deepfakes: Generalization via Synthetic Frequency Patterns Injection,2024,W4393063559,https://openalex.org/W4393063559,10.48550/arxiv.2403.13479,yes,yes,3,no,no,yes,map_ready,6,0,0,,,,already_mapped,no_action
DeepFake Image Detection,2024,W4394009764,https://openalex.org/W4394009764,10.55041/ijsrem30215,no,yes,1,no,no,yes,map_ready,1,1,1,AISSMS Institute of Information Technology,"Pune, IN","18.519570,73.855350",already_mapped,no_action
Deepfake Image Detection Using ResNet50 Model,2024,W4408401076,https://openalex.org/W4408401076,10.1109/cybercomp60759.2024.10913843,no,yes,2,no,no,yes,map_ready,6,2,5,Tun Hussein Onn University of Malaysia; Universiti Malaysia Sarawak,"Batu Pahat, MY; Kuching, MY","1.550000,110.333330; 1.854800,102.932500",already_mapped,no_action
Deepfake Image Detection Using Vision Transformer Models,2024,W4402130168,https://openalex.org/W4402130168,10.1109/blackseacom61746.2024.10646310,no,yes,4,no,no,yes,map_ready,17,4,17,King's College London; Leeds Beckett University; Sheffield Hallam University; University of Plymouth,"Leeds, GB; London, GB; Plymouth, GB; Sheffield, GB","50.371530,-4.143050; 51.508530,-0.125740; 53.382970,-1.465900; 53.796480,-1.547850",already_mapped,no_action
Deepfake Image Detection Using Yolov8,2024,W4408018363,https://openalex.org/W4408018363,10.1109/punecon63413.2024.10895706,no,yes,1,no,no,yes,map_ready,7,1,7,International Institute of Information Technology,"Pune, IN","18.519570,73.855350",already_mapped,no_action
DeepSight: Enhancing Deepfake Image Detection and Classification through Ensemble and Deep Learning Techniques,2024,W4402353496,https://openalex.org/W4402353496,10.1109/icipcn63822.2024.00014,no,yes,2,no,no,yes,map_ready,2,2,2,PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH; St. Joseph's Institute of Technology,"Chennai, IN; Coimbatore, IN","11.005550,76.966120; 13.087840,80.278470",already_mapped,no_action
Detecting AI Generated Images Through Texture and Frequency Analysis of Patches,2024,W4407129617,https://openalex.org/W4407129617,10.1109/aivrv63595.2024.10860248,yes,yes,1,no,no,yes,map_ready,2,1,1,Georgetown University,"Washington, US","38.895110,-77.036370",already_mapped,no_action
Detecting AI-Generated Images via CLIP,2024,W4394891207,https://openalex.org/W4394891207,10.21203/rs.3.rs-4259468/v1,yes,yes,2,no,no,yes,map_ready,3,2,3,Carnegie Institution for Science; Haemonetics (United States),"Braintree, US; Washington, US","38.895110,-77.036370; 42.222320,-70.999490",already_mapped,no_action
Detecting AI-generated images with CNN and Interpretation using Explainable AI,2024,W4402170813,https://openalex.org/W4402170813,10.1109/inc460750.2024.10649158,no,yes,1,no,no,yes,map_ready,6,1,6,Amrita Vishwa Vidyapeetham,"Coimbatore, IN","11.005550,76.966120",already_mapped,no_action
Detecting Artificial Intelligence-Generated images via deep trace representations and interactive feature fusion,2024,W4400616829,https://openalex.org/W4400616829,10.1016/j.inffus.2024.102578,no,yes,3,no,no,yes,map_ready,6,3,6,Chongqing University of Posts and Telecommunications; City University of Hong Kong; Shanghai Jiao Tong University,"Chongqing, China; Hong Kong, Hong Kong; Shanghai, China","22.278320,114.174690; 29.560261,106.557709; 31.222219,121.458061",already_mapped,no_action
Detecting Multimedia Generated by Large AI Models: A Survey,2024,W4391563741,https://openalex.org/W4391563741,10.36227/techrxiv.170723324.44685515/v1,yes,yes,4,no,no,yes,map_ready,10,0,0,,,,already_mapped,no_action
Detecting the Undetectable: Combining Kolmogorov-Arnold Networks and MLP for AI-Generated Image Detection,2024,W4402524935,https://openalex.org/W4402524935,10.48550/arxiv.2408.09371,no,no,0,no,yes,yes,missing_coordinates,2,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
Detection of AI-Generated Synthetic Images with a Lightweight CNN,2024,W4402240806,https://openalex.org/W4402240806,10.3390/ai5030076,no,yes,2,no,no,yes,map_ready,4,2,4,University of Applied Health Sciences; University of Maribor,"Donji grad, HR; Maribor, SI","45.813130,15.977530; 46.555830,15.645930",already_mapped,no_action
Detection of real-time deep fakes and face forgery in video conferencing employing generative adversarial networks,2024,W4402013517,https://openalex.org/W4402013517,10.1016/j.heliyon.2024.e37163,no,yes,4,no,no,yes,map_ready,6,4,6,King Saud University; Majmaah University; Middle East University; University of Wollongong in Dubai,"Amman, JO; Dubai, AE; Riyadh, SA","24.687730,46.721850; 25.077250,55.309270; 31.955220,35.945030",already_mapped,no_action
Development of a Dual-Input Neural Model for Detecting AI-Generated Imagery,2024,W4399911107,https://openalex.org/W4399911107,10.48550/arxiv.2406.13688,yes,yes,1,no,no,no,map_ready,2,0,0,,,,already_mapped,no_action
Did You Note My Palette? Unveiling Synthetic Images Through Color Statistics,2024,W4399556631,https://openalex.org/W4399556631,10.1145/3658664.3659652,yes,yes,2,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Diffusion Models as a Representation Learner for Deepfake Image Detection,2024,W4404943058,https://openalex.org/W4404943058,10.1007/978-3-031-78305-0_15,no,yes,1,no,no,yes,map_ready,3,1,3,Computer Research Institute of Montréal,"Montreal, CA","45.508840,-73.587810",already_mapped,no_action
"DistilDIRE: A Small, Fast, Cheap and Lightweight Diffusion Synthesized Deepfake Detection",2024,W4399399328,https://openalex.org/W4399399328,10.48550/arxiv.2406.00856,yes,yes,2,no,no,yes,map_ready,0,0,0,,,,already_mapped,no_action
Enhancing AI-Generated Image Detection with a Novel Approach and Comparative Analysis,2024,W4407467920,https://openalex.org/W4407467920,10.1109/sin63213.2024.10871900,no,yes,2,no,no,yes,map_ready,4,2,4,Edinburgh Napier University; Prince Mohammad bin Fahd University,"Edinburgh, GB; Khobar, SA","26.279440,50.208330; 55.952060,-3.196480",already_mapped,no_action
Enhancing Deepfake Detection With Diversified Self-Blending Images and Residuals,2024,W4393217303,https://openalex.org/W4393217303,10.1109/access.2024.3382196,no,yes,1,no,no,yes,map_ready,4,1,3,Academy of Broadcasting Science,"Beijing, CN","39.907500,116.397230",already_mapped,no_action
Enhancing Sensing and Imaging Capabilities Through Surface Plasmon Resonance for Deepfake Image Detection,2024,W4402322120,https://openalex.org/W4402322120,10.1007/s11468-024-02492-1,no,yes,2,no,no,yes,map_ready,4,2,3,Govind Ballabh Pant University of Agriculture and Technology; Hindustan Institute of Technology and Science,"Chennai, IN; Haldwani, IN","13.087840,80.278470; 29.222540,79.528600",already_mapped,no_action
Enhancing the Generalization of Synthetic Image Detection Models through the Exploration of Features in Deep Detection Models,2024,W4394624427,https://openalex.org/W4394624427,10.1109/mvip62238.2024.10491148,yes,yes,2,no,no,yes,map_ready,3,2,3,Institute for Research in Fundamental Sciences; Shahid Beheshti University,"Tehran, Iran","35.694390,51.421510; 35.810001,51.470001",already_mapped,no_action
Evasion on general GAN-generated image detection by disentangled representation,2024,W4401325047,https://openalex.org/W4401325047,10.1016/j.ins.2024.121267,no,yes,1,no,no,yes,map_ready,6,1,4,South China University of Technology,"Guangzhou, CN","23.116670,113.250000",already_mapped,no_action
Exploring the Adversarial Robustness of CLIP for AI-generated Image Detection,2024,W4405845641,https://openalex.org/W4405845641,10.1109/wifs61860.2024.10810719,yes,yes,1,no,no,yes,map_ready,5,1,5,Federico II University Hospital,"Naples, IT","40.852160,14.268110",already_mapped,no_action
FakeBench: Probing Explainable Fake Image Detection via Large Multimodal Models,2024,W4395064829,https://openalex.org/W4395064829,10.48550/arxiv.2404.13306,yes,yes,4,no,no,no,map_ready,7,0,0,,,,already_mapped,no_action
FakeInversion: Learning to Detect Images from Unseen Text-to-Image Models by Inverting Stable Diffusion,2024,W4402726899,https://openalex.org/W4402726899,10.1109/cvpr52733.2024.01023,yes,yes,2,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
FAMSeC: A Few-Shot-Sample-Based General AI-Generated Image Detection Method,2024,W4405021796,https://openalex.org/W4405021796,10.1109/lsp.2024.3511421,yes,yes,3,no,no,yes,map_ready,5,3,5,Anhui University; National University of Singapore; University of Science and Technology of China,"Hefei, CN; Singapore, SG","1.289670,103.850070; 31.863890,117.280830",already_mapped,no_action
Faster Than Lies: Real-time Deepfake Detection using Binary Neural Networks,2024,W4402916679,https://openalex.org/W4402916679,10.1109/cvprw63382.2024.00381,yes,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
FIDAVL: Fake Image Detection and Attribution Using Vision-Language Model,2024,W4404943083,https://openalex.org/W4404943083,10.1007/978-3-031-78305-0_11,yes,yes,3,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Forgery-aware Adaptive Transformer for Generalizable Synthetic Image Detection,2024,W4402753859,https://openalex.org/W4402753859,10.1109/cvpr52733.2024.01024,yes,yes,2,no,no,yes,map_ready,6,2,6,Baidu (China); Beijing Jiaotong University,"Beijing, CN","39.907500,116.397230",already_mapped,no_action
Frequency Masking for Universal Deepfake Detection,2024,W4392904043,https://openalex.org/W4392904043,10.1109/icassp48485.2024.10446290,yes,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Frequency-Aware Deepfake Detection: Improving Generalizability through Frequency Space Domain Learning,2024,W4393154086,https://openalex.org/W4393154086,10.1609/aaai.v38i5.28310,yes,yes,3,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
From Provenance to Aberrations: Image Creator and Screen Reader User Perspectives on Alt Text for AI-Generated Images,2024,W4396832416,https://openalex.org/W4396832416,10.1145/3613904.3642325,no,yes,2,no,no,yes,map_ready,5,2,5,Google (United States); Northeastern University,"Boston, US; Mountain View, US","37.386050,-122.083850; 42.358430,-71.059770",already_mapped,no_action
GAN Generated Fake Human Face Image Detection,2024,W4392981221,https://openalex.org/W4392981221,10.1109/iitcee59897.2024.10467257,no,no,0,no,yes,yes,missing_coordinates,4,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
Generalized and robust model for GAN-generated image detection,2024,W4394935852,https://openalex.org/W4394935852,10.1016/j.patrec.2024.04.018,no,yes,1,no,no,yes,map_ready,3,1,3,Indian Institute of Technology Patna,"Patna, IN","25.594080,85.135630",already_mapped,no_action
"Generative Visual AI in News Organizations: Challenges, Opportunities, Perceptions, and Policies",2024,W4394571198,https://openalex.org/W4394571198,10.1080/21670811.2024.2331769,no,yes,3,no,no,yes,map_ready,4,4,4,MIT University; Queensland University of Technology; RMIT University; Washington State University,"Brisbane, AU; Melbourne, AU; Pullman, US; Skopje, MK","-27.467940,153.028090; -37.814000,144.963320; 41.996460,21.431410; 46.731270,-117.179620",already_mapped,no_action
Harnessing the Power of Large Vision Language Models for Synthetic Image Detection,2024,W4393968982,https://openalex.org/W4393968982,10.48550/arxiv.2404.02726,yes,yes,1,no,no,yes,map_ready,5,1,1,Sorbonne University Abu Dhabi,"Abu Dhabi, United Arab Emirates","24.489466,54.412022",already_mapped,no_action
HFI: A unified framework for training-free detection and implicit watermarking of latent diffusion model generated images,2024,W4405956571,https://openalex.org/W4405956571,10.48550/arxiv.2412.20704,yes,no,0,yes,no,yes,missing_affiliation,6,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
High-resolution network-based multi-feature fusion for generalized forgery detection,2024,W4405895672,https://openalex.org/W4405895672,https://doi.org/10.1007/s00530-024-01626-z,yes,yes,1,no,no,yes,map_ready,5,1,5,Guizhou Normal University,"Guiyang, CN","26.583330,106.716667",already_mapped,no_action
How spammers and scammers leverage AI-generated images on Facebook for audience growth,2024,W4401607051,https://openalex.org/W4401607051,10.37016/mr-2020-151,no,yes,3,no,no,yes,map_ready,3,3,3,Center for Security and Emerging Technology; Georgetown University; Stanford University,"Stanford, US; Washington, US","37.424110,-122.166080; 38.895110,-77.036370",already_mapped,no_action
How to Trace Latent Generative Model Generated Images without Artificial Watermark?,2024,W4398795245,https://openalex.org/W4398795245,10.48550/arxiv.2405.13360,yes,yes,2,no,no,yes,map_ready,0,0,0,,,,already_mapped,no_action
ImagiNet: A Multi-Content Benchmark for Synthetic Image Detection,2024,W4402963808,https://openalex.org/W4402963808,10.48550/arxiv.2407.20020,no,no,0,yes,no,yes,missing_affiliation,0,0,0,,,,missing_affiliation_rows,import_openalex_affiliations
IPD-Net: Detecting AI-Generated Images via Inter-Patch Dependencies,2024,W4401287425,https://openalex.org/W4401287425,10.14569/ijacsa.2024.01507133,yes,yes,2,no,no,yes,map_ready,4,2,4,Jinan University; Yulin Normal University,"Guangzhou, CN; Yulin, CN","22.630500,110.146860; 23.116670,113.250000",already_mapped,no_action
LaRE$^2$: Latent Reconstruction Error Based Method for Diffusion-Generated Image Detection,2024,W4393284560,https://openalex.org/W4393284560,10.48550/arxiv.2403.17465,yes,no,0,no,yes,yes,missing_coordinates,4,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
LaRE<sup>2</sup>: Latent Reconstruction Error Based Method for Diffusion-Generated Image Detection,2024,W4402727598,https://openalex.org/W4402727598,10.1109/cvpr52733.2024.01609,no,yes,1,no,no,yes,map_ready,4,1,4,Tencent (China),"Shenzhen, CN","22.545540,114.068300",already_mapped,no_action
Level Up the Deepfake Detection: A Method to Effectively Discriminate Images Generated by GAN Architectures and Diffusion Models,2024,W4401108337,https://openalex.org/W4401108337,10.1007/978-3-031-66431-1_43,no,yes,2,no,no,yes,map_ready,3,2,3,Bank of Italy; University of Catania,"Catania, IT; Rome, IT","37.492230,15.070410; 41.891930,12.511330",already_mapped,no_action
Leveraging Representations from Intermediate Encoder-Blocks for Synthetic Image Detection,2024,W4404002774,https://openalex.org/W4404002774,10.1007/978-3-031-73220-1_23,yes,yes,2,no,no,yes,map_ready,4,2,4,Centre for Research and Technology Hellas; Information Technologies Institute,"Thessaloniki, GR","40.643610,22.930860",already_mapped,no_action
Local frequency analysis for diffusion-generated image detection,2024,W4400828592,https://openalex.org/W4400828592,10.1117/12.3035198,no,yes,1,no,no,yes,map_ready,1,1,1,Nanjing University of Aeronautics and Astronautics,"Nanjing, CN","32.061670,118.777780",already_mapped,no_action
ManiFPT: Defining and Analyzing Fingerprints of Generative Models,2024,W4402702998,https://openalex.org/W4402702998,10.1109/cvpr52733.2024.01026,yes,yes,2,no,no,yes,map_ready,0,0,0,,,,already_mapped,no_action
MaskSim: Detection of synthetic images by masked spectrum similarity analysis,2024,W4402916521,https://openalex.org/W4402916521,10.1109/cvprw63382.2024.00390,yes,yes,2,no,no,yes,map_ready,0,0,0,,,,already_mapped,no_action
Mastering Deepfake Detection: A Cutting-edge Approach to Distinguish GAN and Diffusion-model Images,2024,W4392623241,https://openalex.org/W4392623241,10.1145/3652027,yes,yes,2,no,no,yes,map_ready,3,2,3,Bank of Italy; University of Catania,"Catania, IT; Rome, IT","37.492230,15.070410; 41.891930,12.511330",already_mapped,no_action
MDTL-NET: Computer-generated image detection based on multi-scale deep texture learning,2024,W4391433395,https://openalex.org/W4391433395,10.1016/j.eswa.2024.123368,yes,yes,3,no,no,yes,map_ready,12,3,12,"City University of Hong Kong; Shanghai Jiao Tong University; University at Buffalo, State University of New York","Buffalo, United States; Hong Kong, Hong Kong; Shanghai, China","22.278320,114.174690; 31.222219,121.458061; 42.886450,-78.878370",already_mapped,no_action
MMGANGuard: A Robust Approach for Detecting Fake Images Generated by GANs Using Multi-Model Techniques,2024,W4395447483,https://openalex.org/W4395447483,10.1109/access.2024.3393842,yes,yes,2,no,no,yes,map_ready,5,2,5,National University of Computer and Emerging Sciences; University of South Wales,"Islamabad, Pakistan; Pontypridd, United Kingdom","33.721481,73.043289; 51.602100,-3.342110",already_mapped,no_action
Multiclass AI-Generated Deepfake Face Detection Using Patch-Wise Deep Learning Model,2024,W4391110866,https://openalex.org/W4391110866,10.3390/computers13010031,no,yes,4,no,no,yes,map_ready,7,4,7,Islamia University of Bahawalpur; Lund University; Satya Wacana Christian University; University of Management and Technology,"Bahawalpur, PK; Lahore, PK; Lund, SE; Salatiga, ID","-7.331940,110.492780; 29.998350,73.252720; 31.558000,74.350710; 55.705840,13.193210",already_mapped,no_action
On the Exploitation of DCT-Traces in the Generative-AI Domain,2024,W4402915445,https://openalex.org/W4402915445,10.1109/icip51287.2024.10648013,yes,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Organic or Diffused: Can We Distinguish Human Art from AI-generated Images?,2024,W4405181141,https://openalex.org/W4405181141,10.1145/3658644.3670306,yes,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,2024,W4404986693,https://openalex.org/W4404986693,10.48550/arxiv.2411.15633,yes,yes,2,no,no,yes,map_ready,0,0,0,,,,already_mapped,no_action
Parents and Children: Distinguishing Multimodal Deepfakes from Natural Images,2024,W4398184526,https://openalex.org/W4398184526,10.1145/3665497,yes,yes,4,no,no,yes,map_ready,8,4,8,Institute of Informatics and Telematics; University of Florence; University of Modena and Reggio Emilia; University of Pisa,"Florence, Italy; Modena, Italy; Pisa, Italy","43.708530,10.403600; 43.718842,10.425211; 43.779250,11.246260; 44.647830,10.925390",already_mapped,no_action
Raising the Bar of AI-generated Image Detection with CLIP,2024,W4402915983,https://openalex.org/W4402915983,10.1109/cvprw63382.2024.00439,yes,yes,2,no,no,yes,map_ready,5,2,5,Federico II University Hospital; Technical University of Munich,"Munich, DE; Naples, IT","40.852160,14.268110; 48.137430,11.575490",already_mapped,no_action
Real-Time Deepfake Detection in the Real-World,2024,W4399695946,https://openalex.org/W4399695946,10.48550/arxiv.2406.09398,yes,no,0,yes,no,yes,missing_affiliation,4,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
Rethinking the Up-Sampling Operations in CNN-Based Generative Network for Generalizable Deepfake Detection,2024,W4402716164,https://openalex.org/W4402716164,10.1109/cvpr52733.2024.02657,yes,yes,3,no,no,yes,map_ready,7,3,7,"Beijing Jiaotong University; University of Nevada, Reno; Yanshan University","Beijing, CN; Qinhuangdao, CN; Reno, US","39.529630,-119.813800; 39.907500,116.397230; 39.941040,119.589360",already_mapped,no_action
RIGID: A Training-free and Model-Agnostic Framework for Robust AI-Generated Image Detection,2024,W4399252995,https://openalex.org/W4399252995,10.48550/arxiv.2405.20112,yes,yes,1,no,no,yes,map_ready,3,0,0,,,,already_mapped,no_action
Robust CLIP-Based Detector for Exposing Diffusion Model-Generated Images,2024,W4402594796,https://openalex.org/W4402594796,10.1109/avss61716.2024.10672612,yes,yes,4,no,no,yes,map_ready,6,4,6,"Albany State University; Purdue University West Lafayette; Sapienza University of Rome; University at Albany, State University of New York","Albany, United States; Rome, Italy; West Lafayette, United States","31.578510,-84.155739; 40.425870,-86.908070; 41.891930,12.511330; 42.652580,-73.756233",already_mapped,no_action
SemGIR: Semantic-Guided Image Regeneration Based Method for AI-generated Image Detection and Attribution,2024,W4403792090,https://openalex.org/W4403792090,10.1145/3664647.3680776,yes,yes,2,no,no,yes,map_ready,9,2,9,National University of Singapore; University of Science and Technology of China,"Hefei, CN; Singapore, SG","1.289670,103.850070; 31.863890,117.280830",already_mapped,no_action
Shadows Don't Lie and Lines Can't Bend! Generative Models Don't know Projective Geometry…for Now,2024,W4402754249,https://openalex.org/W4402754249,10.1109/cvpr52733.2024.02658,yes,yes,1,no,no,yes,map_ready,0,0,0,,,,already_mapped,no_action
SIDBench: A Python framework for reliably assessing synthetic image detection methods,2024,W4399261681,https://openalex.org/W4399261681,10.1145/3643491.3660277,yes,yes,1,no,no,yes,map_ready,2,1,2,Information Technologies Institute,"Thessaloniki, GR","40.643610,22.930860",already_mapped,no_action
Source Attribution for Images Generated by Diffusion-Based Text-to-Image Models: Exploring the Forensics Approach,2024,W4406858668,https://openalex.org/W4406858668,10.1109/apsipaasc63619.2025.10849098,no,yes,1,no,no,yes,map_ready,2,1,2,Macau University of Science and Technology,"Macao, MO","22.200560,113.546110",already_mapped,no_action
StealthDiffusion: Towards Evading Diffusion Forensic Detection through Diffusion Model,2024,W4403780693,https://openalex.org/W4403780693,10.1145/3664647.3681535,yes,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Synthetic Image Verification in the Era of Generative Artificial Intelligence: What Works and What Isn’t There yet,2024,W4393972628,https://openalex.org/W4393972628,10.1109/msec.2024.3376637,yes,yes,2,no,no,yes,map_ready,6,2,6,Nvidia (United States); University of Naples Federico II,"Naples, IT; Santa Clara, US","37.354110,-121.955240; 40.852160,14.268110",already_mapped,no_action
Take Fake as Real: Realistic-like Robust Black-box Adversarial Attack to Evade AIGC Detection,2024,W4405254427,https://openalex.org/W4405254427,10.48550/arxiv.2412.06727,yes,yes,1,no,no,no,map_ready,7,0,0,,,,already_mapped,no_action
Text Modality Oriented Image Feature Extraction for Detecting Diffusion-based DeepFake,2024,W4399151866,https://openalex.org/W4399151866,10.48550/arxiv.2405.18071,yes,no,0,yes,no,yes,missing_affiliation,8,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
The Visual Counter Turing Test (VCT2): A Benchmark for Evaluating AI-Generated Image Detection and the Visual AI Index (VAI),2024,W4404988034,https://openalex.org/W4404988034,10.48550/arxiv.2411.16754,no,no,0,yes,no,yes,missing_affiliation,15,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
Tiny Autoencoders are Effective Few-Shot Generative Model Detectors,2024,W4405846636,https://openalex.org/W4405846636,10.1109/wifs61860.2024.10810686,yes,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Towards Generated Image Provenance Analysis via Conceptual-Similar-Guided-SLIP Retrieval,2024,W4394862914,https://openalex.org/W4394862914,10.1109/lsp.2024.3388958,no,yes,2,no,no,yes,map_ready,4,2,4,Fujitsu (China); Fujitsu (Japan),"Hong Kong, HK; Kawasaki, JP","22.278320,114.174690; 35.569960,139.628540",already_mapped,no_action
Towards the Detection of Diffusion Model Deepfakes,2024,W4392402304,https://openalex.org/W4392402304,10.5220/0012422000003660,no,yes,2,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Transfer Learning of Real Image Features with Soft Contrastive Loss for Fake Image Detection,2024,W4393213376,https://openalex.org/W4393213376,https://doi.org/10.48550/arxiv.2403.16513,yes,no,0,yes,no,yes,missing_affiliation,8,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
TWIGMA: A dataset of AI-Generated Images with Metadata From Twitter,2024,W4393610334,https://openalex.org/W4393610334,10.5281/zenodo.8031784,yes,yes,1,no,no,yes,map_ready,2,1,2,Stanford University,"Stanford, United States","37.424110,-122.166080",already_mapped,no_action
Unsupervised Generative Fake Image Detector,2024,W4393379633,https://openalex.org/W4393379633,10.1109/tcsvt.2024.3383833,yes,yes,2,no,no,yes,map_ready,4,2,4,Hangzhou Dianzi University; Nanjing University of Science and Technology,"Hangzhou, China; Nanjing, China","30.293650,120.161423; 32.061668,118.777779",already_mapped,no_action
Visual Veracity: Advancing AI-Generated Image Detection with Convolutional Neural Networks,2024,W4396886753,https://openalex.org/W4396886753,10.1109/icrito61523.2024.10522113,no,yes,1,no,no,yes,map_ready,3,1,3,Amity University,"Noida, IN","28.580000,77.330000",already_mapped,no_action
Which Model Generated This Image? A Model-Agnostic Approach for Origin Attribution,2024,W4403906547,https://openalex.org/W4403906547,10.1007/978-3-031-73033-7_16,yes,yes,2,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Whodunit: Detection and Attribution of Synthetic Images by Leveraging Model-specific Fingerprints,2024,W4399261595,https://openalex.org/W4399261595,10.1145/3643491.3660280,yes,yes,2,no,no,yes,map_ready,4,2,4,Bucknell University; Technische Universität Berlin,"Berlin, DE; Lewisburg, US","40.964530,-76.884410; 52.524370,13.410530",already_mapped,no_action
WildFake: A Large-scale Challenging Dataset for AI-Generated Images Detection,2024,W4391987733,https://openalex.org/W4391987733,10.48550/arxiv.2402.11843,yes,yes,2,no,no,yes,map_ready,2,0,0,,,,already_mapped,no_action
X-Transfer: A Transfer Learning-Based Framework for GAN-Generated Fake Image Detection,2024,W4402352361,https://openalex.org/W4402352361,10.1109/ijcnn60899.2024.10650566,yes,yes,5,no,no,yes,map_ready,9,6,9,"Chengdu University of Information Technology; Indiana University – Purdue University Indianapolis; Microsoft Research Asia (China); Tunghai University; University at Albany, State University of New York; University of Indianapolis","Albany, US; Beijing, CN; Chengdu, CN; Indianapolis, US; Taichung, TW","24.146900,120.683900; 30.666670,104.066670; 39.768380,-86.158040; 39.907500,116.397230; 42.652580,-73.756230",already_mapped,no_action
Zero-Shot Detection of AI-Generated Images,2024,W4402952411,https://openalex.org/W4402952411,10.1007/978-3-031-72649-1_4,yes,yes,3,no,no,yes,map_ready,8,3,8,Federico II University Hospital; Technical University of Munich; University of Naples Federico II,"Munich, DE; Naples, IT","40.852160,14.268110; 48.137430,11.575490",already_mapped,no_action
ZeroFake: Zero-Shot Detection of Fake Images Generated and Edited by Text-to-Image Generation Models,2024,W4405183175,https://openalex.org/W4405183175,10.1145/3658644.3690297,yes,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
A GAN-based Approach to Detect AI-Generated Images,2023,W4386214843,https://openalex.org/W4386214843,10.1109/snpd-winter57765.2023.10223798,no,yes,2,no,no,yes,map_ready,3,2,3,Bowie State University; University of Baltimore,"Baltimore, US; Bowie, US","38.942780,-76.730280; 39.290380,-76.612190",already_mapped,no_action
A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,2023,W4387377174,https://openalex.org/W4387377174,10.3390/app131910980,no,yes,6,no,no,yes,map_ready,7,6,7,Amity University; GLA University; Gyeongguk National University; Sejong University; University of Malta; University of St. Thomas - Minnesota,"Andong, KR; Mathura, IN; Msida, MT; Noida, IN; Saint Paul, US; Seoul, KR","27.503500,77.672150; 28.580000,77.330000; 35.892500,14.482780; 36.566360,128.722750; 37.566000,126.978400; 44.944410,-93.093270",already_mapped,no_action
Advancing AI-Generated Image Detection: Enhanced Accuracy through CNN and Vision Transformer Models with Explainable AI Insights,2023,W4392209962,https://openalex.org/W4392209962,10.1109/iccit60459.2023.10440990,no,yes,2,no,no,yes,map_ready,3,2,3,Ahsanullah University of Science and Technology; Southeast University,"Dhaka, BD","23.710400,90.407440",already_mapped,no_action
AI-Generated Image Detection using a Cross-Attention Enhanced Dual-Stream Network,2023,W4388820663,https://openalex.org/W4388820663,10.1109/apsipaasc58517.2023.10317126,yes,yes,1,no,no,yes,map_ready,5,1,5,Sun Yat-sen University,"Guangzhou, CN","23.116670,113.250000",already_mapped,no_action
An Improved Dense CNN Architecture for Deepfake Image Detection,2023,W4323022407,https://openalex.org/W4323022407,10.1109/access.2023.3251417,no,yes,4,no,no,yes,map_ready,7,4,6,Cape Peninsula University of Technology; Durban University of Technology; Najran University; Nirma University,"Ahmedabad, IN; Cape Town, ZA; Durban, ZA; Najrān, SA","-29.857900,31.029200; -33.925840,18.423220; 17.493260,44.127660; 23.025790,72.587270",already_mapped,no_action
AntifakePrompt: Prompt-Tuned Vision-Language Models are Fake Image Detectors,2023,W4387994353,https://openalex.org/W4387994353,10.48550/arxiv.2310.17419,yes,yes,1,no,no,yes,map_ready,4,0,0,,,,already_mapped,no_action
Artifact: A Large-Scale Dataset With Artificial And Factual Images For Generalizable And Robust Synthetic Image Detection,2023,W4386590429,https://openalex.org/W4386590429,10.1109/icip49359.2023.10222083,yes,yes,1,no,no,yes,map_ready,5,1,5,Bangladesh University of Engineering and Technology,"Dhaka, BD","23.710400,90.407440",already_mapped,no_action
