priority_rank,mapping_status,priority,triage_status,suggested_action,public_impact,current_mapping_state,known_canonical_institutions,existing_mapping_authors,suggested_author_matches,raw_affiliation_evidence,paper_id,title,year,venue,is_key_paper,is_curated_paper,total_authors,mapped_authors,missing_authors,missing_author_names,marker_count,doi,arxiv_id,openalex_id,url
245,complete,,complete,No mapping action needed,none,confirmed,Sungkyunkwan University,Hyeonseong Jeon; Young Oh Bang; Junyaup Kim; Simon S. Woo,,"Department of Artificial Intelligence, Sungkyunkwan University, Suwon, S. Korea; Computer Science and Engineering Department, Sungkyunkwan University, Suwon, S. Korea; Department of Applied Data Science, Sungkyunkwan University, Suwon, S. Korea",curated:830febb52786dbaebbb5,T-GD: Transferable GAN-Generated Images Detection Framework,2020,International Conference on Machine Learning,true,true,4,4,0,,1,10.5555/3524938.3525379,2008.04115,W3034547531,https://doi.org/10.5555/3524938.3525379
246,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W3034864980,Watch Your Up-Convolution: CNN Based Generative Deep Neural Networks Are Failing to Reproduce Spectral Distributions,2020,Opus-HSO (Offenburg University of Applied Sciences),true,false,3,3,0,,4,10.1109/cvpr42600.2020.00791,,W3034864980,https://doi.org/10.1109/cvpr42600.2020.00791
247,complete,,complete,No mapping action needed,none,confirmed,University of Maryland | Max Planck Institute for Informatics | CISPA Helmholtz Center for Information Security,Ning Yu; Larry Davis | Ning Yu | Mario Fritz,,"University of Maryland, College Park | Max Planck Institute for Informatics, Saarland Informatics Campus, Germany | CISPA Helmholtz Center for Information Security, Saarland Informatics Campus, Germany",curated:170f07b3d7020611e566,Attributing Fake Images to GANs: Learning and Analyzing GAN Fingerprints,2019,IEEE/CVF International Conference on Computer Vision,true,true,3,3,0,,3,10.1109/iccv.2019.00765,1811.08180,W2991318208,https://doi.org/10.1109/iccv.2019.00765
248,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W3012472557,Detecting and Simulating Artifacts in GAN Fake Images,2019,IEEE International Workshop on Information Forensics and Security,true,false,3,3,0,,1,10.1109/wifs47025.2019.9035107,,W3012472557,https://doi.org/10.1109/wifs47025.2019.9035107
249,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W2907295878,Do GANs Leave Artificial Fingerprints?,2019,2019 IEEE Conference on Multimedia Information Processing and Retrieval (MIPR),true,false,4,4,0,,1,10.1109/mipr.2019.00103,1812.11842,W2907295878,https://doi.org/10.1109/mipr.2019.00103
250,complete,,complete,No mapping action needed,none,confirmed,University of Naples Federico II | University of Trento,Francesco Marra; Luisa Verdoliva | Cristiano Saltori; Giulia Boato,,,openalex:W2978778164,Incremental learning for the detection and classification of GAN-generated images,2019,IEEE International Workshop on Information Forensics and Security,true,false,4,4,0,,2,10.1109/wifs47025.2019.9035099,1910.01568,W2978778164,https://doi.org/10.1109/wifs47025.2019.9035099
251,complete,,complete,No mapping action needed,none,confirmed,"Institute of Automation, Chinese Academy of Sciences",Xinsheng Xuan; Bo Peng; Wei Wang; Jing Dong,,"Center for Research on Intelligent Perception and Computing (CRIPAC), National Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences (CASIA)",openalex:W2997633607,Scalable Fine-Grained Generated Image Classification Based on Deep Metric Learning,2019,arXiv,true,false,4,4,0,,1,10.48550/arxiv.1912.11082,1912.11082,W2997633607,https://openalex.org/W2997633607
252,complete,,complete,No mapping action needed,none,missing,,,,,curated:fb05dfbc95518f6fb1db,Source Generator Attribution via Inversion,2019,IEEE/CVF Conference on Computer Vision and Pattern Recognition,true,true,2,2,0,,1,,1905.02259,W2971682216,https://openalex.org/W2971682216
253,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W2811414481,Detection of GAN-Generated Fake Images over Social Networks,2018,2018 IEEE Conference on Multimedia Information Processing and Retrieval (MIPR),true,false,4,4,0,,1,10.1109/mipr.2018.00084,,W2811414481,https://doi.org/10.1109/mipr.2018.00084
254,complete,,complete,No mapping action needed,none,missing,,,,,curated:75cbd31c9946c7eb7977,"""That's Another Doom I Haven't Thought About"": A User Study on AI Labels as a Safeguard Against Image-Based Misinformation",2026,CHI Conference on Human Factors in Computing Systems,false,true,9,9,0,,5,https://doi.org/10.1145/3772318.3791006,2505.22845,W4416604008,https://doi.org/10.1145/3772318.3791006
255,complete,,complete,No mapping action needed,none,confirmed,Novosibirsk State Technical University,Egor Antonyants; Anna Aletdinova; Alexander Leontiev; Vitalii Zaozernov,,"Automated Control Systems Department, Novosibirsk State Technical University, Novosibirsk, Russia",curated:2e30b7cfd7b0c6f427f1,A Comparative Study of Classification Methods for Real and AI-Generated Images with Frequency Feature Analysis,2026,International Conference of Young Professionals in Electron Devices and Materials,false,true,4,4,0,,1,10.1109/edm69524.2026.11632103,,W7202290304,https://doi.org/10.1109/edm69524.2026.11632103
256,complete,,complete,No mapping action needed,none,confirmed,Complutense University of Madrid,Staycy Guevara; Ana Lucila Sandoval Orozco; Luis Javier García Villalba,,"Group of Analysis, Security and Systems (GASS), Department of Software Engineering and Artificial Intelligence (DISIA), Faculty of Computer Science and Engineering, Office 431,Universidad Complutense de Madrid (UCM), Calle Profesor José García Santesmases, 9, Ciudad Universitaria, 28040 Madrid, Spain",curated:f3e1319a5e27319578cd,A Survey on Deep-Learning-Based Techniques for Detecting AI-Generated Synthetic Images,2026,First Summer School on Artificial Intelligence in Cybersecurity,false,true,3,3,0,,1,10.3390/engproc2026123032,,W7128592463,https://doi.org/10.3390/engproc2026123032
257,complete,,complete,No mapping action needed,none,confirmed,Jiaxing Vocational Technical College | Jiaxing Municipal Public Security Bureau | Binjiang Institute of Zhejiang University,Yi Zhou; Xiangwei Hu; Mei Sun; Shuangxi Chen | Jun Tong | Changting Lin,,"School of Internet, Jiaxing Vocational and Technical College, Jiaxing, Zhejiang, China | Jiaxing Municipal Public Security Bureau, Jiaxing, Zhejiang, China | Binjiang Institute of Zhejiang University, Hangzhou, Zhejiang, China",curated:d1195175f50833c90a64,ADRD: Detecting Diffusion-Generated Images via Adversarial Perturbation Induced Reconstruction Discrepancy,2026,PLoS ONE,false,true,6,6,0,,3,10.1371/journal.pone.0350655,,W7168285345,https://doi.org/10.1371/journal.pone.0350655
258,complete,,complete,No mapping action needed,none,confirmed,University of Science and Technology of China | Hefei University of Technology,Chao Wang; Zijin Yang; Weiming Zhang; Kejiang Chen | Yaofei Wang,,"Anhui Province Key Laboratory of Digital Security, University of Science and Technology of China",curated:27b6ffdee837c7f997f5,AEDR: Training-Free AI-Generated Image Attribution via Autoencoder Double-Reconstruction,2026,AAAI Conference on Artificial Intelligence,false,true,5,5,0,,2,10.1609/aaai.v40i12.37930,2507.18988,W7138264983,https://doi.org/10.1609/aaai.v40i12.37930
259,complete,,complete,No mapping action needed,none,confirmed,National University of Singapore,Lei Tan; Shuwei Li; Mohan S. Kankanhalli; Robby T. Tan,,National University of Singapore | National University of Singapore ASUS Intelligent Cloud Services (AICS),curated:cdbafbabadfbb462102a,Aggregating Diverse Cue Experts for AI-Generated Image Detection,2026,AAAI Conference on Artificial Intelligence,false,true,4,4,0,,1,10.1609/aaai.v40i11.37890,2601.08790,W7137954683,https://doi.org/10.1609/aaai.v40i11.37890
260,complete,,complete,No mapping action needed,none,confirmed,Tianjin University of Science and Technology | Nankai University,Hang Gao | Mengting Hu; Tiegang Gao,,"College of Artificial Intelligence, Tianjin University of Science and Technology, Tianjin, 300457, China | College of Software, Nankai University, Tianjin, 300350, China",curated:b08c8cdd637cf7f65d18,AI-Generated Image Detection Based on the Most Suspicious Patch,2026,Pacific-Asia Conference on Knowledge Discovery and Data Mining (PAKDD),false,true,3,3,0,,2,10.1007/978-981-92-1947-6_34,,W7165747150,https://doi.org/10.1007/978-981-92-1947-6_34
261,complete,,complete,No mapping action needed,none,confirmed,Centre for Research and Technology Hellas (CERTH) | University of Naples Federico II | Swiss federal Institute of Technology in Lausanne | Télécom Paris,Christos Koutlis; Despina Konstantinidou; Manos Schinas; Dimitrios Karageorgiou; Symeon Papadopoulos | Riccardo Corvi; Davide Cozzolino; Luisa Verdoliva | Quentin Bammey,,"Information Technologies Institute, Centre for Research and Technology Hellas (CERTH), Thessaloniki, Greece | University of Naples Federico II (UNINA), Naples, Italy | Ecole Polytechnique Federale de Lausanne (EPFL), Lausanne, Switzerland | LTCI, Télécom Paris, Institut Polytechnique de Paris, Palaiseau, France",curated:98bed92571e23d5df139,AI-Generated Image Detection: Challenges and Recent Advances,2026,,false,true,9,9,0,,4,10.1007/978-3-032-11782-3_6,,W7159927480,https://doi.org/10.1007/978-3-032-11782-3_6
262,complete,,complete,No mapping action needed,none,confirmed,Tianjin University of Science and Technology | People's Public Security University of China | Renmin University of China | Shanghai Customs University | Nankai University,Hang Gao | Rui Ba | Kaiye Yu | Han Xing | Mengting Hu,,"College of Artificial Intelligence, Tianjin University of Science and Technology, Tianjin, 300457, China | School of National Security, People’s Public Security University of China, Beijing, China | School of Smart Governance, Renmin University of China, Suzhou, 215123, China | Suzhou Key Laboratory of Artificial Intelligence and Social Governance Technologies, International College (Suzhou Research Institute), Renmin University of China, Suzhou, 215123, China | Customs and Public Administration College, Shanghai Customs University, 201204, Shanghai, China | College of Software, Nankai University, Tianjin, 300350, China",curated:1a8e996ef9ce73efc0ef,AI-Generated Image Homology Detection,2026,"International Conference on Knowledge Science, Engineering and Management",false,true,5,5,0,,5,10.1007/978-981-92-2856-0_1,,W7168026910,https://doi.org/10.1007/978-981-92-2856-0_1
263,complete,,complete,No mapping action needed,none,confirmed,"Shanghai Polytechnic University | Institute of Automation, Chinese Academy of Sciences",Liwei Yao; Sen Niu; Xiaomei Feng; Bofeng Zhang; Kefeng Li | Ruiqi Liu,,"The School of Computer and Information Engineering, Institute for Artificial Intelligence, Shanghai Polytechnic University, Shanghai 201209, China | Institute of Automation, Chinese Academy of Sciences, China",curated:2b5013b99aa5e4de2621,All Patches Are Not Equal: Focusing on a Single Exposed Patch for AI-Generated Image Detection,2026,Information Processing & Management,false,true,6,6,0,,2,10.1016/j.ipm.2026.105058,,W7168427015,https://doi.org/10.1016/j.ipm.2026.105058
264,complete,,complete,No mapping action needed,none,confirmed,Harbin Institute of Technology | Nanchang University,Zheming Fan; Guopu Zhu; Long Sun; H ZHANG; Ligang Wu | Feng Ding,,"School of Cyberspace Science, Harbin Institute of Technology, Harbin, China | Department of Control Science and Engineering, Harbin Institute of Technology, Harbin, China | School of Software, Nanchang University, Nanchang, China",curated:837a8a0ceb9d8f86d02a,ArtGate: Injecting Fake Artifact Features Into CLIP for AI-Generated Image Detection,2026,IEEE Transactions on Multimedia,false,true,6,6,0,,2,10.1109/tmm.2026.3694528,,W7161736397,https://doi.org/10.1109/tmm.2026.3694528
265,complete,,complete,No mapping action needed,none,confirmed,Bennett University,Aditya Dev Mishra; Koushiki Das; Suman Mahapatra; Mayank Sisodia,,"School of Computer Science Engineering & Technology, Bennett University, Greater Noida, India",curated:db62aa9b0b1aab0c9f7a,Artifact-Aware Explainable Deepfake Detection via Fake-Only High-Frequency Alignment Supervision,2026,"International Conference on Computing, Power, and Communication Technologies (IC2PCT)",false,true,4,4,0,,1,10.1109/ic2pct68894.2026.11584299,,W7167698944,https://doi.org/10.1109/ic2pct68894.2026.11584299
266,complete,,complete,No mapping action needed,none,confirmed,Southeast University | Purple Mountain Laboratories,Hongsong Wang; Renxi Cheng; Chaolei Han; Jie Gui | Jie Gui,,"School of Computer Science and Engineering, Southeast University, Nanjing 210096, China; Key Laboratory of New Generation Artificial Intelligence Technology and Its Interdisciplinary Applications (Southeast University), Ministry of Education, China; School of Cyber Science and Engineering, Southeast University, Nanjing 210096, China; Engineering Research Center of Blockchain Application, Supervision And Management (Southeast University), Ministry of Education, China | Purple Mountain Laboratories, Nanjing 210000, China",curated:d3e19d8cb61eb0e7d620,Attribution as Retrieval: Model-Agnostic AI-Generated Image Attribution,2026,IEEE/CVF Conference on Computer Vision and Pattern Recognition,false,true,4,4,0,,2,10.48550/arxiv.2603.10583,2603.10583,W7135031331,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Attribution_as_Retrieval_Model-Agnostic_AI-Generated_Image_Attribution_CVPR_2026_paper.pdf
267,complete,,complete,No mapping action needed,none,missing,,,,,curated:1bf124f8f57f00dddd01,Automated In-the-Wild Data Collection for Continual AI Generated Image Detection,2026,ACM International Workshop on Multimedia AI against Disinformation,false,true,6,6,0,,1,10.1145/3810988.3812662,2605.02567,W7160429386,https://doi.org/10.1145/3810988.3812662
268,complete,,complete,No mapping action needed,none,confirmed,"Institute of Automation, Chinese Academy of Sciences | University of Chinese Academy of Sciences | Southwest University | Shanghai Second Polytechnic University | Peking University | The University of Sydney | Tsinghua University",Ruiqi Liu; Zhengbo Zhang; Zhijin Chen; Boyi Sun; Lubin Weng; Jing Dong; Shu Wu | Ruiqi Liu | Yi Han | Liwei Yao | Zhiyuan Yan | Jialiang Shen | Yan Wang,,"Institute of Automation, Chinese Academy of Sciences | School of Advanced Interdisciplinary Sciences, University of Chinese Academy of Sciences | Southwest University | Shanghai Second Polytechnic University | Peking University | The University of Sydney | Tsinghua University",curated:aa7dceb70828cdd6ad39,Beyond Artifacts: Real-Centric Envelope Modeling for Reliable AI-Generated Image Detection,2026,European Conference on Computer Vision,false,true,12,12,0,,7,,2512.20937,W7117340004,https://openalex.org/W7117340004
269,complete,,complete,No mapping action needed,none,confirmed,"University College Dublin | Trinity College Dublin | University of Science, Viet Nam National University Ho Chi Minh City",Hong-Hanh Nguyen-Le; Nhien-An Le-Khac | Van-Tuan Tran | Thuc D. Nguyen,,"School of Computer Science, University College Dublin, Ireland | School of Computer Science and Statistics, Trinity College Dublin, Ireland | Department of Knowledge Engineering, University of Science, VNU-HCMC, Vietnam",curated:49cc18f090b2488dda2d,Beyond Binary Classification: A Semi-Supervised Approach to Generalized AI-Generated Image Detection,2026,AAAI Conference on Artificial Intelligence,false,true,4,4,0,,3,10.1609/aaai.v40i42.40886,2511.19499,W7138418035,https://doi.org/10.1609/aaai.v40i42.40886
270,complete,,complete,No mapping action needed,none,confirmed,Beijing University of Civil Engineering and Architecture | Nanchang University | University of International Relations | Shenzhen University | Beijing Jiaotong University,Xiaolong Liu | Mengyao Xiao | Haorui Wu | Qi Chang | Xiaolong Li; Yao Zhao,,"School of Intelligence Science and Technology, Beijing University of Civil Engineering and Architecture, Beijing, China | School of Software, Nanchang University, Nanchang, China | School of Cyber Science and Engineering, University of International Relations, Beijing, China | Guangdong Provincial Key Laboratory of Intelligent Information Processing, and Shenzhen Key Laboratory of Media Security, Shenzhen University, Shenzhen, China | Institute of Information Science, Beijing Jiaotong University, Beijing, China",curated:672e9600fc8b6ead6ab1,Beyond Causal Models: Multi-Scale Linear Local Attention for AI-Generated Image Detection,2026,IEEE Signal Processing Letters,false,true,6,6,0,,5,10.1109/lsp.2026.3714736,,W7169604787,https://doi.org/10.1109/lsp.2026.3714736
271,complete,,complete,No mapping action needed,none,confirmed,Yunnan University of Finance and Economics | Jiangnan University | Kunming University of Science and Technology,Mingjie Tang; Zhiming Song; Xinyu Ou | Jianian Ding | Xinyu Ou,,"School of Information, Yunnan University of Finance and Economics, Kunming, China | Yunnan Key Laboratory of Service Computing, Yunnan University of Finance and Economics, Kunming, China | Yunnan Provincial Key Laboratory of Artificial Intelligence, Kunming University of Science and Technology, Kunming, China | School of Artificial Intelligence and Computer Science (School of Software), Jiangnan University, Wuxi, China",curated:9d722dfb4a3418d86063,Beyond Resizing: A Distribution-Aligned Framework for Robust AI-Generated Image Detection,2026,International Conference on Intelligent Computing (ICIC),false,true,4,4,0,,3,10.1007/978-981-92-3420-2_35,,W7168408228,https://doi.org/10.1007/978-981-92-3420-2_35
272,complete,,complete,No mapping action needed,none,confirmed,"Institute of Computing Technology, Chinese Academy of Sciences | University of Chinese Academy of Sciences",Chenming Zhou; Jiaan Wang; Yu Li; Lei Li; Juan Cao; Sheng Tang,,"Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China University of Chinese Academy of Sciences, Beijing, China",curated:29642e43aa51fece46f7,Beyond Semantic Features: Pixel-Level Mapping for Generalized AI-Generated Image Detection,2026,AAAI Conference on Artificial Intelligence,false,true,6,6,0,,1,10.1609/aaai.v40i42.40927,,W7139104673,https://doi.org/10.1609/aaai.v40i42.40927
273,complete,,complete,No mapping action needed,none,confirmed,"Institute of Artificial Intelligence (TeleAI), China Telecom | Xidian University",Ruiyang Xia; Qi Zhang; Yaowen Xu; Zhaofan Zou; Hao Sun; Zhongjiang He; Xuelong Li | Ruiyang Xia,,"Institute of Artificial Intelligence (TeleAI), China Telecom | Xidian University",curated:f7906cb987975444e893,Boosting Robust AIGI Detection with LoRA-Based Pairwise Training,2026,IEEE/CVF Conference on Computer Vision and Pattern Recognition,false,true,7,7,0,,2,10.48550/arxiv.2604.12307,2604.12307,W7154447485,https://openaccess.thecvf.com/content/CVPR2026W/NTIRE/papers/Xia_Boosting_Robust_AIGI_Detection_with_Lora-based_Pairwise_Training_CVPRW_2026_paper.pdf
274,complete,,complete,No mapping action needed,none,confirmed,Shanghai Jiao Tong University | Tencent Youtu Lab,Changshuo Wang; Ran Yi; Lizhuang Ma | Changshuo Wang; Jiangming Wang; Ke-Yue Zhang; Taiping Yao; Shouhong Ding,,"Shanghai Jiao Tong University, Shanghai, China | Tencent Youtu Lab, Shanghai, China",curated:7287cadbc4b8408fd16b,Breaking Manifold Continuity: Vector Quantized Modeling for Real-Centric Deepfake Detection,2026,International Conference on Machine Learning,false,true,7,7,0,,2,,,,https://openreview.net/attachment?id=WrlqkXYYCx&name=pdf
275,complete,,complete,No mapping action needed,none,confirmed,University of Edinburgh,Marc Juárez,,"Schoolof Informatics,The UniversityofEdinburgh,Edinburgh, UK",curated:a3fb37f39cb20a95e3bf,Can Model Attribution Bridge AI's Accountability Gap in Safety-Critical Domains?,2026,Philosophical Transactions of the Royal Society A Mathematical Physical and Engineering Sciences,false,true,1,1,0,,1,10.1098/rsta.2025.0117,,W7169086594,https://doi.org/10.1098/rsta.2025.0117
276,complete,,complete,No mapping action needed,none,confirmed,Chongqing University of Posts and Telecommunications,Bo Liu; Qin Qiao; Qinghui He,,"Chongqing Key Laboratory of Image Cognition, Chongqing University of Posts and Telecommunications, Chongqing, China School of Artificial Intelligence | Chongqing Key Laboratory of Image Cognition, Chongqing University of Posts and Telecommunications, Chongqing, China School of Computer Science and Technology",curated:31c548f5aa68f9075659,CausalCLIP: Causally-Informed Feature Disentanglement and Filtering for Generalizable Detection of Generated Images,2026,AAAI Conference on Artificial Intelligence,false,true,3,3,0,,1,10.1609/aaai.v40i9.37642,2512.13285,W7138324636,https://doi.org/10.1609/aaai.v40i9.37642
277,complete,,complete,No mapping action needed,none,confirmed,Tianjin University of Technology | Beijing Jiaotong University,Kang An; Chen Dong; Jiahao Pang | Tenglong Gao,,"School of Computer Science and Engineering, Tianjin University of Technology, Tianjin, 300380, China | School of Computer Science and Technology, Beijing Jiaotong University, Beijing, 100044, China",curated:dd5b85612778b9021f4e,CCMA-CLIP: Concept-Guided Cross-Modal Adaptation for Robust AI-Generated Image Detection,2026,International Conference on Intelligent Computing (ICIC),false,true,4,4,0,,2,10.1007/978-981-92-3531-5_9,,W7169669595,https://doi.org/10.1007/978-981-92-3531-5_9
278,complete,,complete,No mapping action needed,none,confirmed,Xi'an Jiaotong University | Wuhan University,Jingyi Deng; Chong Zhang; Chenken Xu; Chenhao Lin; Zhengyu Zhao; Shuai Liu; Chao Shen | Qian Wang,,"Faculty of Electronic and Information Engineering, Xi&#x2019;an Jiaotong University, Xi&#x2019;an, China | School of Cyber Science and Engineering, Wuhan University, Wuhan, China",curated:885c512e1e964d2ec61f,CLIP-ADA: CLIP-Guided Artifact-Invariant Generalizable Synthetic Image Detection,2026,IEEE Transactions on Information Forensics and Security,false,true,8,8,0,,2,10.1109/tifs.2026.3676657,,W7140133167,https://doi.org/10.1109/tifs.2026.3676657
279,complete,,complete,No mapping action needed,none,confirmed,Sungkyunkwan University | Jaume I University,Yuqian Zheng; Hyeongjin Ahn; Eunil Park; Juyeob Lee | Eunil Park,,"Sungkyunkwan University, Seoul, Republic of Korea | Jaume I University, Castellon, Spain",curated:9b7e6c57a9f75e06fddf,CLIP-SegFusion: An Attention-Guided Feature Fusion Framework for Multi-Level Detection on AI-Generated Artworks,2026,ACM International Conference on Multimedia Retrieval,false,true,4,4,0,,2,10.1145/3805622.3810639,,W7164834461,https://doi.org/10.1145/3805622.3810639
280,complete,,complete,No mapping action needed,none,confirmed,University of Siena,Kai Zeng; Niccolò Pancino; Nasrin Malekzadeh Goradel; Mauro Barni; Benedetta Tondi,,"Department of Information engineering and mathematics, University of Siena, Siena, Italy",curated:ba0669dd843c9defd483,Comparative Study of Adversarial Training and Randomized Smoothing for Robust AI-Generated Image Attribution,2026,ACM Workshop on Information Hiding and Multimedia Security,false,true,5,5,0,,1,10.1145/3785353.3815073,,W7164888959,https://doi.org/10.1145/3785353.3815073
281,complete,,complete,No mapping action needed,none,pending,Czech Technical University in Prague,Jan Franců; Milan Papež; Tomáš Pevný,,"Faculty of Electrical Engineering, Czech Technical University, Prague, Czech Republic",curated:0895eb11a7610f3973da,Cover-Source Mismatch in Deepfake Detection: A Systematic Study,2026,ACM Workshop on Information Hiding and Multimedia Security,false,true,3,3,0,,0,10.1145/3785353.3815097,,W7164884130,https://doi.org/10.1145/3785353.3815097
282,complete,,complete,No mapping action needed,none,confirmed,Indian Institute of Technology Mandi,Parul Chaudhary; Arnav Bhavsar,,"School of Computing and Electrical Engineering, Indian Institute of Technology Mandi, Mandi, India",curated:b4940a39cbd4a3117473,Cross-Domain Synthetic Image Detection via Few-Shot Adaptation,2026,International Conference on Pattern Recognition,false,true,2,2,0,,1,10.1007/978-3-032-31933-3_5,,W7172102928,https://doi.org/10.1007/978-3-032-31933-3_5
283,complete,,complete,No mapping action needed,none,confirmed,Shanghai University of Electric Power,Lin Ma; Hongjiao Li,,"Faculty of Artificial Intelligence, Shanghai University of Electric Power, Shanghai, 201306, China",curated:5888bece56862fbbfc43,DADP: A Discrepancy-Aware Dual-Path Network for AI-Generated Image Detection,2026,Multimedia Systems,false,true,2,2,0,,1,10.1007/s00530-026-02435-2,,W7167913394,https://doi.org/10.1007/s00530-026-02435-2
284,complete,,complete,No mapping action needed,none,confirmed,Sun Yat-sen University | China Electronics Technology Group Corporation | Zhejiang University | Shenzhen Campus of Sun Yat-sen University,Kai Li | Linchao Zhang; Siying Zhu | Kai Li; Wenqi Ren | Wei Wang; Wenqi Ren,,"School of Computer Science and Engineering, Sun Yat-sen University | Information Science Academy，China Electronics Technology Group Corporation | The State KeyLaboratory of Blockchain and Data Security, Zhejiang University | School of Cyber Science and Technology, Shenzhen Campus of Sun Yat-sen University",curated:45cb3642fd138c136139,Decision-Driven Orthogonal Learning with Complementary Feature Mining for Robust Synthetic Image Detection,2026,AAAI Conference on Artificial Intelligence,false,true,5,5,0,,4,10.1609/aaai.v40i8.37553,,W7137819524,https://doi.org/10.1609/aaai.v40i8.37553
285,complete,,complete,No mapping action needed,none,confirmed,Polytechnic University of Hauts-de-France | Khalifa University | Sorbonne University Abu Dhabi,Mamadou Keita; Hessen Bougueffa Eutamene; Abdelmalik Taleb-Ahmed | Wassim Hamidouche | Abdenour Hadid,,"Laboratory of IEMN, University Polytechnique Hauts-de-France, Valenciennes, France | Khalifa University, Abu Dhabi, UAE | Sorbonne Center for Artificial Intelligence, Sorbonne University, Abu Dhabi, UAE",curated:239572598dfae08d563b,DeeCLIP: A Robust and Generalizable Transformer-Based Framework for Detecting AI-Generated Images,2026,International Conference on Advanced Concepts for Intelligent Vision Systems,false,true,5,5,0,,3,10.1007/978-3-032-07343-3_12,2504.19876,W7118010096,https://doi.org/10.1007/978-3-032-07343-3_12
286,complete,,complete,No mapping action needed,none,confirmed,"Indian Institute of Engineering Science and Technology, Shibpur",Priyaranjan Misra; Ruchira Naskar,,"Department of Information Technology, Indian Instituteof Engineering Science and Technology, Shibpur, 711103, India",curated:86507b243a7d58c76b2c,Deep-Synthesized Image Detection via Multi-Domain Feature Fusion and Explainable AI Guided Color Model Selection,2026,Computer Vision and Image Understanding,false,true,2,2,0,,1,10.1016/j.cviu.2026.104881,,W7170425343,https://doi.org/10.1016/j.cviu.2026.104881
287,complete,,complete,No mapping action needed,none,confirmed,Can Tho University of Technology | Can Tho University,Linh Thuy Thi Pham; Dang Duy Huynh | Linh Thuy Thi Pham; Cu Vinh Loc; Hai Thanh Nguyen,,"Can Tho University of Technology, Can Tho, Vietnam | Can Tho University, Can Tho, Vietnam",curated:1398fe67015092fb543d,Deepfake Detection on Low-Resolution Images Using Optimized Ensemble Learning,2026,Neural Computing and Applications,false,true,4,4,0,,2,10.1007/s00521-026-12359-7,,W7172437004,https://doi.org/10.1007/s00521-026-12359-7
288,complete,,complete,No mapping action needed,none,confirmed,Michigan State University | University of North Carolina at Chapel Hill,Xiao Guo; Xiaoming Liu | Yue Zhang; Mohit Bansal; Xiaoming Liu,,Michigan State University | University of North Carolina at Chapel Hill,curated:d973c571c1fafe6fb25f,Deepfake-Agent: Aggregating Semantic Forgery Clues for Generalizable Detection,2026,IEEE/CVF Conference on Computer Vision and Pattern Recognition,false,true,4,4,0,,2,,,,https://openaccess.thecvf.com/content/CVPR2026F/papers/Guo_Deepfake-Agent_Aggregating_Semantic_Forgery_Clues_for_Generalizable_Detection_CVPRF_2026_paper.pdf
289,complete,,complete,No mapping action needed,none,confirmed,Carnegie Mellon University | Meta,Chenyang Yang | Shen Yan; Yibo Yang; Litao Hu; Yuchen Liu; Yuan Zeng; Hanchao Yu; Yinan Zhu; Sumedha Singla; Brian Vanover; Huijun Qian; Zihao Wang; Fujun Liu; Aashu Singh; Jianyu Wang; Xuewen Zhang,,Carnegie Mellon University | Meta,curated:d4a9b3a3cef9bfbd0e32,Detecting AI-Generated Content on Social Media with Multi-Modal Language Models,2026,Annual Meeting of the Association for Computational Linguistics,false,true,16,16,0,,2,10.18653/v1/2026.acl-industry.15,2606.11200,W7166864343,https://doi.org/10.18653/v1/2026.acl-industry.15
290,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4415936841,Detecting AI-Generated Images via Diffusion Snap-Back Reconstruction: A Forensic Approach,2026,"IEEE 2nd International Conference on Quantum Photonics, Artificial Intelligence & Networking",false,false,2,2,0,,1,10.1109/qpain69676.2026.11545865,2511.00352,W4415936841,https://doi.org/10.1109/qpain69676.2026.11545865
291,complete,,complete,No mapping action needed,none,confirmed,Nanjing University of Information Science and Technology | University of Macau,Jiazhen Yan; Ziqiang Li; Boyu Wang; Ziwen He; Zhangjie Fu | Fan Wang,,"School of Computer Science, Nanjing University of Information Science and Technology | University of Macau",curated:7ed4e932c4dac57d0136,DGS-Net: Distillation-Guided Gradient Surgery for CLIP Fine-Tuning in AI-Generated Image Detection,2026,International Conference on Machine Learning,false,true,6,6,0,,2,10.48550/arxiv.2511.13108,2511.13108,W4416361369,https://openalex.org/W4416361369
292,complete,,complete,No mapping action needed,none,pending,Shanghai University of Engineering Science,Kaiwen Qian; Yutao Xu; Yifan Xu; Yuchun Fang,,"School of Computer Engineering and Science, Shanghai University, Shanghai, China",curated:d0eec7c4fce8929c295a,Diffusion-Driven Forgery Detection: Distilling Latent Features for Generalized Image Forensics,2026,IEEE Signal Processing Letters,false,true,4,4,0,,0,10.1109/lsp.2026.3687792,,W7155779262,https://doi.org/10.1109/lsp.2026.3687792
