title,year,authors,doi,arxiv_id,openalex_url,paper_url,expected_task,source_doc,section,notes
ForgeLens: Data-Efficient Forgery Focus for Generalizable Forgery Image Detection,2025,"Yingjian Chen, Lei Zhang, Yakun Niu 河南大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV, 2025"
Adaptive Test-Time Semantic Debiasing for AI-Generated Image Detection,2025,"Yu Cai, Jiahe Tian, Xiaomeng Fu, Jiao Dai, Jizhong Han, Siwei Lyu. State University of New York at Buffalo & 中科院",,,,https://openaccess.thecvf.com/content/ICCV2025W/APAI/papers/Cai_Adaptive_Test-Time_Semantic_Debiasing_for_AI-Generated_Image_Detection_ICCVW_2025_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV-W, 2025"
CatAID: Category-Guided AI-Generated Image Detection via Vision-Language Model Adaptation,2025,"Yu Cai, Shan Jia, Jiahe Tian, Jiao Dai, Jizhong Han, Siwei Lyu. State University of New York at Buffalo & 中科院",,,,https://openaccess.thecvf.com/content/ICCV2025W/APAI/papers/Cai_CatAID_Category-Guided_AI-Generated_Image_Detection_via_Vision-Language_Model_Adaptation_ICCVW_2025_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV-W, 2025"
SAGNet: Decoupling Semantic-Agnostic Artifacts From Limited Training Data for Robust Generalization in Deepfake Detection,2025,Renshuai Tao; Chuangchuang Tan; Huan Liu; Jiakai Wang; Haotong Qin; Yakun Chang; Wei Wang; Rongrong Ni; Yao Zhao 北交,,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11045799,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=TIFS, 2025"
Are High-Quality AI-Generated Images More Difficult for Models to Detect?,2025,"Yao Xiao, Binbin Yang, Weiyan Chen, Jiahao Chen, Zijie Cao, Ziyi Dong, Xiangyang Ji, Liang Lin, Wei Ke, Pengxu Wei 中山大学",,,,https://openreview.net/pdf?id=sKYdVKE1tS,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICML, 2025"
Few-Shot Learner Generalizes Across AI-Generated Image Detection,2025,"Shiyu Wu, Jing Liu, Jing Li, Yequan Wang",,,,https://openreview.net/pdf?id=uvU29AfoNT,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICML, 2025"
PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,2025,"Xinghe Fu, Zhiyuan Yan, Zheng Yang, Taiping Yao, Yandan Zhao, Shouhong Ding, Xi Li",,,,https://openreview.net/pdf?id=gye2zYytx6,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICML, 2025"
Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,2025,"Zhiyuan Yan, Jiangming Wang, Peng Jin, Ke-Yue Zhang, Chengchun Liu, Shen Chen, Taiping Yao, Shouhong Ding, Baoyuan Wu, Li Yuan 北大&腾讯优图&港中文",,,,https://openreview.net/pdf?id=GFpjO8S8Po,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICML, 2025"
Stay-Positive: A Case for Ignoring Real Image Features in Fake Image Detection,2025,"Anirudh Sundara Rajan, Yong Jae Lee University of Wisconsin-Madison",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICML, 2025"
ExDA: Towards Universal Detection and Plug-and-Play Attribution of AI-Generated Ex-Regulatory Images,2025,"Wenpeng Mu, Zheng Li, Qiang Xu, Xinghao Jiang, Tanfeng Sun 上海交通大学",,,,,detection_and_source_attribution,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ACM MM, 2025"
Self-supervised Bidirectional Synchronization Estimation for Multimodal Deepfake Detection with Short-term Dependency,2025,"Man Xiao, Jianbin Ye, Bo Liu, Zijian Gao, Kele Xu, Xiaodong Wang 国防科大",10.1145/3731715.3733429,,,https://dl.acm.org/doi/pdf/10.1145/3731715.3733429,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICMR, 2025"
LAID: Lightweight AI-Generated Image Detection in Spatial and Spectral Domains,2025,"Nicholas Chivaran, Jianbing Ni",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=PST, 2025"
Spatial-Temporal Reconstruction Error for AIGC-based Forgery Image Detection,2025,"Chengji Shen, Zhenjiang Liu, Kaixuan Chen, Jie Lei, Mingli Song, Zunlei Feng",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10890455,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICASSP, 2025"
FairAdapter: Detecting AI-generated Images with Improved Fairness,2025,"Feng Ding, Jun Zhang, Xinan He, Jianfeng Xu 南昌大学",,,,https://ieeexplore.ieee.org/document/10890705,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICASSP, 2025"
Reducing the Content Bias for AI-generated Image Detection,2025,"Seoyeon Gye, Junwon Ko, Hyounguk Shon, Minchan Kwon, Junmo Kim KAIST",,,,https://openaccess.thecvf.com/content/WACV2025/papers/Gye_Reducing_the_Content_Bias_for_AI-Generated_Image_Detection_WACV_2025_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Detection | Dataset,"source_suffix=WACV, 2025; auxiliary; dataset"
Multi-Perspective Frequency Domain Learning for Generalizable AI-Generated Image Detection,2025,"Zili Xua, Jianjie Luoa, Fuqiang Yub and Zhenguo Yang 广东工业大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ECAI, 2025"
GCS-Net: A universal AI-generated visual content detection method based on CLIP,2025,"Haitao Xu, Zhihong Chen, Haiwei Zhang, Lifang Xue, Hao Zhang 天津工业大学",,,,https://pdf.sciencedirectassets.com/271505/1-s2.0-S0950705125X00137/1-s2.0-S0950705125008524/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEAoaCXVzLWVhc3QtMSJIMEYCIQCKT7cQg0L2zugkhwTIkxzoHxMvlYJFnPTwSnvKhk1UWgIhAIN6FY9LN5huc0JkpkD8FG6hh3KxIVNe9Js23bFVtj1%2BKrsFCNP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQBRoMMDU5MDAzNTQ2ODY1IgwDYgGPiIKEWahH7tUqjwXq%2F9eqQmyRZ3ZCr0arNjnGtXBtGGlG8J5i9FchmN%2Fhi1zCT2KyWzH8S16XHGzRxM5n5x4zn8gV29RHu8Rr4F8J%2FkmC4bXgVlCgURBLK%2BZOIrEkHrj1SDNpX7%2BOaPaZEuXnvPnefS2a4deaPlkzvrnA0jhEwmcql6NeySyg2pthBSYpksRWOWomIQKg7ad9JSEGA7zig%2B%2BoSJOoqoxvCPjnWwwGlQh%2FasBGo8gMfuAV6MGSRFnaWhQglrY3DcQc7JQtM4aswsoGC42fprrlOlj%2F2RkPtCM8W3p9ujt4SioQMtZH014uDyBW2fuPNqfI8vwjgyRhCUmDRN6jLAAdVuzlmJN3yd3umgALJAJ4lcsJsEJcS%2F%2FxSattYdOK7j%2FYXw5N9MhzpxzCfEI%2FCH2DkcFCAx3uZ4cSf2kZ%2BBc0KhiWA2WlvP3JeLXtzkttKYvLEjRLDKkZVK16rcgEwbt7h%2F%2BtShDXuIywB4GoHWQH1IUQGL7UJZugSxvphbJ4oXmtUdD%2FOPAXOnAvg3%2BRjT%2FmP1JtSa1vFgqM8kYL%2FJcYIHtBbpgN%2Fnyxjqg5Yn%2Bys%2FNFi6KCRSAEBPH%2Frw1x3P0RMgMEDtJyjfkMU1Tnf4Y5hh%2B7B95oYWfkdHqvG4ijTS9%2FLc6pjCpuBsY8U%2F1eFIIsfkM%2BmlrdHDj1fnTSnC%2BI7bWCRpA264EJV6Jf7yZpJybshiF1EXEMV5%2FpyVkh0GbAFV87K3jkwgBk50Il5Q7miO1VM8k2Ch%2FxJKY%2FxaBnF%2Fr2ACHU6MZB5qo4sgWeoPSgZQAA0C4nQpbXpTMC9gkL69%2BZawuuUvnDc0baXb4C%2FXfy9n2UMYSenjGicazUU4iytJ6oJ3eD82wA4OMbooIK89BWMNH55MkGOrAB6zRhB8%2FvpwB1TMnJruZqsWnnjKrFEew%2FZZn913lBagEFA5JVRyBxUoHbhLhYs88RgAtXbqAAaGJ%2B7JzLyZjUl61qBiHy6QSSHspL5SaDensFPRq5qu2tN9FVYhLsT1fmMQL3uRKugb1LPCIh1PVzbFxcFkrsnqFpusiqPJRdjsgRj13Io0Fpwe8J%2BqX3A6Wb%2FbLfjPIKJOcYE%2BhfBmtTH21ClknhZteFL3KWeUBYbK8%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20251210T100535Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYR33KXBS7%2F20251210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=bb469f5a83e9ef5295511b1828c091ed31c5b1a4d19372e9c3f6845cdb9f6b1a&hash=7cbae49bdf9439fd9104dc5a2bb999136ecbe20a3725f897371b4c772ae1de76&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0950705125008524&tid=spdf-8795d3d5-441d-4225-a2d2-a5db8e8a7127&sid=99ccc6498d77e94955498e57b12aa6421d49gxrqa&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&rh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=050b5707070500070d54&rr=9abbecb5df448e07&cc=cn,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=KBS, 2025"
Combating Dataset Misalignment for Robust AI-Generated Image Detection in the Real World,2025,"Hyeongjun Choi, Inho Jung, Simon S. Woo",10.1145/3709022.3736541,,,https://dl.acm.org/doi/10.1145/3709022.3736541,detection,Z_Update_SID-2018-2025.docx,Detection,"auxiliary; dataset; source_suffix=WDC, 2025"
Art or Artifact? Segmenting AI-Generated Images for Deeper Detection,2025,"Yuqian Zheng, Hyeongjin Ahn, Eunil Park",10.1145/3709022.3736544,,,https://dl.acm.org/doi/10.1145/3709022.3736544,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=WDC, 2025"
REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content,2025,"Mamadou Keita, Wassim Hamidouche, Hessen B. Eutamene, Abdelmailk Taleb-Ahmed, Abdenour Hadid",10.1145/3746265.3759667,,,https://dl.acm.org/doi/pdf/10.1145/3746265.3759667,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=DFF, 2025"
Bi-LORA: A Vision-Language Approach for Synthetic Image Detection,2025,"Mamadou Keita, Wassim Hamidouche, Hessen Bougueffa Eutamene, Abdelmalik Taleb-Ahmed, David Camacho, Abdenour Hadid. Expert Systems, 2025.",10.1111/exsy.13829,,,https://onlinelibrary.wiley.com/doi/epdf/10.1111/exsy.13829,detection,Z_Update_SID-2018-2025.docx,Detection,
High‑resolution network‑based multi‑feature fusion for generalized forgery detection,2025,"Rui Liu, Sicong Zhang, Yang Xu, Weida Xu, Xinlong He",10.1007/s00530-024-01626-z,,,https://link.springer.com/article/10.1007/s00530-024-01626-z,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=Multimedia Systems, 2025"
Optimized frequency collaborative strategy drives AI image detection,2025,"Jun Li, Wentao Jiang, Liyan Shen, Yawei Ren",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10848481,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=IEEE Internet of Things Journal, 2025"
FLODA: Harnessing Vision-Language Models for Deepfake Assessment,2025,"Seunghyeon Park, Youngho Bae, Gunhui Han, Alexander W Olson",,,,https://www.researchgate.net/profile/Youngho-Bae-2/publication/389026485_FLODA_Harnessing_Vision-Language_Models_for_Deepfake_Assessment/links/67b0afec8311ce680c641e38/FLODA-Harnessing-Vision-Language-Models-for-Deepfake-Assessment.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCE, 2025"
Simple Detection of AI-Generated Images based on Noise Correlation,2025,"Antoine Mallet, Arthur Méreur, Minoru Kuribayashi, Rémi Cogranne, Patrick Bas",,,,https://hal.science/hal-05041276v1/file/conference_101719.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=AMLDS, 2025"
A Deepfake Image Detection Method Based on a Multi-Graph Attention Network,2025,"Guorong Chen, Chongling Du, Yuan Yu, Hong Hu, Hongjun Duan and Huazheng Zhu",,,,https://www.mdpi.com/2079-9292/14/3/482,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=Electronics, 2025"
HFMF: Hierarchical Fusion Meets Multi-Stream Models for Deepfake Detection,2025,"Anant Mehta, Bryant McArthur, Nagarjuna Kolloju, Zhengzhong Tu",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250110"
TextureCrop: Enhancing Synthetic Image Detection through Texture-based Cropping,2025,"Despina Konstantinidou, Christos Koutlis，Symeon Papadopoulos",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250116"
LDR-Net: A Novel Framework for AI-generated Image Detection via Localized Discrepancy Representation,2025,"JiaXin Chen, Miao Hu, DengYong Zhang, Yun Song, Xin Liao. 湖南大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250123"
Generalizable Deepfake Detection via Effective Local-Global Feature Extraction,2025,"Jiazhen Yan, Ziqiang Li, Ziwen He and Zhangjie Fu 南信大",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250125"
PDA: Generalizable Detection of AI-Generated Images via Post-hoc Distribution Alignment,2025,Li Wang Wenyu Chen Zheng Li Shanqing Guo,,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250215"
HRR: Hierarchical Retrospection Refinement for Generated Image Detection,2025,"Peipei Yuan, Zijing Xie, Shuo Ye, Hong Chen, Yulong Wang 江汉大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250225"
Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,2025,"Shengpeng Xiao, Yuanfang Guo, Heqi Peng, Zeming Liu, Liang Yang, Yunhong Wang 北航&河北工大",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20250311
"Provenance Detection for AI-Generated Images: Combining Perceptual Hashing, Homomorphic Encryption, and AI Detection Models",2025,"Shree Singhi, Aayan Yadav, Aayush Gupta, Shariar Ebrahimi, Parisa Hassanizadeh",,,,,detection_and_source_attribution,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250314"
FakeScope: Large Multimodal Expert Model for Transparent AI-Generated Image Forensics,2025,"Yixuan Li, Yu Tian, Yipo Huang, Wei Lu, Shiqi Wang, Weisi Lin, and Anderson Rocha 港城&中山大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20250331
Robust AI-Synthesized Image Detection via Multi-feature Frequency-aware Learning,2025,"Hongfei Cai, Chi Liu, Sheng Shen, Youyang Qu, Peng Gui 澳门城市大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250402"
Can GPT tell us why these images are synthesized? Empowering Multimodal Large Language Models for Forensics,2025,"Yiran He, Yun Cao, Bowen Yang, Zeyu Zhang",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20250416
MLEP: Multi-granularity Local Entropy Patterns for Universal AI-generated Image Detection,2025,"Lin Yuan, Xiaowan Li, Yan Zhang, Jiawei Zhang, Hongbo Li, Xinbo Gao",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250418"
Towards Explainable Fake Image Detection with Multi-Modal Large Language Models,2025,"Yikun Ji, Yan Hong, Jiahui Zhan, Haoxing Chen, jun lan, Huijia Zhu, Weiqiang Wang, Liqing Zhang, Jianfu Zhang 上交",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20250419
DeeCLIP: A Robust and Generalizable Transformer-Based Framework for Detecting AI-Generated Images,2025,"Mamadou Keita, Wassim Hamidouche, Hessen Bougueffa Eutamene, Abdelmalik Taleb-Ahmed, Abdenour Hadid",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250428"
Composite Data Augmentations for Synthetic Image Detection against Real-World Perturbations,2025,"Efthymia Amarantidou, Christos Koutlis, Symeon Papadopoulos, Panagiotis C. Petrantonakis",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250613"
Task-aligned prompting improves zero-shot detection of AI-generated images by Vision-Language Models,2025,"Zoher Kachwala, Danishjeet Singh, Danielle Yang, Filippo Menczer.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250616"
Pay Less Attention to Deceptive Artifacts: Robust Detection of Compressed Deepfakes on Online Social Networks,2025,"Manyi Li, Renshuai Tao, Yufan Liu, Chuangchuang Tan, Haotong Qin, Bing Li, Yunchao Wei, Yao Zhao. 北交",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250625"
LATTE: Latent Trajectory Embedding for Diffusion-Generated Image Detection,2025,"Ana Vasilcoiu, Ivona Najdenkoska, Zeno Geradts, Marcel Worring. University of Amsterdam",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250703"
Explainable Synthetic Image Detection through Diffusion Timestep Ensembling,2025,"Yixin Wu, Feiran Zhang, Tianyuan Shi, Ruicheng Yin, Zhenghua Wang, Zhenliang Gan, Xiaohua Wang, Changze Lv, Xiaoqing Zheng, Xuanjing Huang",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250728"
Redefining Generalization in Visual Domains: A Two-Axis Framework for Fake Image Detection with FusionDetect,2025,"Amirtaha Amanzadi, Zahra Dehghanian, Hamid Beigy, Hamid R. Rabiee. Sharif University of Technology Iran",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251007"
From Evidence to Verdict: An Agent-Based Forensic Framework for AI-Generated Image Detection,2025,"Mengfei Liang, Yiting Qu, Yukun Jiang, Michael Backes, Yang Zhang. CISPA",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251031"
Generalized Design Choices for Deepfake Detectors,2025,"Lorenzo Pellegrini, Serafino Pandolfini, Davide Maltoni, Matteo Ferrara, Marco Prati, Marco Ramilli. University of Bologna, Italy",,2511.21507,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251126"
Code-in-the-Loop Forensics: Agentic Tool Use for Image Forgery Detection,2025,"Fanrui Zhang, Qiang Zhang, Sizhuo Zhou, Jianwen Sun, Chuanhao Li, Jiaxin Ai, Yukang Feng, Yujie Zhang, Wenjie Li, Zizhen Li, Yifan Chang, Jiawei Liu, Kaipeng Zhang 中科大",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251218"
Beyond Semantic Features: Pixel-level Mapping for Generalized AI-Generated Image Detection,2025,"Chenming Zhou, Jiaan Wang, Yu Li, Lei Li, Juan Cao, Sheng Tang 中科院计算所",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251219"
AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,2025,"Yichen Jiang, Mohammed Talha Alam, Sohail Ahmed Khan, Duc-Tien Dang-Nguyen, Fakhri Karray University of Waterloo, Canada & MBZUAI, UAE & University of Bergen, Norway",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251219"
LADLE-MM: Limited Annotation based Detector with Learned Ensembles for Multimodal Misinformation,2025,"Daniele Cardullo, Simone Teglia, Irene Amerini. Sapienza University of Rome",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251223"
Fixed-Threshold Evaluation of a Hybrid CNN–ViT for AI-Generated Image Detection Across Photos and Art,2025,"Md Ashik Khan, Arafat Alam Jion. Indian Institute of Technology Kharagpur",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251225"
A closer look at fourier spectrum discrepancies for cnn-generated images detection,2021,"Keshigeyan Chandrasegaran, Ngoc-Trung Tra, Ngai-Man Cheung. SUTD",,,,https://openaccess.thecvf.com/content/CVPR2021/papers/Chandrasegaran_A_Closer_Look_at_Fourier_Spectrum_Discrepancies_for_CNN-Generated_Images_CVPR_2021_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Anti-forensics,"auxiliary; anti-forensics; source_suffix=CVPR, 2021"
Think Twice Before Detecting GAN-generated Fake Images from their Spectral Domain Imprints,2022,"Chengdong Dong, Ajay Kumar, Eryun Liu",,,,https://openaccess.thecvf.com/content/CVPR2022/papers/Dong_Think_Twice_Before_Detecting_GAN-Generated_Fake_Images_From_Their_Spectral_CVPR_2022_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Anti-forensics,auxiliary; anti-forensics; source_suffix=CVPR 2022
Stealthdiffusion: Towards evading diffusion forensic detection through diffusion model,2025,"Z. Zhou, K. Sun, Z. Chen, H. Kuang, X. Sun, and R. Ji. ACM Multimedia, 2024. Xiamen U.",10.1145/3664647.3681535,,,https://dl.acm.org/doi/abs/10.1145/3664647.3681535,detection,Z_Update_SID-2018-2025.docx,Anti-forensics,auxiliary; anti-forensics
An Adversarial Approach for Anti-Detection of AI Generated Images through Sample Generation,2025,"Meng-Luen Wu, Cheng-Bing Cheng",,,,https://www.taai.org.tw/files/domestic/30/An%20Adversarial%20Approach%20for%20Anti-Detection%20of%20AI-Generated%20Images%20through%20Sample%20Generation.pdf,detection,Z_Update_SID-2018-2025.docx,Anti-forensics,"auxiliary; anti-forensics; source_suffix=IEEE, 2025"
Sanitizing Diffusion-Generated Images via Fingerprint Removal and Adversarial Perturbation for Forensic Evasion,2025,"Meng-Luen Wu, Cheng-Bing Cheng",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11122535,detection,Z_Update_SID-2018-2025.docx,Anti-forensics,"auxiliary; anti-forensics; source_suffix=IEEE Access, 2025"
Take Fake as Real: Realistic-like Robust Black-box Adversarial Attack to Evade AIGC Detection,2024,"Caiyun Xie, Dengpan Ye, Yunming Zhang, Long Tang, Yunna Lv, Jiacheng Deng, Jiawei Song",,,,,detection,Z_Update_SID-2018-2025.docx,Anti-forensics,"auxiliary; anti-forensics; source_suffix=arXiv, 20241226"
Fooling the Watchers: Breaking AIGC Detectors via Semantic Prompt Attacks,2025,"Run Hao, Peng Ying 丹麦Aarhus University&中国矿业大学",,,,,detection,Z_Update_SID-2018-2025.docx,Anti-forensics,"auxiliary; anti-forensics; source_suffix=arXiv, 20250529"
Are GAN generated images easy to detect? A critical analysis of the state-of-the-art,2025,"D. Gragnaniello, D. Cozzolino, F. Marra, G. Poggi and L. Verdoliva. ICME, 2021.",,,,https://ieeexplore.ieee.org/abstract/document/9428429,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark
Online Detection of AI-Generated Images,2025,"David C. Epstein, Ishan Jain, Oliver Wang, Richard Zhang. ICCV Workshop, 2023.",,,,https://openaccess.thecvf.com/content/ICCV2023W/DFAD/papers/Epstein_Online_Detection_of_AI-Generated_Images__ICCVW_2023_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark
Intriguing properties of synthetic images: from generative adversarial networks to diffusion models,2025,"Riccardo Corvi, Davide Cozzolino, Giovanni Poggi, Koki Nagano, Luisa Verdoliva. CVPR Workshop, 2023.",,,,https://openaccess.thecvf.com/content/CVPR2023W/WMF/papers/Corvi_Intriguing_Properties_of_Synthetic_Images_From_Generative_Adversarial_Networks_to_CVPRW_2023_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark
On The Detection of Synthetic Images Generated by Diffusion Models,2025,"Riccardo Corvi, Davide Cozzolino, Giada Zingarini, Giovanni Poggi, Koki Nagano, Luisa Verdoliva. ICASSP, 2023.",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10095167,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark
Organic or Diffused: Can We Distinguish Human Art from AI-generated Images?,2025,"Anna Yoo Jeong Ha, Josephine Passananti, Ronik Bhaskar, Shawn Shan, Reid Southen, Haitao Zheng, Ben Y. Zhao. CCS, 2024. 芝加哥大学（郑海涛）",,,,,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark
AI-generated Image Detection: Passive or Watermark?,2024,"Moyang Guo, Yuepeng Hu, Zhengyuan Jiang, Zeyu Li, Amir Sadovnik, Arka Daw, Neil Gong",,,,,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=arXiv, 20241120"
SIDBench: A Python Framework for Reliably Assessing Synthetic Image Detection Methods,2024,"Manos Schinas, Symeon Papadopoulos. CERTH",,,,,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=MAD Workshops, 2024"
Towards the Detection of Diffusion Model Deepfakes cite: 100+ Ruhr University Bochum,2025,"Jonas Ricker, Simon Damm, Thorsten Holz, Asja Fischer. VISIGRAPP, 2024.",,,,,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark
Rich and Poor Texture Contrast: A Simple yet Effective Approach for AI-generated Image Detection,2025,"Nan Zhong, Yiran Xu, Zhenxing Qian, Xinpeng Zhang. arXiv, 20240307.",,,,,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark
Bridging the Gap Between Ideal and Real-world Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,2025,"Chunxiao Li, Xiaoxiao Wang, Meiling Li, Boming Miao, Peng Sun, Yunjian Zhang, Xiangyang Ji, Yao Zhu 北京师范大学",,,,,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=ICCV, 2025"
No Detector to Rule Them All,2025,"Alan Perotti, Marco Nurisso, Mirko Zaffaroni",10.1145/3746265.3759659,,,https://dl.acm.org/doi/pdf/10.1145/3746265.3759659,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=ACM MM, 2025"
DFBench: Benchmarking Deepfake Image Detection Capability of Large Multimodal Models,2025,"Jiarui Wang, Huiyu Duan, Juntong Wang, Ziheng Jia, Woo Yi Yang, Xiaorong Zhu, Yu Zhao, Jiaying Qian , Yuke Xing, Guangtao Zhai1, Xiongkuo Min 上交",10.1145/3746027.3758204,,,https://dl.acm.org/doi/pdf/10.1145/3746027.3758204,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=ACM MM, 2025"
ForensicHub: A Unified Benchmark & Codebase for All-Domain Fake Image Detection and Localization,2025,"Bo Du, Xuekang Zhu, Xiaochen Ma, Chenfan Qu, Kaiwen Feng, Zhe Yang, Chi-Man Pun, Jian Liu, Ji-Zhe Zhou 四川大学&蚂蚁&HKUST&南方工业大学&澳门大学",,,,,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark; source_suffix=NeurIPS. 2025
UniAIDet: A Unified and Universal Benchmark for AI-Generated Image Content Detection and Localization,2025,Huixuan Zhang & Xiaojun Wan 北京大学,,,,,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark; source_suffix=arXiv 20251027
