title,year,doi,openalex_url,venue,authors,arxiv_id,arxiv_url,arxiv_year,match_status,title_similarity,author_overlap,match_reason,source,manual_review
A Multi-Modal Distributed Real-Time IoT System for Urban Traffic Control (Invited Paper),2024,10.4230/oasics.ng-res.2024.2,https://openalex.org/W4293584584,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),"Khanam, Zeba; Achari, Vejey Pradeep Suresh; Boukhennoufa, Issam; Jindal, Anish; Singh, Amit Kumar",,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Application of annihilation coincidence detection to transaxial reconstruction tomography.,1975,,https://openalex.org/W2099569385,PubMed,Michael E. Phelps; Edward J. Hoffman; Nizar A. Mullani; Michel M. Ter‐Pogossian,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Look Closer to See Better: Recurrent Attention Convolutional Neural Network for Fine-Grained Image Recognition,2017,10.1109/cvpr.2017.476,https://openalex.org/W2737725206,2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Jianlong Fu; Heliang Zheng; Tao Mei,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
A Comparison of Virtual and Conventional Colonoscopy for the Detection of Colorectal Polyps,1999,10.1056/nejm199911113412003,https://openalex.org/W1976975876,New England Journal of Medicine,Helen M. Fenlon; David Nunes; Paul C. Schroy; Matthew A. Barish; Peter Clarke; Joseph T. Ferrucci,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Polarization effects in AlGaN/GaN and GaN/AlGaN/GaN heterostructures,2003,10.1063/1.1577222,https://openalex.org/W2157738319,Journal of Applied Physics,S. Heikman; S. Keller; Yuan Wu; James S. Speck; Steven P. DenBaars; Umesh K. Mishra,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Anomaly-GAN: A data augmentation method for train surface anomaly detection,2023,10.1016/j.eswa.2023.120284,https://openalex.org/W4375861378,Expert Systems with Applications,Ruikang Liu; Weiming Liu; Zhongxing Zheng; Zhongxing Zheng; Liang Mao; Qisheng Qiu; Guangzheng Ling; Guangzheng Ling,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
GAN-based synthetic brain PET image generation,2020,10.1186/s40708-020-00104-2,https://openalex.org/W3013851350,Brain Informatics,Jyoti Islam; Yanqing Zhang,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
CNN Detection of GAN-Generated Face Images based on Cross-Band Co-occurrences Analysis,2020,10.1109/wifs49906.2020.9360905,https://openalex.org/W3044151627,2020 IEEE International Workshop on Information Forensics and Security (WIFS),Mauro Barni; Kassem Kallas; Ehsan Nowroozi; Benedetta Tondi,2007.12909,https://arxiv.org/abs/2007.12909,2020,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
X-Transfer: A Transfer Learning-Based Framework for GAN-Generated Fake Image Detection,2023,10.48550/arxiv.2310.04639,https://openalex.org/W4387559259,arXiv (Cornell University),"Lei Zhang; Hao Chen; Shu Hu; Bin Zhu; Lin, Ching Sheng; Xi Wu; Jinrong Hu; Xin Wang",2310.04639,https://arxiv.org/abs/2310.04639,2023,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Machine Learning and Deep Learning Methods for Intrusion Detection Systems: A Survey,2019,10.3390/app9204396,https://openalex.org/W2980576170,Applied Sciences,Hongyu Liu; Bo Lang,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
A GAN-Based Anomaly Detection Approach for Imbalanced Industrial Time Series,2019,10.1109/access.2019.2944689,https://openalex.org/W2978834409,IEEE Access,Wenqian Jiang; Yang Hong; Beitong Zhou; Xin He; Cheng Cheng,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
CA-GAN: Class-Condition Attention GAN for Underwater Image Enhancement,2020,10.1109/access.2020.3003351,https://openalex.org/W3036103626,IEEE Access,Jing Wang; Ping Li; Jianhua Deng; Yongzhao Du; Jiafu Zhuang; Peidong Liang; Peizhong Liu,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Multi-Channel Attention Selection GAN With Cascaded Semantic Guidance for Cross-View Image Translation,2019,10.1109/cvpr.2019.00252,https://openalex.org/W2953096069,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),Hao Tang; Dan Xu; Nicu Sebe; Yanzhi Wang; Jason J. Corso; Yan Yan,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Detecting GAN-generated Imagery using Color Cues,2018,10.48550/arxiv.1812.08247,https://openalex.org/W2904996883,arXiv (Cornell University),Scott McCloskey; Michael Albright,1812.08247,https://arxiv.org/abs/1812.08247,2018,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
The MVTec Anomaly Detection Dataset: A Comprehensive Real-World Dataset for Unsupervised Anomaly Detection,2021,10.1007/s11263-020-01400-4,https://openalex.org/W3118600296,International Journal of Computer Vision,Paul Bergmann; Kilian Batzner; Michael Fauser; David Sattlegger; Carsten Steger,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Intelligent fault diagnosis of rotating machinery via wavelet transform, generative adversarial nets and convolutional neural network",2020,10.1016/j.measurement.2020.107768,https://openalex.org/W3014644090,Measurement,Pengfei Liang; Chao Deng; Jun Wu; Zhixin Yang,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Think Twice Before Detecting GAN-generated Fake Images from their Spectral Domain Imprints,2022,10.1109/cvpr52688.2022.00771,https://openalex.org/W4313042219,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),Chengdong Dong; Ajay Kumar; Eryun Liu,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
GAN Generated Fake Human Face Image Detection,2024,10.1109/iitcee59897.2024.10467257,https://openalex.org/W4392981221,"2024 International Conference on Intelligent and Innovative Technologies in Computing, Electrical and Electronics (IITCEE)",Swati Shilaskar; Mayur Talewar; Soham Tak; Sidhesh Goud,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Deep Learning-Based Leaf Disease Detection in Crops Using Images for Agricultural Applications,2022,10.3390/agronomy12102395,https://openalex.org/W4303579256,Agronomy,J. Andrew; Jennifer Eunice; Daniela Elena Popescu; M. Kalpana Chowdary; D. Jude Hemanth,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Bringing a GAN to a Knife-Fight: Adapting Malware Communication to Avoid Detection,2018,10.1109/spw.2018.00019,https://openalex.org/W2886533716,2018 IEEE Security and Privacy Workshops (SPW),María Rigaki; Sebastián García,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Federated Learning for COVID-19 Detection with Generative Adversarial Networks in Edge Cloud Computing,2021,10.1109/jiot.2021.3120998,https://openalex.org/W3211185929,arXiv (Cornell University),Dinh C. Nguyen; Ming Ding; Pubudu N. Pathirana; Aruna Seneviratne; Albert Y. Zomaya,2110.07136,https://arxiv.org/abs/2110.07136,2021,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Realistic Sonar Image Simulation Using Deep Learning for Underwater Object Detection,2020,10.1007/s12555-019-0691-3,https://openalex.org/W3004946915,International Journal of Control Automation and Systems,Minsung Sung; Jason Kim; Meungsuk Lee; Byeongjin Kim; Taesik Kim; Juhwan Kim; Son‐Cheol Yu,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
UVCGAN: UNet Vision Transformer cycle-consistent GAN for unpaired image-to-image translation,2023,10.1109/wacv56688.2023.00077,https://openalex.org/W4319299887,2023 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),D. Torbunov; Yi Huang; H. Yu; Jin Huang; Shinjae Yoo; Meifeng Lin; Brett Viren; Yihui Ren,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Mass Image Synthesis in Mammogram with Contextual Information Based on GANs,2021,10.1016/j.cmpb.2021.106019,https://openalex.org/W3131526619,Computer Methods and Programs in Biomedicine,Tianyu Shen; Kunkun Hao; Chao Gou; Fei‐Yue Wang,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Vision Transformers for Remote Sensing Image Classification,2021,10.3390/rs13030516,https://openalex.org/W3128592650,Remote Sensing,Yakoub Bazi; Laila Bashmal; Mohamad Mahmoud Al Rahhal; Reham Al-Dayil; Naif Al Ajlan,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Heart disease detection using deep learning methods from imbalanced ECG samples,2021,10.1016/j.bspc.2021.102820,https://openalex.org/W3166630818,Biomedical Signal Processing and Control,Adyasha Rath; Debahuti Mishra; Ganapati Panda; Suresh Chandra Satapathy,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
An Automatic Defect Detection System for Petrochemical Pipeline Based on Cycle-GAN and YOLO v5,2022,10.3390/s22207907,https://openalex.org/W4306762137,Sensors,Kun Chen; Hongtao Li; Chunshu Li; Xinyue Zhao; Shujie Wu; Yuxiao Duan; Jinshen Wang,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Generative Adversarial Networks for Change Detection in Multispectral Imagery,2017,10.1109/lgrs.2017.2762694,https://openalex.org/W2766049824,IEEE Geoscience and Remote Sensing Letters,Maoguo Gong; Xudong Niu; Puzhao Zhang; Zhetao Li,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Wasserstein GAN-Based Digital Twin-Inspired Model for Early Drift Fault Detection in Wireless Sensor Networks,2023,10.1109/jsen.2023.3272908,https://openalex.org/W4376456833,IEEE Sensors Journal,Md. Nazmul Hasan; Sana Ullah Jan; Insoo Koo,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Neuroinflammation, Stroke, Blood-Brain Barrier Dysfunction, and Imaging Modalities",2022,10.1161/strokeaha.122.036946,https://openalex.org/W4224942887,Stroke,Eduardo Candelario‐Jalil; Rick M. Dijkhuizen; Tim Magnus,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
BeatGAN: Anomalous Rhythm Detection using Adversarially Generated Time Series,2019,10.24963/ijcai.2019/616,https://openalex.org/W2965433388,Proceedings of the Twenty-Eighth International Joint Conference on Artificial Intelligence,Bin Zhou; Shenghua Liu; Bryan Hooi; Xueqi Cheng; Jing Ye,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Unsupervised Change Detection in Satellite Images with Generative Adversarial Network,2020,10.1109/tgrs.2020.3043766,https://openalex.org/W3120611686,arXiv (Cornell University),Caijun Ren; Xiangyu Wang; Jian Gao; Huanhuan Chen,2009.03630,https://arxiv.org/abs/2009.03630,2020,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Augmenting data with GANs to segment melanoma skin lesions,2019,10.1007/s11042-019-7717-y,https://openalex.org/W2945008339,Multimedia Tools and Applications,Federico Pollastri; Federico Bolelli; Roberto Paredes; Costantino Grana,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Recent advances on image edge detection: A comprehensive review,2022,10.1016/j.neucom.2022.06.083,https://openalex.org/W4283781662,Neurocomputing,Junfeng Jing; Shenjuan Liu; Gang Wang; Weichuan Zhang; Changming Sun,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Femtosecond diffractive imaging with a soft-X-ray free-electron laser,2006,10.1038/nphys461,https://openalex.org/W2159759190,Nature Physics,Henry N. Chapman; Anton Barty; Michael J. Bogan; Sébastien Boutet; Matthias Frank; Stefan P. Hau‐Riege; Stefano Marchesini; Bruce W. Woods; S. Bajt; W. Henry Benner; Richard A. London; Elke Plönjes; Marion Kuhlmann; R. Treusch; S. Düsterer; T. Tschentscher; J. R. Schneider; Eberhard Spiller; T. Möller; Christoph Bostedt; M. Hoener; David A. Shapiro; Keith O. Hodgson; David van der Spoel; Florian Burmeister; M. Bergh; Carl Caleman; G. Huldt; M. Seibert; Filipe R. N. C. Maia; Richard Lee; A. Szöke; Nicuşor Tı̂mneanu; János Hajdu,physics/0610044,https://arxiv.org/abs/physics/0610044,2006,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
MedSegDiff-V2: Diffusion-Based Medical Image Segmentation with Transformer,2024,10.1609/aaai.v38i6.28418,https://openalex.org/W4393154023,Proceedings of the AAAI Conference on Artificial Intelligence,Junde Wu; Wei Ji; Huazhu Fu; Min Xu; Yueming Jin; Yanwu Xu,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Massively multiplexed nucleic acid detection with Cas13,2020,10.1038/s41586-020-2279-8,https://openalex.org/W3020077371,Nature,Cheri M. Ackerman; Cameron Myhrvold; Sri Gowtham Thakku; Catherine A. Freije; Hayden C. Metsky; David Yang; Simon H. Ye; Chloe K. Boehm; Tinna-Sólveig F. Kosoko-Thoroddsen; Jared Kehe; Tien G. Nguyen; Amber Carter; Anthony Kulesa; John Barnes; Vivien G. Dugan; Deborah T. Hung; Paul C. Blainey; Pardis C. Sabeti,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Salient Region Detection Using Diffusion Process on a Two-Layer Sparse Graph,2017,10.1109/tip.2017.2738839,https://openalex.org/W2744876417,IEEE Transactions on Image Processing,Li Zhou; Zhaohui Yang; Zongtan Zhou; Dewen Hu,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Functional diffusion map: A noninvasive MRI biomarker for early stratification of clinical brain tumor response,2005,10.1073/pnas.0501532102,https://openalex.org/W2070540496,Proceedings of the National Academy of Sciences,Bradford A. Moffat; Thomas L. Chenevert; Theodore S. Lawrence; Charles R. Meyer; Timothy D. Johnson; Qian Dong; Christina Tsien; Suresh K. Mukherji; Douglas J. Quint; Stephen S. Gebarski; Patricia L. Robertson; Larry Junck; Alnawaz Rehemtulla; Brian D. Ross,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Hyperspectral imaging and quantitative analysis for prostate cancer detection,2012,10.1117/1.jbo.17.7.076005,https://openalex.org/W2060200379,Journal of Biomedical Optics,Hamed Akbari; Luma V. Halig; David M. Schuster; Adeboye O. Osunkoya; Viraj A. Master; Peter T. Nieh; Georgia Z. Chen; Baowei Fei,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
An ex vivo imaging pipeline for producing high‐quality and high‐resolution diffusion‐weighted imaging datasets,2010,10.1002/hbm.21043,https://openalex.org/W2070464891,Human Brain Mapping,Tim B. Dyrby; William F.C. Baaré; Daniel C. Alexander; Jacob Jelsing; Ellen Garde; Lise Vejby Søgaard,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Superparamagnetic iron oxide contrast agents: physicochemical characteristics and applications in MR imaging,2001,10.1007/s003300100908,https://openalex.org/W2086171977,European Radiology,Yi-Xiang Wang; Shahid M. Hussain; Gabriël P. Krestin,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
The Underpinnings of the BOLD Functional Magnetic Resonance Imaging Signal,2003,10.1523/jneurosci.23-10-03963.2003,https://openalex.org/W2166866921,Journal of Neuroscience,Nikos K. Logothetis,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Machine learning and deep learning approach for medical image analysis: diagnosis to detection,2022,10.1007/s11042-022-14305-w,https://openalex.org/W4312112335,Multimedia Tools and Applications,Meghavi Rana; Megha Bhushan,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Multimodal deep learning models for early detection of Alzheimer’s disease stage,2021,10.1038/s41598-020-74399-w,https://openalex.org/W3127597934,Scientific Reports,Janani Venugopalan; Tong Li; Hamid Reza Hassanzadeh; May D. Wang,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Microanisotropy imaging: quantification of microscopic diffusion anisotropy and orientational order parameter by diffusion MRI with magic-angle spinning of the q-vector,2014,10.3389/fphy.2014.00011,https://openalex.org/W2047248671,Frontiers in Physics,Samo Lasič; Filip Szczepankiewicz; Stefanie Eriksson; Markus Nilsson; Daniel Topgaard,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Detection and Resolution of Rumours in Social Media: A Survey,2017,10.48550/arxiv.1704.00656,https://openalex.org/W3125491592,Warwick Research Archive Portal (University of Warwick),Arkaitz Zubiaga; Ahmet Aker; Kalina Bontcheva; Maria Liakata; Rob Procter,1704.00656,https://arxiv.org/abs/1704.00656,2017,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Application of a Latent Diffusion Model to Plant Disease Detection by Generating Unseen Class Images,2024,10.3390/agriengineering6040279,https://openalex.org/W4405614838,AgriEngineering,Noriyuki Mori; Hiroki Naito; Fumiki Hosoi,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Image Compression with Anisotropic Diffusion,2008,10.1007/s10851-008-0087-0,https://openalex.org/W2152132615,Journal of Mathematical Imaging and Vision,Irena Galić; Joachim Weickert; Martin Welk; Andrés Bruhn; Alexander Belyaev; Hans‐Peter Seidel,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Vine disease detection in UAV multispectral images using optimized image registration and deep learning segmentation approach,2020,10.1016/j.compag.2020.105446,https://openalex.org/W2995187556,Computers and Electronics in Agriculture,Mohamed Kerkech; Adel Hafiane; Raphaël Canals,1912.05281,https://arxiv.org/abs/1912.05281,2019,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Broadband diffusion of terahertz waves by multi-bit coding metasurfaces,2015,10.1038/lsa.2015.97,https://openalex.org/W2217897795,Light Science & Applications,Lihua Gao; Qiang Cheng; Jing Yang; Shaojie Ma; Jie Zhao; Shuo Liu; Hai-Bing Chen; Qiong He; Weixiang Jiang; Huifeng Ma; Qiye Wen; Lanju Liang; Biaobing Jin; Weiwei Liu; Lei Zhou; Jianquan Yao; Peiheng Wu; Tie Jun Cui,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Eddy current correction in diffusion‐weighted imaging using pairs of images acquired with opposite diffusion gradient polarity,2003,10.1002/mrm.10690,https://openalex.org/W2069522536,Magnetic Resonance in Medicine,Nils Bodammer; Jörn Kaufmann; Martin Kanowski; Claus Tempelmann,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Neurocognitive and neuroimaging correlates of pediatric traumatic brain injury: A diffusion tensor imaging (DTI) study,2007,10.1016/j.acn.2007.03.004,https://openalex.org/W2158464373,Archives of Clinical Neuropsychology,Jeffrey R. Wozniak; Linda E. Krach; Erin E. Ward; Bryon A. Mueller; Ryan L. Muetzel; Sarah Schnoebelen; Andrew Kiragu; Kelvin O. Lim,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Mapping the Orientation of White Matter Fiber Bundles: A Comparative Study of Diffusion Tensor Imaging, Diffusional Kurtosis Imaging, and Diffusion Spectrum Imaging",2016,10.3174/ajnr.a4714,https://openalex.org/W2307232592,American Journal of Neuroradiology,G. Russell Glenn; Li‐Wei Kuo; Yi‐Ping Chao; Chu‐Yu Lee; Joseph A. Helpern; Jens H. Jensen,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Thermoelectric detection and imaging of propagating graphene plasmons,2016,10.1038/nmat4755,https://openalex.org/W2523655160,Nature Materials,Mark B. Lundeberg; Yuanda Gao; Achim Woessner; Cheng Tan; Pablo Alonso‐González; Kenji Watanabe; Takashi Taniguchi; James Hone; Rainer Hillenbrand; Frank H. L. Koppens,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Underwater Image Processing: State of the Art of Restoration and Image Enhancement Methods,2010,10.1155/2010/746052,https://openalex.org/W2145885328,EURASIP Journal on Advances in Signal Processing,Raimondo Schettini; Silvia Corchs,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Metabolic Imaging of Patients with Prostate Cancer Using Hyperpolarized [1- <sup>13</sup> C]Pyruvate,2013,10.1126/scitranslmed.3006070,https://openalex.org/W2091723288,Science Translational Medicine,Sarah J. Nelson; John Kurhanewicz; Daniel B. Vigneron; Peder E. Z. Larson; Andrea Harzstark; Marcus Ferrone; Mark Van Criekinge; Jose W. Chang; Robert Bok; Ilwoo Park; Galen D. Reed; Lucas Carvajal; Eric J. Small; Pamela N. Münster; Vivian Weinberg; Jan Henrik Ardenkjær‐Larsen; Albert P. Chen; Ralph E. Hurd; Liv-Ingrid Ødegårdstuen; Fraser Robb; James Tropp; Jonathan A. Murray,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Detection of methane in the martian atmosphere: evidence for life?,2004,10.1016/j.icarus.2004.07.004,https://openalex.org/W2138337183,Icarus,Vladimir A. Krasnopolsky; Jean Maillard; Tobias Owen,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Parallel MR imaging,2012,10.1002/jmri.23639,https://openalex.org/W2014547837,Journal of Magnetic Resonance Imaging,A Deshmane; Vikas Gulani; Mark A. Griswold; Nicole Seiberlich,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Diffusion tensor magnetic resonance imaging tractography in cognitive disorders,2006,10.1097/01.wco.0000247610.44106.3f,https://openalex.org/W2109891507,Current Opinion in Neurology,Marco Catani,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Quantitative spectroscopic photoacoustic imaging: a review,2012,10.1117/1.jbo.17.6.061202,https://openalex.org/W2148309086,Journal of Biomedical Optics,Ben Cox; Jan Laufer; Simon Arridge; Paul C. Beard,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Multiparametric Magnetic Resonance Imaging for Bladder Cancer: Development of VI-RADS (Vesical Imaging-Reporting And Data System),2018,10.1016/j.eururo.2018.04.029,https://openalex.org/W2800613296,European Urology,Valeria Panebianco; Yoshifumi Narumi; Ersan Altun; Bernard H. Bochner; Jason A. Efstathiou; S. Hafeez; Robert Huddart; Steve Kennish; Seth P. Lerner; Rodolfo Montironi; Valdair Francisco Muglia; Georg Salomon; Stephen Thomas; Hebert Alberto Vargas; J. Alfred Witjes; Mitsuru Takeuchi; Jelle O. Barentsz; James W.F. Catto,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Tumor Detection by Diffusion-Weighted MRI and ADC-Mapping???Initial Clinical Experiences in Comparison to PET-CT,2007,10.1097/rli.0b013e31804ffd49,https://openalex.org/W2090746228,Investigative Radiology,Matthias P. Lichy; P Aschoff; Christian Plathow; Alto Stemmer; Wilhelm Horger; Christian Mueller-Horvat; Günter Steidle; Marius Horger; Jürgen Schäfer; S. Eschmann; Berthold Kiefer; Claus D. Claussen; Christina Pfannenberg; Heinz-Peter Schlemmer,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Image Encryption Using Josephus Problem and Filtering Diffusion,2019,10.1109/access.2018.2890116,https://openalex.org/W2907856008,IEEE Access,Zhongyun Hua; Binxuan Xu; Fan Jin; Hejiao Huang,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Superresolution in MRI: Application to human white matter fiber tract visualization by diffusion tensor imaging,2001,10.1002/1522-2594(200101)45:1<29::aid-mrm1005>3.0.co;2-z,https://openalex.org/W2112024783,Magnetic Resonance in Medicine,Sharon Peled; Yehezkel Yeshurun,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Cerebral Blood Flow Is the Optimal CT Perfusion Parameter for Assessing Infarct Core,2011,10.1161/strokeaha.111.618355,https://openalex.org/W1990870045,Stroke,Bruce Campbell; Sören Christensen; Christopher Levi; Patricia Desmond; Geoffrey A. Donnan; Stephen M. Davis; Mark Parsons,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Clinical applications of diffusion weighted imaging in neuroradiology,2018,10.1007/s13244-018-0624-3,https://openalex.org/W2805511526,Insights into Imaging,Marta Drake-Pérez; José Boto; Aikaterini Fitsiori; Karl‐Olof Lövblad; María Isabel Vargas,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Advances in Rapid Detection Methods for Foodborne Pathogens,2014,10.4014/jmb.1310.10013,https://openalex.org/W2058007140,Journal of Microbiology and Biotechnology,Xihong Zhao; Chii‐Wann Lin; Jun Wang; Deog Hwan Oh,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Detection and Resolution of Rumours in Social Media,2018,10.1145/3161603,https://openalex.org/W2610676001,ACM Computing Surveys,Arkaitz Zubiaga; Ahmet Aker; Kalina Bontcheva; Maria Liakata; Rob Procter,1704.00656,https://arxiv.org/abs/1704.00656,2017,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
COVIDiagnosis-Net: Deep Bayes-SqueezeNet based diagnosis of the coronavirus disease 2019 (COVID-19) from X-ray images,2020,10.1016/j.mehy.2020.109761,https://openalex.org/W3019531985,Medical Hypotheses,Ferhat Uçar; Deniz Korkmaz,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Auto-Encoding Scene Graphs for Image Captioning,2019,10.1109/cvpr.2019.01094,https://openalex.org/W2963101956,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),Xu Yang; Kaihua Tang; Hanwang Zhang; Jianfei Cai,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Historical threads, missing links, and future directions in AI in education",2020,10.1080/17439884.2020.1798995,https://openalex.org/W3046530224,Learning Media and Technology,Ben Williamson; Rebecca Eynon,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
A review on deep learning in medical image analysis,2021,10.1007/s13735-021-00218-1,https://openalex.org/W3197217317,International Journal of Multimedia Information Retrieval,S. Suganyadevi; V. Seethalakshmi; K. Balasamy,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Synthetic Lies: Understanding AI-Generated Misinformation and Evaluating Algorithmic and Human Solutions,2023,10.1145/3544548.3581318,https://openalex.org/W4366588626,Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,Jiawei Zhou; Yixuan Zhang; Qianni Luo; Andrea G. Parker; Munmun De Choudhury,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Comparing scientific abstracts generated by ChatGPT to real abstracts with detectors and blinded human reviewers,2023,10.1038/s41746-023-00819-6,https://openalex.org/W4367051110,npj Digital Medicine,Catherine A. Gao; Frederick M. Howard; Nikolay S. Markov; Emma Dyer; Siddhi Ramesh; Yuan Luo; Alexander T. Pearson,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Unlocking the value of artificial intelligence in human resource management through AI capability framework,2022,10.1016/j.hrmr.2022.100899,https://openalex.org/W4293229829,Human Resource Management Review,Soumyadeb Chowdhury; Prasanta Kumar Dey; Sian Joel-Edgar; Sudeshna Bhattacharya; Oscar Rodríguez-Espíndola; Amélie Abadie; Linh Truong,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Transfer learning for medical image classification: a literature review,2022,10.1186/s12880-022-00793-7,https://openalex.org/W4223899585,BMC Medical Imaging,Kim Eun Hee; Alejandro Cosa‐Linan; Nandhini Santhanam; Mahboubeh Jannesari; Máté E. Maros; Thomas Ganslandt,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Polymer-encapsulated organic nanoparticles for fluorescence and photoacoustic imaging,2014,10.1039/c4cs00014e,https://openalex.org/W2001673706,Chemical Society Reviews,Kai Li; Bin Liu,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
