title,year,authors,venue,doi,openalex_url,arxiv_id,arxiv_url,missing_affiliation,missing_coordinates,needs_review,coverage_status,task,subtask,notes
Deepfake Network Architecture Attribution,2022,"['Tianyun Yang', 'Ziyao Huang', 'Juan Cao', 'Lei Li', 'Xirong Li']",Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v36i4.20391,https://openalex.org/W4283811667,2202.13843v2,https://arxiv.org/abs/2202.13843v2,False,True,True,missing_coordinates,uncertain,unknown,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Detecting Deepfake Images Using Deep Learning Techniques and Explainable AI Methods,2022,"['Wahidul Hasan Abir', 'Faria Rahman Khanam', 'Kazi Nabiul Alam', 'Myriam Hadjouni', 'Hela Elmannai', 'Sami Bourouis', 'Rajesh Dey', 'Mohammad Monirujjaman Khan']",Intelligent Automation & Soft Computing,10.32604/iasc.2023.029653,https://openalex.org/W4285791495,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Discovering Transferable Forensic Features for CNN-generated Images Detection,2022,"['Keshigeyan Chandrasegaran', 'Ngoc-Trung Tran', 'Alexander Binder', 'Ngai‐Man Cheung']",arXiv (Cornell University),10.48550/arxiv.2208.11342,https://openalex.org/W4293169908,2208.11342,https://arxiv.org/abs/2208.11342,True,False,True,missing_affiliation,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
EasyDeep: An IoT Friendly Robust Detection Method for GAN Generated Deepfake Images in Social Media,2022,"['Alakananda Mitra', 'Saraju P. Mohanty', 'Peter Corcoran', 'Elias Kougianos']",IFIP advances in information and communication technology,10.1007/978-3-030-96466-5_14,https://openalex.org/W4213417724,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
FrePGAN: Robust Deepfake Detection Using Frequency-Level Perturbations,2022,"['Yonghyun Jeong', 'Doyeon Kim', 'Youngmin Ro', 'Jongwon Choi']",Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v36i1.19990,https://openalex.org/W4221149434,2202.03347v1,https://arxiv.org/abs/2202.03347v1,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
MaskGAN: A Facial Fusion Algorithm for Deepfake Image Detection,2022,"['Dazhuang Liu', 'Zhen Yang', 'Ru Zhang', 'Jianyi Liu']",2022 International Conference on Computers and Artificial Intelligence Technologies (CAIT),10.1109/cait56099.2022.10072275,https://openalex.org/W4360766590,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
On the detection of synthetic images generated by diffusion models,2022,"['Riccardo Corvi', 'Davide Cozzolino', 'Giada Zingarini', 'Giovanni Poggi', 'Koki Nagano', 'Luisa Verdoliva']",arXiv (Cornell University),10.48550/arxiv.2211.00680,https://openalex.org/W4308165186,2211.00680,https://arxiv.org/abs/2211.00680,True,False,True,missing_affiliation,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
RepMix: Representation Mixing for Robust Attribution of Synthesized Images,2022,"['Tu Bui', 'Ning Yu', 'John Collomosse']",Lecture notes in computer science,10.1007/978-3-031-19781-9_9,https://openalex.org/W4284702842,2207.02063v2,https://arxiv.org/abs/2207.02063v2,False,True,True,missing_coordinates,uncertain,unknown,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
The Face Deepfake Detection Challenge,2022,"['Luca Guarnera', 'Oliver Giudice', 'Francesco Guarnera', 'Alessandro Ortis', 'Giovanni Puglisi', 'A. Paratore', 'Linh M. Q. Bui', 'Marco Fontani', 'Davide Alessandro Coccomini', 'Roberto Caldelli', 'Fabrizio Falchi', 'Claudio Gennaro', 'Nicola Messina', 'Giuseppe Amato', 'Gianpaolo Perelli', 'Sara Concas', 'Carlo Cuccu', 'Giulia Orrù', 'Gian Luca Marcialis', 'Sebastiano Battiato']",Journal of Imaging,10.3390/jimaging8100263,https://openalex.org/W4297477523,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Transferable Class-Modelling for Decentralized Source Attribution of GAN-Generated Images,2022,"['Brandon B. G. Khoo', 'Chern Hong Lim', 'Raphaël C.‐W. Phan']",arXiv (Cornell University),10.48550/arxiv.2203.09777,https://openalex.org/W4221166157,2203.09777,https://arxiv.org/abs/2203.09777,True,False,True,missing_affiliation,detection_and_source_attribution,detection_and_source_attribution,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
A Novel Neural Model based Framework for Detection of GAN Generated Fake Images,2021,"['Samaksh Agarwal', 'Nancy Girdhar', 'Himanshu Raghav']","2021 11th International Conference on Cloud Computing, Data Science &amp; Engineering (Confluence)",10.1109/confluence51648.2021.9377150,https://openalex.org/W3139320333,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Copy-Move Forgery Detection (CMFD) Using Deep Learning for Image and Video Forensics,2021,"['Yohanna Rodríguez-Ortega', 'Dora M. Ballesteros', 'Diego Renza']",Journal of Imaging,10.3390/jimaging7030059,https://openalex.org/W3138230904,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
DeepFake Detection Based on Discrepancies Between Faces and Their Context,2021,"['Yuval Nirkin', 'Lior Wolf', 'Yosi Keller', 'Tal Hassner']",IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2021.3093446,https://openalex.org/W3173581984,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Deepfake Image Detection using CNNs and Transfer Learning,2021,"['Niteesh Kumar', 'Prashant Pranav', 'Vishal Nirney', 'V. Geetha']","2021 International Conference on Computing, Communication and Green Engineering (CCGE)",10.1109/ccge50943.2021.9776410,https://openalex.org/W4285362588,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Deepfakes Creation and Detection Using Deep Learning,2021,"['Hady A. Khalil', 'Shady A. Maged']","2021 International Mobile, Intelligent, and Ubiquitous Computing Conference (MIUCC)",10.1109/miucc52538.2021.9447642,https://openalex.org/W3172046373,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Detecting fake images by identifying potential texture difference,2021,"['Jiachen Yang', 'Shuai Xiao', 'Aiyun Li', 'Guipeng Lan', 'Huihui Wang']",Future Generation Computer Systems,10.1016/j.future.2021.06.043,https://openalex.org/W3173631964,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Detecting soybean leaf disease from synthetic image using multi-feature fusion faster R-CNN,2021,"['Keke Zhang', 'Qiufeng Wu', 'Yiping Chen']",Computers and Electronics in Agriculture,10.1016/j.compag.2021.106064,https://openalex.org/W3135589907,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Detection of Deep-Morphed Deepfake Images to Make Robust Automatic Facial Recognition Systems,2021,"['Alakananda Mitra', 'Saraju P. Mohanty', 'Peter Corcoran', 'Elias Kougianos']",2021 19th OITS International Conference on Information Technology (OCIT),10.1109/ocit53463.2021.00039,https://openalex.org/W4214857236,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Detection of Deepfake Images Created Using Generative Adversarial Networks: A Review,2021,"['K. Remya Revi', 'Kamma Vidya', 'M. Wilscy']",Transactions on computational science and computational intelligence,10.1007/978-3-030-49500-8_3,https://openalex.org/W3128257465,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Detection of GAN-Generated Images by Estimating Artifact Similarity,2021,"['Weichuang Li', 'Peisong He', 'Haoliang Li', 'Hongxia Wang', 'Ruimei Zhang']",IEEE Signal Processing Letters,10.1109/lsp.2021.3130525,https://openalex.org/W3217278836,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Detection of GAN-Synthesized Image Based on Discrete Wavelet Transform,2021,"['Guihua Tang', 'Lei Sun', 'Xiuqing Mao', 'Song Guo', 'Hongmeng Zhang', 'Xiaoqin Wang']",Security and Communication Networks,10.1155/2021/5511435,https://openalex.org/W3166640306,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Image Tampering Localization Using a Dense Fully Convolutional Network,2021,"['Peiyu Zhuang', 'Haodong Li', 'Shunquan Tan', 'Bin Li', 'Jiwu Huang']",IEEE Transactions on Information Forensics and Security,10.1109/tifs.2021.3070444,https://openalex.org/W3140970613,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
On the Truth Claims of Deepfakes: Indexing Images and Semantic Forensics,2021,[],The Journal of Media Art Study and Theory,10.59547/26911566.3.1.04,https://openalex.org/W4377085653,,,True,False,True,missing_affiliation,uncertain,unknown,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
[Retracted] Comparative Analysis of Deepfake Image Detection Method Using Convolutional Neural Network,2021,"['Hasin Shahed Shad', 'Md Mashfiq Rizvee', 'Nishat Tasnim Roza', 'S. M. Ahsanul Hoq', 'Mohammad Monirujjaman Khan', 'Arjun Singh', 'Atef Zaguia', 'Sami Bourouis']",Computational Intelligence and Neuroscience,10.1155/2021/3111676,https://openalex.org/W4200434941,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Wavelet-Packet Powered Deepfake Image Detection.,2021,"['Moritz Wolter', 'Felix Blanke', 'Charles Tapley Hoyt', 'Jochen Garcke']",,,https://openalex.org/W3170631962,,,False,True,True,missing_coordinates,detection_and_source_attribution,detection_and_source_attribution,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review. Venue missing in source record; manual verification required.
A Survey of Deep Learning-Based Source Image Forensics,2020,"['Pengpeng Yang', 'Daniele Baracchi', 'Rongrong Ni', 'Yao Zhao', 'Fabrizio Argenti', 'Alessandro Piva']",Journal of Imaging,10.3390/jimaging6030009,https://openalex.org/W3010352349,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
CNN Detection of GAN-Generated Face Images based on Cross-Band Co-occurrences Analysis,2020,"['Mauro Barni', 'Kassem Kallas', 'Ehsan Nowroozi', 'Benedetta Tondi']",2020 IEEE International Workshop on Information Forensics and Security (WIFS),10.1109/wifs49906.2020.9360905,https://openalex.org/W3044151627,2007.12909,https://arxiv.org/abs/2007.12909,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Deep Fake Image Detection Based on Pairwise Learning,2020,"['Chih–Chung Hsu', 'Yi-Xiu Zhuang', 'Chia‐Yen Lee']",Applied Sciences,10.3390/app10010370,https://openalex.org/W2970868842,,,False,True,True,missing_coordinates,detection,deepfake_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Deep Learning for Deepfakes Creation and Detection: A Survey,2020,"['Thanh Thi Nguyen', 'Minh Chau Nguyen', 'Dung T. Nguyen', 'Duc Thanh Nguyen', 'Saeid Nahavandi']",Figshare,10.6084/m9.figshare.12731039.v1,https://openalex.org/W3045755384,1909.11573,https://arxiv.org/abs/1909.11573,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
DeepFake Face Image Detection based on Improved VGG Convolutional Neural Network,2020,"['Xu Chang', 'Jian Wu', 'Tongfeng Yang', 'Guorui Feng']",2020 39th Chinese Control Conference (CCC),10.23919/ccc50068.2020.9189596,https://openalex.org/W3084142230,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Attributing Fake Images to GANs: Learning and Analyzing GAN Fingerprints,2019,"['Ning Yu', 'Larry S. Davis', 'Mario Fritz']",2019 IEEE/CVF International Conference on Computer Vision (ICCV),10.1109/iccv.2019.00765,https://openalex.org/W2991318208,1811.08180v3,https://arxiv.org/abs/1811.08180v3,False,True,True,missing_coordinates,uncertain,unknown,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Complement Face Forensic Detection and Localization with FacialLandmarks,2019,"['Kritaphat Songsri-in', 'Stefanos Zafeiriou']",arXiv (Cornell University),10.48550/arxiv.1910.05455,https://openalex.org/W2979433881,1910.05455,https://arxiv.org/abs/1910.05455,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
FaceForensics++: Learning to Detect Manipulated Facial Images,2019,"['Andreas Rössler', 'Davide Cozzolino', 'Luisa Verdoliva', 'Christian Rieß', 'Justus Thies', 'Matthias Nießner']",2019 IEEE/CVF International Conference on Computer Vision (ICCV),10.1109/iccv.2019.00009,https://openalex.org/W2912336782,1901.08971,https://arxiv.org/abs/1901.08971,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
No One Can Escape: A General Approach to Detect Tampered and Generated Image,2019,"['Kejun Zhang', 'Liang Yu', 'Jianyi Zhang', 'Zhiqiang Wang', 'Xinxin Li']",IEEE Access,10.1109/access.2019.2939812,https://openalex.org/W2972023908,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Can Forensic Detectors Identify GAN Generated Images?,2018,"['Haodong Li', 'Han Chen', 'Bin Li', 'Shunquan Tan']",2018 Asia-Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA ASC),10.23919/apsipa.2018.8659461,https://openalex.org/W2921230249,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Cascade learning from adversarial synthetic images for accurate pupil detection,2018,"['Chao Gou', 'Hui Zhang', 'Kunfeng Wang', 'Fei‐Yue Wang', 'Qiang Ji']",Pattern Recognition,10.1016/j.patcog.2018.12.014,https://openalex.org/W2903907439,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Training Deep Neural Networks for Detecting Drinking Glasses Using Synthetic Images,2017,"['Abdul Jabbar', 'Luke Farrawell', 'Jake Fountain', 'Stephan K. Chalup']",Lecture notes in computer science,10.1007/978-3-319-70096-0_37,https://openalex.org/W2766065312,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
Microscopy cell counting and detection with fully convolutional regression networks,2016,"['Weidi Xie', 'J. Alison Noble', 'Andrew Zisserman']",Computer Methods in Biomechanics and Biomedical Engineering Imaging & Visualization,10.1080/21681163.2016.1149104,https://openalex.org/W2347064614,,,False,True,True,missing_coordinates,detection,synthetic_image_detection,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
