paper_id,display_id,title,doi,arxiv_id,year,publication_type,venue,venue_id,venue_name,venue_acronym,venue_type,venue_track,raw_venue,venue_review_required,venue_review_reason,source_fingerprint
curated:6976641cbfe602a7e617,curated:6976641cbfe602a7e617,Forensic Detection of Generated MRI Imagery Using Autoregressive Modeling and Frequency Analysis,,,2026,conference,IEEE/CVF Winter Conference on Applications of Computer Vision,venue:wacv,IEEE/CVF Winter Conference on Applications of Computer Vision,WACV,conference,Workshop,2026 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) Workshop,False,,b76e19119f191413619a0c0ba7d451ad3b425ed2e07f674888cb40344e07a846
curated:89c6548802e6878c18c8,openalex:W7164298589,Forensic Invariant Learning for Synthetic Image Detection: Bridging Benford's Law and Topological Analysis with Machine Learning Ensembles,https://doi.org/10.1109/qpain69676.2026.11546484,,2026,conference,"IEEE International Conference on Quantum Photonics, Artificial Intelligence & Networking",venue:qpain,"IEEE International Conference on Quantum Photonics, Artificial Intelligence & Networking",QPAIN,conference,Main,"International Conference on Quantum Photonics, Artificial Intelligence & Networking",False,,f2b351891b4dc01698903296f200194ba8ae221ca05bfaf9930c8bb14a493b45
,openalex:W4413145326,"Forensic Self-Descriptions Are All You Need for Zero-Shot Detection, Open-Set Source Attribution, and Clustering of AI-generated Images",10.1109/cvpr52734.2025.00289,2503.21003,2025,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,67c4fce6107b7530f3099385cc54dcd86c827e7591ee6b603039071d025874cf
curated:4a7bded8c311ed9c0540,openalex:W7160024684,Forensic-MoE: Exploring Comprehensive Synthetic Image Detection Traces with Mixture of Experts,10.1109/iccv51701.2025.01651,,2025,conference,IEEE/CVF International Conference on Computer Vision,venue:iccv,IEEE/CVF International Conference on Computer Vision,ICCV,conference,Main,IEEE/CVF International Conference on Computer Vision,False,,52da2c0b9061101c7a3b759e7381114fd12e528516f4d9a0e8b4e0531c896885
curated:078ade9edabe304013a7,openalex:W7163898036,ForensicConcept: Transferable Forensic Concepts for AIGI Detection,10.48550/arxiv.2606.07034,2606.07034,2026,conference,International Conference on Machine Learning,venue:icml,International Conference on Machine Learning,ICML,conference,Main,International Conference on Machine Learning (ICML),False,,ee2ef2ff321f0690af67f02d1507b116e319b09af9d62ffd5839fb484f8627b4
curated:4c4e9ffacf08b5eb2355,openalex:W4417093490,ForensicHub: A Unified Benchmark & Codebase for All-Domain Fake Image Detection and Localization,10.52202/085713-2167,2505.11003,2025,conference,Advances in Neural Information Processing Systems,venue:neurips,Advances in Neural Information Processing Systems,NeurIPS,conference,Main,ArXiv.org,False,,cd0fbb6b68b98751c2672fca450592dbd0f99181b45bc7aa64eb1c46560336ac
curated:762982679d91cd198a41,openalex:W4413156425,Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,https://doi.org/10.1109/cvpr52734.2025.00400,,2025,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,IEEE/CVF Conference on Computer Vision and Pattern Recognition,False,,0daf6d574e8739ff101ccf713b0bc8b43ad3adbb28daf58671703ace78146708
curated:7a95c7ca9cc95727e1b9,openalex:W7160017581,ForgeLens: Data-Efficient Forgery Focus for Generalizable Forgery Image Detection,https://doi.org/10.1109/iccv51701.2025.01510,,2025,conference,IEEE/CVF International Conference on Computer Vision,venue:iccv,IEEE/CVF International Conference on Computer Vision,ICCV,conference,Main,IEEE/CVF International Conference on Computer Vision,False,,cbd74a29aec15abb8f0aec6a39332e6397205db065f10ecdfdd7177fd95fcca7
,openalex:W4402753859,Forgery-aware Adaptive Transformer for Generalizable Synthetic Image Detection,10.1109/cvpr52733.2024.01024,2312.16649,2024,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,3a83a7cd4d6e94a74ee1fbac9affdfb69baa19612b791a45558cdec2dd97ec19
curated:9ae6e4e3816daa7e1650,openalex:W7164804110,ForgeryMoE: Mixture of Experts for Image Forgery Detection Under JPEG Compression,10.1145/3805622.3810810,,2026,conference,ACM International Conference on Multimedia Retrieval,venue:icmr,ACM International Conference on Multimedia Retrieval,ICMR,conference,Main,Proceedings of the 2026 International Conference on Multimedia Retrieval (ICMR),False,,23e668d387ed9e47f7a8fd2e1dffd65391d14eaa6c4aac8e9e951b49e8ce5bcc
curated:ed5f779be1e71edddcee,openalex:W7172125459,Forging the Unknown: Open-Set Deepfake Attribution via Adaptive Fingerprint Learning,10.1007/978-3-032-31663-9_45,,2026,conference,International Conference on Pattern Recognition,venue:international-conference-on-pattern-recognition,International Conference on Pattern Recognition,ICPR,conference,Main,International Conference on Pattern Recognition,False,,31cbbea64ad55a61952bd216ea51b312c43eb45c20797cd806b1af2002393024
,openalex:W2985484909,Fourier Spectrum Discrepancies in Deep Network Generated Images,10.48550/arxiv.1911.06465,1911.06465,2020,conference,Advances in Neural Information Processing Systems,venue:neurips,Advances in Neural Information Processing Systems,NeurIPS,conference,Main,arXiv (Cornell University),False,,86f19567a5e0ceaf3242fa49ef08092cf2a5600a6d7b1dac1afd0bf90b55cc4b
,openalex:W4221149434,FrePGAN: Robust Deepfake Detection Using Frequency-Level Perturbations,10.1609/aaai.v36i1.19990,2202.03347,2022,conference,AAAI Conference on Artificial Intelligence,venue:aaai,AAAI Conference on Artificial Intelligence,AAAI,conference,Main,Proceedings of the AAAI Conference on Artificial Intelligence,False,,15592adfdd454ccff1258991564580c504c799040bb4789e10eed51dec2ac126
curated:0849228c52c5759845c2,openalex:W4415162360,FreqCross: A Multi-Modal Frequency-Spatial Fusion Network for Robust Detection of Stable Diffusion 3.5 Generated Images,10.48550/arxiv.2507.02995,2507.02995,2025,preprint,arXiv,venue:arxiv,arXiv,,preprint,,ArXiv.org,False,,82142a9f35bfc81ca5584b22f4fb218b4f6ce24f9e3c421a58dbae91e4261b3b
curated:c9485f4d5346304272f2,openalex:W4392904043,Frequency Masking for Universal Deepfake Detection,10.1109/icassp48485.2024.10446290,2401.06506,2024,conference,"IEEE International Conference on Acoustics, Speech and Signal Processing",venue:icassp,"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,conference,Main,"IEEE International Conference on Acoustics, Speech and Signal Processing",False,,c0ae5f9a8bd8381591de3ccc40109fc7cb29410ee7f2d6acc9241df98a0c9918
curated:f7cba2387b8a4131cc7b,openalex:W4393154086,Frequency-Aware Deepfake Detection: Improving Generalizability Through Frequency Space Domain Learning,10.1609/aaai.v38i5.28310,,2024,conference,AAAI Conference on Artificial Intelligence,venue:aaai,AAAI Conference on Artificial Intelligence,AAAI,conference,Main,Proceedings of the AAAI Conference on Artificial Intelligence,False,,f77bd5e732bc0455750776625eba3f94746b2c1f78bfe0b3163065acdcbfd77b
curated:748ed5e2cf27aea70f6a,openalex:W7143520843,Frequency-Aware Robustness Analysis of Deepfake Detection Models,10.32604/jai.2026.078014,,2026,journal,Journal on Artificial Intelligence,venue:journal-on-artificial-intelligence,Journal on Artificial Intelligence,JAI,journal,,Journal on artificial intelligence,False,,780e622aa8110e576891331e64fa0c6afa580d74690a2c94fdc409b35678a916
,openalex:W4415935817,From Evidence to Verdict: An Agent-Based Forensic Framework for AI-Generated Image Detection,https://doi.org/10.48550/arxiv.2511.00181,2511.00181,2025,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,d84a8fb82f3e598419f70cef411ae5c68e695664c5d73d401f3891b5b851c4ce
curated:47b576be1ed7e2a6bfed,openalex:W4416149370,"Fully AI-Generated Image Detection: Definition, Recent Advances and Challenges",10.48550/arxiv.2502.19716,2502.19716,2025,preprint,arXiv,venue:arxiv,arXiv,,preprint,,ArXiv.org,False,,25f08ed6fd0d8ae373aa87e524033c2134778213b7d23a4b0988425c884dfc1b
curated:f1787b6ea4e45ca58565,openalex:W4308234128,Fusing Global and Local Features for Generalized AI-Synthesized Image Detection,10.1109/icip46576.2022.9897820,2203.13964,2022,conference,IEEE International Conference on Image Processing,venue:ieee-international-conference-on-image-processing,IEEE International Conference on Image Processing,ICIP,conference,Main,IEEE International Conference on Image Processing,False,,50942c9eb768e4ea34063083cc4d2ab1ec860d032c78bbb2b61578090be60d8b
curated:e2c0dacc159564e9e575,openalex:W7155034883,Gamma: Generalizable AI-Generated Image Detection via Multi-Task and Manipulation-Augmented Supervision,10.1109/icassp55912.2026.11460946,2509.10250,2026,conference,"IEEE International Conference on Acoustics, Speech and Signal Processing",venue:icassp,"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,conference,Main,"2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",False,,e67a6e89ae2c4a68884e25aee8292d2a65914581181c9a0214e2adec75e7fb4d
,openalex:W4392981221,GAN Generated Fake Human Face Image Detection,10.1109/iitcee59897.2024.10467257,,2024,conference,"International Conference on Intelligent and Innovative Technologies in Computing, Electrical and Electronics",venue:international-conference-on-intelligent-and-innovative-technologies-in-computing-electrical-and-electronics,"International Conference on Intelligent and Innovative Technologies in Computing, Electrical and Electronics",IITCEE,conference,Main,"2024 International Conference on Intelligent and Innovative Technologies in Computing, Electrical and Electronics (IITCEE)",False,,2ced9df199286f4749b703aad53baff3ef1b6051c29b4bc154bb55e0998284fe
,openalex:W3024207815,GAN-Generated Image Detection With Self-Attention Mechanism Against GAN Generator Defect,10.1109/jstsp.2020.2994523,,2020,journal,IEEE Journal of Selected Topics in Signal Processing,venue:ieee-journal-of-selected-topics-in-signal-processing,IEEE Journal of Selected Topics in Signal Processing,IEEE JSTSP,journal,,IEEE Journal of Selected Topics in Signal Processing,False,,5f90e5aa6024ab01ad1552bb1b863929ffbf2d80d44baec624deafafc39a8604
,openalex:W4410487490,GCS-Net: A Universal AI-Generated Visual Content Detection Method Based on CLIP,https://doi.org/10.1016/j.knosys.2025.113806,,2025,journal,Knowledge-Based Systems,venue:knowledge-based-systems,Knowledge-Based Systems,KBS,journal,,Knowledge-Based Systems,False,,19210f24cb19d27e10c610d64fc40bdfc54b158ac90722acef7b8458603f7a24
,openalex:W4389820666,GenDet: Towards Good Generalizations for AI-Generated Image Detection,10.48550/arxiv.2312.08880,2312.08880,2023,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,8d04cc1b9e559905676e5ac25b201c9464605e3c51aa68f7625116a1daddd150
curated:f105a82454d369e100b9,openalex:W4417143023,General and Domain-Specific Zero-Shot Detection of Generated Images via Conditional Likelihood,10.1109/wacv61042.2026.00754,2512.05590,2026,conference,IEEE/CVF Winter Conference on Applications of Computer Vision,venue:wacv,IEEE/CVF Winter Conference on Applications of Computer Vision,WACV,conference,Main,2026 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),False,,ffd00e9d99db3b2c51b686e8c315e555c525c3ab7162620298efae9dbda43353
,openalex:W4414578321,Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,https://doi.org/10.48550/arxiv.2503.08484,2503.08484,2025,preprint,arXiv,venue:arxiv,arXiv,,preprint,,ArXiv.org,False,,b95952f7158a7917d4e139e9494087360869630a27a48ab7d6c65adc716adba7
curated:9ec7092e57766741468f,openalex:W7118208389,Generalizable and Adaptive Continual Learning Framework for AI-Generated Image Detection,10.1109/tmm.2026.3651067,2601.05580,2026,journal,IEEE Transactions on Multimedia,venue:ieee-transactions-on-multimedia,IEEE Transactions on Multimedia,TMM,journal,,IEEE Transactions on Multimedia,False,,ae2fc3d93926add159d75070800546ad0def77d9440988a108e53c83786f4df5
curated:0fb6a9c0db904eae726d,openalex:W4378506811,Generalizable Synthetic Image Detection via Language-Guided Contrastive Learning,10.1109/tai.2025.3641104,2305.13800,2025,journal,IEEE Transactions on Artificial Intelligence,venue:ieee-tai,IEEE Transactions on Artificial Intelligence,TAI,journal,,IEEE Transactions on Artificial Intelligence,False,,720e891df877fbf1f16959eff01301f34005ca92fe262700631711e9b3c8c533
,openalex:W4394935852,Generalized and robust model for GAN-generated image detection,10.1016/j.patrec.2024.04.018,,2024,journal,Pattern Recognition Letters,venue:pattern-recognition-letters,Pattern Recognition Letters,PRL,journal,,Pattern Recognition Letters,False,,c119b3dba3540893d93f70d7ad5d7a324100deaf9b34e7fa67f2b0fd5f1d046a
curated:3c3cd6143ece4045b378,openalex:W4416790887,Generalized Design Choices for Deepfake Detectors,10.48550/arxiv.2511.21507,2511.21507,2025,preprint,arXiv,venue:arxiv,arXiv,,preprint,,ArXiv.org,False,,c6b48348a0939ea42c7b24b38b04032b039d0cfd8cb9e52aa1ba431bed2eee0f
,openalex:W4388666300,Generating Synthetic Training Images to Detect Split Defects in Stamped Components,10.1109/tii.2023.3329711,,2023,journal,IEEE Transactions on Industrial Informatics,venue:ieee-transactions-on-industrial-informatics,IEEE Transactions on Industrial Informatics,IEEE Trans. Ind. Inf.,journal,,IEEE Transactions on Industrial Informatics,False,,ebf6cb8120964beb3533060ebc9d11985518e0998ab74979d193932bd37527b4
,openalex:W4394571198,"Generative Visual AI in News Organizations: Challenges, Opportunities, Perceptions, and Policies",10.1080/21670811.2024.2331769,,2024,journal,Digital Journalism,venue:digital-journalism,Digital Journalism,,journal,,Digital Journalism,True,"Journal abbreviation has not been verified; confirm its established short name from the publisher or a bibliographic authority, or explicitly document that the full name is the standard short form.",8b0eff3658537c8410dc41c65ba3c7585aa75be0baa95bac6a267489ca858bc1
curated:9c21b43f9681feb53a21,openalex:W7133207051,GenImage: A Million-Scale Benchmark for Detecting AI-Generated Image,10.52202/075280-3398,2306.08571,2023,conference,Advances in Neural Information Processing Systems,venue:neurips,Advances in Neural Information Processing Systems,NeurIPS,conference,Main,Advances in Neural Information Processing Systems 36,False,,3db7e23a9a1464e000edf34db30dd28ec67cb27be8ec5d36919f16a67c4e07cc
curated:d6fe2666a64b0c70ff6b,openalex:W7161576865,GenShield: Unified Detection and Artifact Correction for AI-Generated Images,10.48550/arxiv.2605.16122,2605.16122,2026,conference,International Conference on Machine Learning,venue:icml,International Conference on Machine Learning,ICML,conference,Main,International Conference on Machine Learning (ICML),False,,3bb545ec254ffd6db30c267316c69f2228160e5110550b95e1d4d2bdd81f7b35
curated:f3aa81928c76cd4b3903,openalex:W7169872909,GenSyn10: A Multi-Generative AI Dataset for Benchmarking Image Classification,,2607.16283,2026,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv,False,,7b210c098a114415a41b102404b99cef3c36199e154fd6a0d78d0fa40b442e71
curated:316fc03d348baa637bb4,openalex:W7167700528,Geometric-Semantic Dual-Adaptation for Generalizable AI-Generated Image Detection,10.1016/j.neucom.2026.134418,,2026,journal,Neurocomputing,venue:neurocomputing,Neurocomputing,,journal,,Neurocomputing,False,,c0c167f7370377e3cd9367dc489e6f4787a44c162b6f8d8be67a3e9f8054b466
,openalex:W4386590781,GLFF: Global and Local Feature Fusion for AI-Synthesized Image Detection,10.1109/tmm.2023.3313503,2211.08615,2023,journal,IEEE Transactions on Multimedia,venue:ieee-transactions-on-multimedia,IEEE Transactions on Multimedia,TMM,journal,,IEEE Transactions on Multimedia,False,,f5d00b41e7b39b410a87f8d247160597e785bf39b6614c6816e365c7693525ef
,openalex:W3034795015,Global Texture Enhancement for Fake Face Detection in the Wild,10.1109/cvpr42600.2020.00808,2002.00133,2020,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,567b96cb5a5b0a377eee862db7eed8ce01e799a09995f307e8f6845c639d628b
,openalex:W7128674854,"GReX-Bench: Benchmarking Generalization, Robustness, and Explainability in AI-Generated Image Detection",10.21203/rs.3.rs-8633550/v1,,2026,preprint,Research Square,venue:research-square,Research Square,,preprint,,Research Square,False,,0a4f46efdadaf6a76b53f641068da2b93217db06a933a9775cd37581e13dee72
,openalex:W4417526972,Harnessing Attention for Cropping and Fusion in CLIP-Based AIGC Detection,https://doi.org/10.1016/j.neucom.2025.132482,,2025,journal,Neurocomputing,venue:neurocomputing,Neurocomputing,,journal,,Neurocomputing,False,,3070f313bc373f74ed8643c3841763616177c084122a9a04e213e0083ceaf060
,openalex:W4410120556,Harnessing The Power Of AI To Detect AI Generated Images,10.2139/ssrn.5238890,,2025,preprint,SSRN Electronic Journal,venue:ssrn,SSRN Electronic Journal,,preprint,,SSRN Electronic Journal,False,,7ca038a6ece8419a8d07684779c267c71d09e72f0865a066542c75eb1ef8ce63
,openalex:W4393968982,Harnessing the Power of Large Vision Language Models for Synthetic Image Detection,10.48550/arxiv.2404.02726,2404.02726,2024,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,e9d5340ae60c5c7f02a054ca9e90606cd769fe4d63176368df1890555f6197c6
curated:507b9cb16991da1629f8,openalex:W4409917519,HFMF: Hierarchical Fusion Meets Multi-Stream Models for Deepfake Detection,https://doi.org/10.1109/wacvw65960.2025.00082,,2025,conference,IEEE/CVF Winter Conference on Applications of Computer Vision,venue:wacv,IEEE/CVF Winter Conference on Applications of Computer Vision,WACV,conference,Workshop,IEEE/CVF Winter Conference on Applications of Computer Vision,False,,6a0c599c1314b31362f26de731729c8ded80c55871cde5d7b56cce9aad0a62a4
,openalex:W4409705469,Hierarchical Feature Fusion and Enhanced Attention Mechanism for Robust GAN-Generated Image Detection,10.3390/math13091372,,2025,journal,Mathematics,venue:mathematics,Mathematics,,journal,,Mathematics,True,"Journal abbreviation has not been verified; confirm its established short name from the publisher or a bibliographic authority, or explicitly document that the full name is the standard short form.",2ad0e1639ef51b71e37d782f5c409f43da01f44348a7255276ede56139ac7db4
curated:70f6d63927384365006f,openalex:W7155044587,High-Resolution Contrastive Framework for Generalizable AI-Generated Image Detection,10.1109/icassp55912.2026.11461655,,2026,conference,"IEEE International Conference on Acoustics, Speech and Signal Processing",venue:icassp,"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,conference,Main,"2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",False,,0a888b8f161a84212c67d79795bbfa81c74db93514866341efe47b65c42c76b3
,openalex:W4405895672,High-Resolution Network-Based Multi-Feature Fusion for Generalized Forgery Detection,https://doi.org/10.1007/s00530-024-01626-z,,2024,journal,Multimedia Systems,venue:multimedia-systems,Multimedia Systems,MULTIMEDIA SYST,journal,,Multimedia Systems,False,,aa464dd67ca0f6c959b78d89d3a03fdc50bc695cc75df67aa158f73953dda3a1
,openalex:W4401607051,How spammers and scammers leverage AI-generated images on Facebook for audience growth,10.37016/mr-2020-151,2403.12838,2024,journal,Harvard Kennedy School Misinformation Review,venue:harvard-kennedy-school-misinformation-review,Harvard Kennedy School Misinformation Review,HKS Misinfo Review,journal,,Harvard Kennedy School Misinformation Review,False,,c1dadd636b6822b01fcffe8e9d05bfef119498d5e0ce88f7d206f0c9a603f9d7
curated:b65aca5f04f1f41ad725,openalex:W4398795245,How to Trace Latent Generative Model Generated Images Without Artificial Watermark?,10.48550/arxiv.2405.13360,2405.13360,2024,conference,International Conference on Machine Learning,venue:icml,International Conference on Machine Learning,ICML,conference,Main,Proceedings of the 41st International Conference on Machine Learning,False,,3e8b2dd66aa5a82e36b4078a2601fb22936588afcf0344204eb635ae7e424561
curated:9637c6ae3ad013926898,openalex:W7128556178,How Well Are Open Sourced AI-Generated Image Detection Models Out-of-the-Box: A Comprehensive Benchmark Study,,2602.07814,2026,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,5926ca9c06ab933ba3ac18dd322840f9fb121ab398823ee2e9694b2023e1150d
,openalex:W4415187215,HRR: Hierarchical Retrospection Refinement for Generated Image Detection,https://doi.org/10.1016/j.patrec.2026.04.016,2502.17862,2026,journal,Pattern Recognition Letters,venue:pattern-recognition-letters,Pattern Recognition Letters,PRL,journal,,Pattern Recognition Letters,False,,8ece5d3e18e54242178f1c8b59b2fd51c311a823ae3ead6194bd15a7b7a467a1
curated:b2b738978609f5704f00,openalex:W7111483085,HSIC Bottleneck for Cross-Generator and Domain-Incremental Synthetic Image Detection,,,2026,conference,International Conference on Learning Representations,venue:iclr,International Conference on Learning Representations,ICLR,conference,Main,International Conference on Learning Representations,False,,7b3691dfa26a481d24115ab2fe8e93f875b22a533df02e8afd89425b4143a62f
curated:5fde2c559e029508e0c3,openalex:W4405432911,Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection\n of Generated Images and the Impact of Prompts,10.48550/arxiv.2412.09715,2412.09715,2025,conference,International Conference on Computational Linguistics,venue:international-conference-on-computational-linguistics,International Conference on Computational Linguistics,COLING,conference,Workshop,Proceedings of the 1stWorkshop on GenAI Content Detection (GenAIDetect),False,,3c926933e01eeb3a5b6d1e9446f6d9fee9a44d166faa4cc02154b156c3227cdf
,openalex:W3140970613,Image Tampering Localization Using a Dense Fully Convolutional Network,10.1109/tifs.2021.3070444,,2021,journal,IEEE Transactions on Information Forensics and Security,venue:ieee-transactions-on-information-forensics-and-security,IEEE Transactions on Information Forensics and Security,TIFS,journal,,IEEE Transactions on Information Forensics and Security,False,,722df082a3012006a217e903685592b2523b49ffc21ef88e8949d188384b6233
curated:d59bffe554500b241a3e,openalex:W7161132651,ImageAttributionBench: How Far Are We from Generalizable Attribution?,10.48550/arxiv.2605.12967,2605.12967,2026,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,e70b30fe19903033ab80bba7d0fc698ea63457d68136a2ffc506adb838f9cd27
curated:f76424b401abe0c0fd0c,openalex:W4402963808,ImagiNet: A Multi-Content Benchmark for Synthetic Image Detection,10.48550/arxiv.2407.20020,2407.20020,2024,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,d7e3683902a3d7bd490fdb029c99b8191fb6090c100900e7c1e71511ebbc7bab
,openalex:W4293518933,Improving GAN-Generated Image Detection Generalization Using Unsupervised Domain Adaptation,10.1109/icme52920.2022.9859763,,2022,conference,IEEE International Conference on Multimedia and Expo,venue:ieee-international-conference-on-multimedia-and-expo,IEEE International Conference on Multimedia and Expo,ICME,conference,Main,2022 IEEE International Conference on Multimedia and Expo (ICME),False,,98ce337d0804dec45eb43ca9605d2073e41e3355231d5eb19cfcdff8b0be3636
curated:fa317ff4ccce609227c0,openalex:W4399991031,Improving Interpretability and Robustness for the Detection of AI-Generated Images,10.48550/arxiv.2406.15035,2406.15035,2024,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,f058e82405db40003cf0c197b02dfd107c2ed18d05a754fe1b940f5bd5f949bb
curated:c45f9027e90830e4c9b6,openalex:W4409149749,Improving Synthetic Image Detection Towards Generalization: An Image Transformation Perspective,10.1145/3690624.3709392,2408.06741v2,2025,conference,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,venue:kdd,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,KDD,conference,Main,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.1,False,,69a3191427c6575678de482c21e9dc9c0c35860254d85ec3624d01ca1e38c926
,openalex:W4367000238,Improving Synthetically Generated Image Detection in Cross-Concept Settings,10.1145/3592572.3592846,2304.12053,2023,conference,ACM International Workshop on Multimedia AI against Disinformation,venue:mad,ACM International Workshop on Multimedia AI against Disinformation,MAD,conference,Workshop,Proceedings of the 2nd ACM International Workshop on Multimedia AI against Disinformation,True,"This is a standalone scholarly workshop venue. Its name alone does not establish a Workshop subtrack; confirm Main versus an actual nested workshop track from the paper/program, preserving the venue identity.",ec7d5d31817b707a6cc3655eebe6de269d083edb6b448b9782d4746f7678ffb2
curated:246f07c81b9f91e527eb,openalex:W7155451413,IncreFA: Breaking the Static Wall of Generative Model Attribution,,2604.17736,2026,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2026 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,4d84b163e517037f530ae38c358610b607236ab62a439868d7d737cd533b39f4
curated:88b63de59a0eabcd1b02,openalex:W7170070315,Incremental Learning for AI-Generated Image Detection,10.1109/tmm.2026.3716041,,2026,journal,IEEE Transactions on Multimedia,venue:ieee-transactions-on-multimedia,IEEE Transactions on Multimedia,TMM,journal,,IEEE Transactions on Multimedia,False,,3473ad9b73e3ddf3d3b7240c09970f08812cd22a37c6354a1234dc3c6294c139
,openalex:W2978778164,Incremental learning for the detection and classification of GAN-generated images,10.1109/wifs47025.2019.9035099,1910.01568,2019,conference,IEEE International Workshop on Information Forensics and Security,venue:wifs,IEEE International Workshop on Information Forensics and Security,WIFS,conference,Workshop,2019 IEEE International Workshop on Information Forensics and Security (WIFS),True,"This is a standalone scholarly workshop venue. Its name alone does not establish a Workshop subtrack; confirm Main versus an actual nested workshop track from the paper/program, preserving the venue identity.",fb3b93af96d2f2ddcc021669368e8c8c2ffd52191b6aa9e4abe2b40b691edbd0
,openalex:W7164742316,"Interpol Review of Detection of AI-Generated Image and Video Deepfakes, 2022-2025",10.1016/j.fsisyn.2026.100704,,2026,journal,Forensic Science International: Synergy,venue:forensic-science-international-synergy,Forensic Science International: Synergy,,journal,,Forensic Science International Synergy,True,"Journal abbreviation has not been verified; confirm its established short name from the publisher or a bibliographic authority, or explicitly document that the full name is the standard short form.",a15ad1e42aa1dff4e60ed6c2493be6aa1a6004f9873966a70fc65c2e30ad89b6
curated:67d37f98e44fa9d7d06e,openalex:W4385815563,Intriguing Properties of Synthetic Images: From Generative Adversarial Networks to Diffusion Models,10.1109/cvprw59228.2023.00104,2304.06408,2023,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,IEEE/CVF Conference on Computer Vision and Pattern Recognition,False,,df2fae0af90ccf3fd4324908031e4573bee982df7287d54cc65e32ffb44a27bc
curated:3ea88dc6c3224d22d416,openalex:W7128586659,IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,https://doi.org/10.3390/s26041172,,2026,journal,Sensors,venue:sensors,Sensors,SENSORS-BASEL,journal,,Sensors,False,,bf7bc30c5122107bcbafb1b99f3fecef1d19db496a414a748f7f447388c66418
,openalex:W4401287425,IPD-Net: Detecting AI-Generated Images via Inter-Patch Dependencies,10.14569/ijacsa.2024.01507133,,2024,journal,International Journal of Advanced Computer Science and Applications,venue:international-journal-of-advanced-computer-science-and-applications,International Journal of Advanced Computer Science and Applications,ijacsa,journal,,International Journal of Advanced Computer Science and Applications,False,,b023b90f37bcef42888cae88ce52bb2fe0eea03da97018ce82ffc233b3f54898
curated:f158c57190bcd2c8405c,openalex:W4417300571,Is Artificial Intelligence Generated Image Detection a Solved Problem?,10.48550/arxiv.2505.12335,2505.12335,2025,conference,Advances in Neural Information Processing Systems,venue:neurips,Advances in Neural Information Processing Systems,NeurIPS,conference,Main,NeurIPS,False,,38d86fc98958899f8de5e3d482643988ffd9c2e4fa78d330740cf3f7726e6b2b
