audit_id,review_group_id,mapping_id,paper_id,paper_title,year,doi,openalex_url,author,current_institution,current_institution_id,raw_affiliation,suggested_canonical_institution,suggested_institution_id,provenance,severity,issue_type,classification,is_blocking,reason,recommended_action,resolution_status
institution-consistency:d1c78c92852f6f106a29,institution-review-group:28b41767d81cece42cd3,mapping:4ce3a848e0cb882aacca,curated:f40ecaaf5d0212852b79,Dual Data Alignment Makes AI-Generated Image Detector Easier Generalizable,2025,10.48550/arxiv.2505.14359,https://openalex.org/W4416562145,Taiping Yao,Tencent Youtu Lab,institution:3e78e883c14f8bb8,Tecent YouTu Lab,,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:33e49c40a9cebbc3a1d0,institution-review-group:496c8397de55b250b64c,mapping:3ebc1da9d6d72cf1f6e5,curated:983a33a1268421bbfc71,Dual-branch AIGC image detection leveraging integrated semantic and frequency-domain features,2026,10.1016/j.cviu.2026.104893,https://openalex.org/W7172206884,Teng Lei,Guangdong Technion-Israel Institute of Technology,institution:cab25d5cf69f9936,"Technion-Israel Institute of Technology, Shantou, 515041, Guangdong, China",,,manually_confirmed,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:d643ac37818da0222503,institution-review-group:e31fc72b65a4a32c49ae,mapping:343cd7b342c4600eda13,curated:6a5bef99dcdc1ad4ba28,DySy-Det: A Synergistic Framework with Dynamic Reconstruction-Path Consistency for AI-Generated Image Detection,2026,10.1609/aaai.v40i42.40868,https://openalex.org/W7139090785,Fanli Jin,Zhejiang University,institution:e433baf78e80004b,"State Key Laboratory of Blockchain and Data Security, Zhejiang University Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security",Binjiang Institute of Zhejiang University,institution:5d6887482c098264,manually_confirmed,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:c106512c9be98c2b07ca,institution-review-group:cdae1e04f61d29ce338a,mapping:343cd7b342c4600eda13,curated:6a5bef99dcdc1ad4ba28,DySy-Det: A Synergistic Framework with Dynamic Reconstruction-Path Consistency for AI-Generated Image Detection,2026,10.1609/aaai.v40i42.40868,https://openalex.org/W7139090785,Feng Lin,Zhejiang University,institution:e433baf78e80004b,"State Key Laboratory of Blockchain and Data Security, Zhejiang University Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security",Binjiang Institute of Zhejiang University,institution:5d6887482c098264,manually_confirmed,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:7cc4ea69253dc4001112,institution-review-group:fd3298bb25e62506cc67,mapping:343cd7b342c4600eda13,curated:6a5bef99dcdc1ad4ba28,DySy-Det: A Synergistic Framework with Dynamic Reconstruction-Path Consistency for AI-Generated Image Detection,2026,10.1609/aaai.v40i42.40868,https://openalex.org/W7139090785,Gaojian Wang,Zhejiang University,institution:e433baf78e80004b,"State Key Laboratory of Blockchain and Data Security, Zhejiang University Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security",Binjiang Institute of Zhejiang University,institution:5d6887482c098264,manually_confirmed,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:c18a000434614f76e6c6,institution-review-group:a2cdced93357c5535702,mapping:343cd7b342c4600eda13,curated:6a5bef99dcdc1ad4ba28,DySy-Det: A Synergistic Framework with Dynamic Reconstruction-Path Consistency for AI-Generated Image Detection,2026,10.1609/aaai.v40i42.40868,https://openalex.org/W7139090785,Tong Wu,Zhejiang University,institution:e433baf78e80004b,"State Key Laboratory of Blockchain and Data Security, Zhejiang University Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security",Binjiang Institute of Zhejiang University,institution:5d6887482c098264,manually_confirmed,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:69f7198f4bb67330e6f4,institution-review-group:a3a16df55cafa32a91bb,mapping:c9139a042858068c242c,curated:a0c532923fe10a4ee7c0,Enhancing Deepfake Detection with Diversified Self-Blending Images and Residuals,2024,10.1109/access.2024.3382196,https://openalex.org/W4393217303,Jing Liu,"Beijing IrisKing Co., Ltd.",institution:1f939a5a9221dfb6,"Beijing IrisKing Company Ltd., Beijing, China",,,curated_import,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:694664b1533547abcda6,institution-review-group:bcf0c35062cecff7cb68,mapping:44292523d51b513f7a9c,curated:6e6c7c4645ed4af43a61,Enhancing Sensing and Imaging Capabilities Through Surface Plasmon Resonance for Deepfake Image Detection,2025,10.1007/s11468-024-02492-1,https://openalex.org/W4402322120,Digvijay Pandey,"Department of Technical Education, Uttar Pradesh",institution:96dd3389141fcf35,"Department of Technical Education, Kanpur, Uttar Pradesh, India",,,curated_import,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:1b68772e13e976e62edd,institution-review-group:3a3c2fdd91bb61462db6,mapping:87eddcccac6738e25a12,curated:7e8fbc2874cf4cebfcc9,Fake or JPEG? Revealing Common Biases in Generated Image Detection Datasets,2025,10.1007/978-3-031-92089-9_6,https://openalex.org/W4410706528,Franz-Josef Pfreundt,Fraunhofer Institute for Industrial Mathematics ITWM,institution:ce832fad3d4de534,"Competence Center High Performance Computing, Fraunhofer ITWM, Kaiserslautern, Germany",,,manually_confirmed,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:70c55b2ef2d3584cf3ea,institution-review-group:5c03540cb786823c51ee,mapping:d4e1e0bc5fe2b3d512e5,curated:7e8fbc2874cf4cebfcc9,Fake or JPEG? Revealing Common Biases in Generated Image Detection Datasets,2025,10.1007/978-3-031-92089-9_6,https://openalex.org/W4410706528,Janis Keuper,Offenburg University of Applied Sciences,institution:59fe0b363dfeb8f5,"Institute of Machine Learning and Analysis (IMLA), Offenburg University, Offenburg, Germany",,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:4b9176ed2385446e702c,institution-review-group:b9ae908fc0b20b7e8a34,mapping:87eddcccac6738e25a12,curated:7e8fbc2874cf4cebfcc9,Fake or JPEG? Revealing Common Biases in Generated Image Detection Datasets,2025,10.1007/978-3-031-92089-9_6,https://openalex.org/W4410706528,Louis Weiss,Fraunhofer Institute for Industrial Mathematics ITWM,institution:ce832fad3d4de534,"Competence Center High Performance Computing, Fraunhofer ITWM, Kaiserslautern, Germany",,,manually_confirmed,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:882b672dc70ee474ced2,institution-review-group:b9ae908fc0b20b7e8a34,mapping:d4e1e0bc5fe2b3d512e5,curated:7e8fbc2874cf4cebfcc9,Fake or JPEG? Revealing Common Biases in Generated Image Detection Datasets,2025,10.1007/978-3-031-92089-9_6,https://openalex.org/W4410706528,Louis Weiss,Offenburg University of Applied Sciences,institution:59fe0b363dfeb8f5,"Institute of Machine Learning and Analysis (IMLA), Offenburg University, Offenburg, Germany",,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:fca75e16b75ffb8f6ef6,institution-review-group:83f8531bfc01fe95b3fb,mapping:87eddcccac6738e25a12,curated:7e8fbc2874cf4cebfcc9,Fake or JPEG? Revealing Common Biases in Generated Image Detection Datasets,2025,10.1007/978-3-031-92089-9_6,https://openalex.org/W4410706528,Patrick Grommelt,Fraunhofer Institute for Industrial Mathematics ITWM,institution:ce832fad3d4de534,"Competence Center High Performance Computing, Fraunhofer ITWM, Kaiserslautern, Germany",,,manually_confirmed,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:09780da8f27bd8453407,institution-review-group:83f8531bfc01fe95b3fb,mapping:d4e1e0bc5fe2b3d512e5,curated:7e8fbc2874cf4cebfcc9,Fake or JPEG? Revealing Common Biases in Generated Image Detection Datasets,2025,10.1007/978-3-031-92089-9_6,https://openalex.org/W4410706528,Patrick Grommelt,Offenburg University of Applied Sciences,institution:59fe0b363dfeb8f5,"Institute of Machine Learning and Analysis (IMLA), Offenburg University, Offenburg, Germany",,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:a93fc693a293354647f3,institution-review-group:da15bb612e5dbde29e2e,mapping:824da221d6a0922bfb18,curated:1332f5c35b9ac943f349,FLODA: Harnessing Vision-Language Models for Deepfake Assessment,2025,10.1109/icce63647.2025.10929816,https://openalex.org/W4408861326,Gunhui Han,"Yonsei University, Sinchon Campus",institution:42992b97b8e05dd4,"Department of Mechanical Engineering, Yonsei University, Seoul, Republic of Korea",,,curated_import,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:d243227a5d4355c5703f,institution-review-group:10bb314cc93840701c83,mapping:2bd5d375d6e0769c233c,curated:1332f5c35b9ac943f349,FLODA: Harnessing Vision-Language Models for Deepfake Assessment,2025,10.1109/icce63647.2025.10929816,https://openalex.org/W4408861326,Seunghyeon Park,"Yonsei University, International Campus",institution:6e61f1cad147c313,"School of Integrated Technology, Yonsei University, Incheon, Republic of Korea",,,curated_import,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:a68fc0d593b4706e02e0,institution-review-group:3b853bc1eda1519d4d3a,mapping:eb3daba31063e8e80152,openalex:W4417093490,ForensicHub: A Unified Benchmark &amp; Codebase for All-Domain Fake Image Detection and Localization,2025,10.48550/arxiv.2505.11003,https://openalex.org/W4417093490,Xiaochen Ma,The Hong Kong University of Science and Technology,institution:fa80d3c071c298e1,HKUST,,,curated_import,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:4bb9f09c789f08c099e5,institution-review-group:828025113a20d9d42d32,mapping:457e9e85050e4ece4e76,curated:9ae6e4e3816daa7e1650,ForgeryMoE: Mixture of Experts for Image Forgery Detection Under JPEG Compression,2026,10.1145/3805622.3810810,https://openalex.org/W7164804110,Jian Zhao,"Institute of Artificial Intelligence (TeleAI), China Telecom",institution:a1ff6f7123083db9,"Institute of Artificial Intelligence, beijing, China",,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:1ade1ef1d3a1342cc31b,institution-review-group:6cb32f89cda7c1c1edb6,mapping:c8b39e36cd596d02a22a,curated:316fc03d348baa637bb4,Geometric-semantic dual-adaptation for generalizable AI-generated image detection,2026,10.1016/j.neucom.2026.134418,https://openalex.org/W7167700528,Jiaye Li,Chinese People's Armed Police Force Engineering University,institution:3f9391add8daa620,"College of Cryptography Engineering, Engineering University of the People’s Armed Police (PAP), Xi’an, China",,,curated_import,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:bf50fe456fb172ebdb98,institution-review-group:3c1f02ff3504a76123ed,mapping:c8b39e36cd596d02a22a,curated:316fc03d348baa637bb4,Geometric-semantic dual-adaptation for generalizable AI-generated image detection,2026,10.1016/j.neucom.2026.134418,https://openalex.org/W7167700528,Lang Liu,Chinese People's Armed Police Force Engineering University,institution:3f9391add8daa620,"College of Cryptography Engineering, Engineering University of the People’s Armed Police (PAP), Xi’an, China",,,curated_import,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:7b876a500f24e942f7c4,institution-review-group:c5043147dc186763b65a,mapping:c8b39e36cd596d02a22a,curated:316fc03d348baa637bb4,Geometric-semantic dual-adaptation for generalizable AI-generated image detection,2026,10.1016/j.neucom.2026.134418,https://openalex.org/W7167700528,Pei Feng,Chinese People's Armed Police Force Engineering University,institution:3f9391add8daa620,"College of Cryptography Engineering, Engineering University of the People’s Armed Police (PAP), Xi’an, China",,,curated_import,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:dd294d8019caf748530d,institution-review-group:1c1aa02d8878a547e03d,mapping:c8b39e36cd596d02a22a,curated:316fc03d348baa637bb4,Geometric-semantic dual-adaptation for generalizable AI-generated image detection,2026,10.1016/j.neucom.2026.134418,https://openalex.org/W7167700528,Siyuan Huang,Chinese People's Armed Police Force Engineering University,institution:3f9391add8daa620,"College of Cryptography Engineering, Engineering University of the People’s Armed Police (PAP), Xi’an, China",,,curated_import,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:e8fe2373da8f57cb8eeb,institution-review-group:6394e27b5ae758fbffc0,mapping:c8b39e36cd596d02a22a,curated:316fc03d348baa637bb4,Geometric-semantic dual-adaptation for generalizable AI-generated image detection,2026,10.1016/j.neucom.2026.134418,https://openalex.org/W7167700528,Zhang Minqing,Chinese People's Armed Police Force Engineering University,institution:3f9391add8daa620,"College of Cryptography Engineering, Engineering University of the People’s Armed Police (PAP), Xi’an, China",,,curated_import,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:a05784a4f7ec131b78b5,institution-review-group:769b13421cc1f761efb8,mapping:4cd809dd4913fd558a6e,curated:b65aca5f04f1f41ad725,How to Trace Latent Generative Model Generated Images without Artificial Watermark?,2024,10.48550/arxiv.2405.13360,https://openalex.org/W4398795245,Shiqing Ma,University of Massachusetts Amherst,institution:304707b21fcfbd4d,University of Massachusetts at Amherst,,,curated_import,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:5fb555532cfaeea99115,institution-review-group:15c78f3c6764bf7cde8f,mapping:ab1e8e8a5e0a18348cc3,curated:5fde2c559e029508e0c3,Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection\n of Generated Images and the Impact of Prompts,2025,10.48550/arxiv.2412.09715,https://openalex.org/W4405432911,Heike Adel,Stuttgart Media University,institution:d4c79ca44c5dbbbc,"Hochschule der Medien Stuttgart , Germany",,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:a3e311a95dad8e49412c,institution-review-group:5898f485a98b9756b2b5,mapping:ab1e8e8a5e0a18348cc3,curated:5fde2c559e029508e0c3,Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection\n of Generated Images and the Impact of Prompts,2025,10.48550/arxiv.2412.09715,https://openalex.org/W4405432911,Philipp Moeßner,Stuttgart Media University,institution:d4c79ca44c5dbbbc,"Hochschule der Medien Stuttgart , Germany",,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:25790e80b52091edc6e5,institution-review-group:29a97446da1084d1a95a,mapping:8bde822b616608f7d149,openalex:W7128586659,IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,2026,https://doi.org/10.3390/s26041172,https://openalex.org/W7128586659,Nimra Nasir,Government Sadiq College Women University,institution:823a09a4580fb39e,"Department of Computer Science & IT, The Govt. Sadiq College Women University, Bahawalpur 63100, Pakistan",,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:6b68f9b3618e44c0a1d8,institution-review-group:b014c2af510e85a9551b,mapping:8bde822b616608f7d149,openalex:W7128586659,IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,2026,https://doi.org/10.3390/s26041172,https://openalex.org/W7128586659,Syeda Sitara Waseem,Government Sadiq College Women University,institution:823a09a4580fb39e,"Department of Computer Science & IT, The Govt. Sadiq College Women University, Bahawalpur 63100, Pakistan",,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:70de432361bb1f1317a2,institution-review-group:f05b6ec9e6d3d64a8b42,mapping:b99ae4b11b8352e42b95,curated:56afa39191eba5bf8797,Level Up the Deepfake Detection: A Method to Effectively Discriminate Images Generated by GAN Architectures and Diffusion Models,2024,10.1007/978-3-031-66431-1_43,https://openalex.org/W4401108337,Oliver Giudice,Bank of Italy,institution:4e0158a865182393,"Banca D’Italia, Applied Research Team, IT Department, Rome, Italy",,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:c3e5b6559e043419bbcc,institution-review-group:3f3c96a0467b54e78682,mapping:45efaf7cffc63304402c,curated:dcf7aae2c8590b07aff3,Leveraging Frequency Analysis for Deep Fake Image Recognition,2020,10.48550/arxiv.2003.08685,https://openalex.org/W3012033723,Asja Fischer,Ruhr University Bochum,institution:8f8dd64c6339c8ff,"Ruhr-Universität Bochum, Horst Görtz Institute for IT Security, Bochum, Germany",,,manually_confirmed,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:b3b2685202fb9e1f0696,institution-review-group:1a2649b618d6881cb013,mapping:45efaf7cffc63304402c,curated:dcf7aae2c8590b07aff3,Leveraging Frequency Analysis for Deep Fake Image Recognition,2020,10.48550/arxiv.2003.08685,https://openalex.org/W3012033723,Dorothea Kolossa,Ruhr University Bochum,institution:8f8dd64c6339c8ff,"Ruhr-Universität Bochum, Horst Görtz Institute for IT Security, Bochum, Germany",,,manually_confirmed,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:bc9aa9fcd6a88fb7307a,institution-review-group:073425310cd71b7a7ada,mapping:45efaf7cffc63304402c,curated:dcf7aae2c8590b07aff3,Leveraging Frequency Analysis for Deep Fake Image Recognition,2020,10.48550/arxiv.2003.08685,https://openalex.org/W3012033723,Joel Frank,Ruhr University Bochum,institution:8f8dd64c6339c8ff,"Ruhr-Universität Bochum, Horst Görtz Institute for IT Security, Bochum, Germany",,,manually_confirmed,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:87fe9ef918fa8e8eca08,institution-review-group:14c0271cdd5a7f0b39ec,mapping:45efaf7cffc63304402c,curated:dcf7aae2c8590b07aff3,Leveraging Frequency Analysis for Deep Fake Image Recognition,2020,10.48550/arxiv.2003.08685,https://openalex.org/W3012033723,Lea Schönherr,Ruhr University Bochum,institution:8f8dd64c6339c8ff,"Ruhr-Universität Bochum, Horst Görtz Institute for IT Security, Bochum, Germany",,,manually_confirmed,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:d0855640ff3538fa4be6,institution-review-group:955b5e5dad89d696a7b0,mapping:45efaf7cffc63304402c,curated:dcf7aae2c8590b07aff3,Leveraging Frequency Analysis for Deep Fake Image Recognition,2020,10.48550/arxiv.2003.08685,https://openalex.org/W3012033723,Thorsten Eisenhofer,Ruhr University Bochum,institution:8f8dd64c6339c8ff,"Ruhr-Universität Bochum, Horst Görtz Institute for IT Security, Bochum, Germany",,,manually_confirmed,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:7d79f17ff135e9f40a10,institution-review-group:56e79a9632c95688a234,mapping:45efaf7cffc63304402c,curated:dcf7aae2c8590b07aff3,Leveraging Frequency Analysis for Deep Fake Image Recognition,2020,10.48550/arxiv.2003.08685,https://openalex.org/W3012033723,Thorsten Holz,Ruhr University Bochum,institution:8f8dd64c6339c8ff,"Ruhr-Universität Bochum, Horst Görtz Institute for IT Security, Bochum, Germany",,,manually_confirmed,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:63d3b0b2ffc4fa1899e0,institution-review-group:eb9e53a5642c77c6389b,mapping:0721380c468bda1b9629,curated:854ae0d692bd69098142,Lightweight Detection of AIGI Based on Multi-Feature Fusion and Phased Optimization,2026,10.1109/dlcv69906.2026.11635629,https://openalex.org/W7201833279,Haoran Cui,Tongji University,institution:b0b93bb53a8b88c1,ShanghaiJiao Tong University,,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:cc941264aa9c894a7468,institution-review-group:c1038176c19ba44515c8,mapping:0721380c468bda1b9629,curated:854ae0d692bd69098142,Lightweight Detection of AIGI Based on Multi-Feature Fusion and Phased Optimization,2026,10.1109/dlcv69906.2026.11635629,https://openalex.org/W7201833279,Huiyuan Wang,Tongji University,institution:b0b93bb53a8b88c1,ShanghaiJiao Tong University,,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:401b7a8773a20c8ee9ea,institution-review-group:59acf83ceabe82a3b37d,mapping:0721380c468bda1b9629,curated:854ae0d692bd69098142,Lightweight Detection of AIGI Based on Multi-Feature Fusion and Phased Optimization,2026,10.1109/dlcv69906.2026.11635629,https://openalex.org/W7201833279,Xiao Zhang,Tongji University,institution:b0b93bb53a8b88c1,ShanghaiJiao Tong University,,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:c95258d6042feedb0e63,institution-review-group:63a7e2bc3c4cf61715cf,mapping:0721380c468bda1b9629,curated:854ae0d692bd69098142,Lightweight Detection of AIGI Based on Multi-Feature Fusion and Phased Optimization,2026,10.1109/dlcv69906.2026.11635629,https://openalex.org/W7201833279,Yuefan Li,Tongji University,institution:b0b93bb53a8b88c1,ShanghaiJiao Tong University,,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:d9db82c8abc9367360cd,institution-review-group:115692e35fb43b6c8092,mapping:57379b0ca2796ded4d28,curated:2c278dcd079ea27d0f73,MAID: Model Attribution via Inverse Diffusion,2025,10.1109/icassp49660.2025.10888869,https://openalex.org/W4408354801,Derui Wang,Commonwealth Scientific and Industrial Research Organisation,institution:3da00d58d4c97192,"CSIRO's Data61, Australia",,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:bbb15236988c34ccab4c,institution-review-group:b548a6bee12ad57c43e6,mapping:41e042c226b68820e255,curated:8e9658fa727094695be8,MIRAGE: Towards AI-Generated Image Detection in the Wild,2026,10.1609/aaai.v40i7.37421,https://openalex.org/W7137943215,Bo Zheng,Alibaba Inc,institution:6faf58b52bec4e39,Taobao & Tmall Group of Alibaba,Alibaba Group,institution:73f449eb6a3c05d3,curated_import,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:0fa7d011f8b22c2152bc,institution-review-group:c423e1f7330f588d4a15,mapping:41e042c226b68820e255,curated:8e9658fa727094695be8,MIRAGE: Towards AI-Generated Image Detection in the Wild,2026,10.1609/aaai.v40i7.37421,https://openalex.org/W7137943215,Jiexiang Tan,Alibaba Inc,institution:6faf58b52bec4e39,Taobao & Tmall Group of Alibaba,Alibaba Group,institution:73f449eb6a3c05d3,curated_import,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:5d5da4e2a4a8ba184de5,institution-review-group:b4f53d7316851d8e8fe2,mapping:41e042c226b68820e255,curated:8e9658fa727094695be8,MIRAGE: Towards AI-Generated Image Detection in the Wild,2026,10.1609/aaai.v40i7.37421,https://openalex.org/W7137943215,Junjun Zheng,Alibaba Inc,institution:6faf58b52bec4e39,Taobao & Tmall Group of Alibaba,Alibaba Group,institution:73f449eb6a3c05d3,curated_import,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
