institution_id,current_canonical_name,proposed_english_name,country,city,institution_type,existing_aliases,source_or_evidence,decision,decision_reason,affected_paper_count,affected_relationship_count,collision_status,review_required
institution:5dbb9ac6a407e079,"The Chinese University of Hong Kong, Shenzhen",,China,Shenzhen,university,"The Chinese University of Hong Kong, Shenzhen",,keep,No local-language or alias-promotion candidate signal.,4,5,none,false
institution:31f980eaa403801a,The Hong Kong Polytechnic University,,China,Hong Kong,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:fa80d3c071c298e1,The Hong Kong University of Science and Technology,,China,Hong Kong,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:404cfa1ef241f359,The University of Hong Kong,,China,Hong Kong,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:b0b93bb53a8b88c1,Tongji University,,China,Yangpu,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:230f59b4fb28c236,Tsinghua Shenzhen International Graduate School,,China,Shenzhen,university,Tsinghua Shenzhen International Graduate School,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:4ae45b121fe12e9c,Tsinghua University,,China,Beijing,university,Tsinghua University,,keep,No local-language or alias-promotion candidate signal.,7,7,none,false
institution:69309405e04976ec,University of Chinese Academy of Sciences,,China,Beijing,university,University of Chinese Academy of Sciences,,keep,No local-language or alias-promotion candidate signal.,14,14,none,false
institution:19b5782d597636d9,University of International Relations,,China,Beijing,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:b8a4e3b25fd4a300,University of Macao,,China,Macao,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:53e6219d595780e3,University of Macau,,China,Macau,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:e721b03b6f6c172d,University of Science and Technology of China,,China,Hefei,university,,,keep,No local-language or alias-promotion candidate signal.,8,8,none,false
institution:a5744bc50825ed1f,"WeChat Pay, Tencent",,China,Shenzhen,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:f23b95ce92de4591,Wuhan University,,China,Wuhan,university,Wuhan University,,keep,No local-language or alias-promotion candidate signal.,7,7,none,false
institution:59879dd4d4951779,Xi'an University of Technology,,China,Xi'an,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:929ddef9540ec1e7,Xiamen University,,China,Xiamen,university,,,keep,No local-language or alias-promotion candidate signal.,4,4,none,false
institution:43ae05e86afd56bd,Xidian University,,China,Xi'an,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:c5810afc25d178a5,Yanshan University,,China,Qinhuangdao,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:052cc551c35dadab,Yunnan University of Finance and Economics,,China,Kunming,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:2f8c9f8f9209013d,Zhejiang Lab,,China,Hangzhou,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:e433baf78e80004b,Zhejiang University,,China,Hangzhou,university,Zhejiang University,,keep,No local-language or alias-promotion candidate signal.,9,9,none,false
institution:9b91aedca1273b56,Zhejiang University of Technology,,China,Hangzhou,university,,,keep,No local-language or alias-promotion candidate signal.,4,4,none,false
institution:d1012c88e7ee61fd,xiaohongshu Inc.,,China,Shanghai,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:b85a1a866c0c7fe8,Aarhus University,,Denmark,Aarhus,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:bc52939c5da8ad98,Jaume I University,,España,Castellón de la Plana,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:a76d3c97c5824bc9,Grenoble INP,,France,Grenoble,university,,,keep,No local-language or alias-promotion candidate signal. Same-name canonical IDs: institution:475fa3f7d32d5d27.,1,1,existing_canonical_collision,false
institution:0c5e25ec47ce33fe,Paris-Saclay University,,France,Gif-sur-Yvette,university,Université Paris-Saclay,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:1e2fe2432a089705,Polytechnic University of Hauts-de-France,,France,Valenciennes,university,Université Polytechnique Hauts-de-France; University Polytechnique Hauts-de-France,repository confirmed aliases,keep,Current canonical name is already English and the French form is intentionally retained as an alias.,5,5,none,false
institution:c76018a960d2cd12,University of Lille,,France,Villeneuve-d'Ascq,university,Université de Lille,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:6c246ba350e11d5f,University of Rennes,,France,Rennes,university,Université de Rennes,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:bf0065cf4529e953,University of Technology of Troyes,,France,Troyes,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:ef7c68d6edbab550,Université Grenoble Alpes,,France,Saint-Martin-d'Hères,university,,https://www.univ-grenoble-alpes.fr/english/,keep,Official English site retains Université Grenoble Alpes.,2,2,none,false
institution:678fbbc18157fd45,École Polytechnique,,France,Palaiseau,university,,https://www.polytechnique.edu/en,keep,Official English site retains École Polytechnique.,1,1,none,false
institution:aea376936c88135b,CISPA Helmholtz Center for Information Security,,Germany,Saarbrücken,research_unit,CISPA Helmholtz Center for Information Security,,keep,No local-language or alias-promotion candidate signal.,4,4,none,false
institution:73bb0fe265f6e090,Friedrich-Alexander-Universität Erlangen-Nürnberg,,Germany,Erlangen,university,,https://www.fau.eu/,keep,Official international brand retains the German proper name and uses FAU as the short form.,1,1,none,false
institution:bef37c90751e824e,Max Planck Institute for Informatics,,Germany,Saarbrücken,research_unit,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:59fe0b363dfeb8f5,Offenburg University of Applied Sciences,,Germany,Offenburg,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:8f8dd64c6339c8ff,Ruhr University Bochum,,Germany,Bochum,university,Ruhr University Bochum,,keep,No local-language or alias-promotion candidate signal.,5,5,none,false
institution:f42de06978b10eb5,Technical University of Munich,,Germany,Garching,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:5a73fc9b412db6f4,University of Hamburg,,Germany,Hamburg,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:957fef132942e033,University of Mannheim,,Germany,Mannheim,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:930e5c2880e11cb3,Alipurduar Government Engineering and Management College,,India,Alipurduar,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:e822c28c6d58a829,"BITS Pilani, Goa",,India,Vasco da Gama,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:99ef70abd8f55fae,"BITS Pilani, Hyderabad",,India,Hyderabad,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:bcd623204fe5d659,Bennett University,,India,Madhaiya Maincha,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:b91c4ceb2690766e,IIIT Delhi,,India,New Delhi,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:f0c3da144873207a,Indian Institute of Technology Kharagpur,,India,Kharagpur,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:d0b09c4ef698e8de,Indian Institute of Technology Roorkee,,India,Roorkee,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:df7499422b3e4d82,Indraprastha Institute of Information Technology Delhi,,India,New Delhi,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:118c2f047da4525d,"International Institute of Information Technology, Naya Raipur",,India,Naya Raipur,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:1a36f9f1487a39da,Manipal University Jaipur,,India,Dahmi Kalan,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:d4f85059258439dc,National Institute of Technology Silchar,,India,Silchar,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:cb1cf39b9e67e9ec,Vishwakarma Institute of Information Technology,,India,Pune,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:dbb7fb7fdd9bd486,Vishwakarma Institute of Technology,,India,Pune,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:04b81a56c7eb1a69,Informatics Institute for Postgraduate Studies,,Iraq,Baghdad,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:f87d6ace800645a7,University of Baghdad,,Iraq,Baghdad,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:9e5e300bb52918ca,Technion – Israel Institute of Technology,,Israel,Haifa,university,,https://www.technion.ac.il/en/,keep,Established English international name; dash is typography.,2,2,none,false
institution:721b1fe645c5b099,CNIT,,Italy,Florence,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:9958d7ee1cfec4aa,IMT School for Advanced Studies Lucca,,Italy,Lucca,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:fe7a819f82113c79,IdentifAI,,Italy,Milan,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:8ca93bff11a3be9e,Leonardo S.p.A.,,Italy,Rome,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:0b1cc69a0a28e0c1,NVIDIA AI Technology Center Italy,,Italy,Rome,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:977430a4473aa4b0,Sapienza University of Rome,,Italy,Rome,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:1afce89cd4f3571f,Universitas Mercatorum,,Italy,Rome,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:e73ae6a6d6ff3735,University of Bologna,,Italy,Bologna,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:fd8ba2b56bf5212d,University of Catania,,Italy,Catania,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:42fcf4ae44e1a706,University of Florence,,Italy,Florence,university,University of Florence,,keep,No local-language or alias-promotion candidate signal.,4,4,none,false
institution:117fcda9a6399108,University of Modena and Reggio Emilia,,Italy,Modena,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:d046d2c57bb3a863,University of Naples Federico II,,Italy,Naples,university,University of Naples Federico II; University Federico II of Naples,repository confirmed aliases,keep,Current canonical name is already English; alternate English word order remains an alias.,13,13,none,false
institution:a407f4c649ba4c6a,University of Palermo,,Italy,Palermo,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:3ec8d9fa829f5777,University of Pisa,,Italy,Pisa,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:65dbfd1e022f02e2,University of Siena,,Italy,Siena,university,University of Siena,,keep,No local-language or alias-promotion candidate signal.,8,8,none,false
institution:3c4903b35459f2b5,University of Trento,,Italy,Trento,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:060062d7bc15b07c,"Center for Data-Driven Science and AI, Tohoku University, Sendai, Japan",,Japan,Sendai,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:0da909b4402f8657,Fujitsu Limited,,Japan,Kawasaki,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:db8874f9983a5ffd,National Institute of Informatics,,Japan,Tokyo,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:d1f71b03766ee0a2,Noeon Research,,Japan,Tokyo,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:ccbfeb66fb71797e,RIKEN Center for Advanced Intelligence Project,,Japan,Tokyo,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:cf2639c8e56f6453,Sony AI,,Japan,Tokyo,company,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:8c45f60c84082063,The University of Tokyo,,Japan,Tokyo,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:fb6e9411e701578c,University of Tsukuba,,Japan,Tsukuba,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:4745b20cdc6c5fb0,Univresity of Tskuba,,Japan,Tsukuba,university,,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:ae914839cab3ba03,Monash University Malaysia,,Malaysia,Subang Jaya,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:141dbbea6bba3a37,Everest English Boarding Secondary School,,Nepel,Butwal,other,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:bda289c20f284717,Netherlands Forensic Institute,,Netherlands,The Hague,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:4a9a14dbf4357b38,University of Amsterdam,,Netherlands,Amsterdam,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:51bbeb5bfb404721,University of Agder,,Norway,Kristiansand,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:b978b6dfc7b3baa0,University of Bergen,,Norway,Bergen,university,University of Bergen,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:823a09a4580fb39e,Government Sadiq College Women University,,Pakistan,Bahawalpur,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:b145c3f748543038,AI Foundation and Algorithm Lab,,Russia,Moscow,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:95daf5606b8bd80c,HSE University,,Russia,Moscow,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:91d1003beb3bcb91,Skolkovo Institute of Science and Technology,,Russia,Moscow,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:a202a16ef9383442,St. Petersburg Department of the Steklov Institute of Mathematics,,Russia,Saint Petersburg,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:a0aa144d9d2444cc,Princess Nourah bint Abdulrahman University,,Saudi Arabia,Riyadh,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:e81a0314e783d8a4,"Agency for Science, Technology and Research (A*STAR)",,Singapore,Singapore,research_unit,"Agency for Science, Technology and Research (A*STAR); Agency for Science, Technology and Research",,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:c111feb812f1a7ed,Nanyang Technological University,,Singapore,Singapore,university,Nanyang Technological University,,keep,No local-language or alias-promotion candidate signal.,6,6,none,false
institution:70ccb485197bbb6c,National University of Singapore,,Singapore,Singapore,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:eefb779b4c760808,Singapore Management University,,Singapore,Singapore,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:6dd3ce9e0d5fd1ab,Singapore University of Technology and Design,,Singapore,Singapore,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:6beb2f6c52d3f30c,Gachon University,,South Korea,Seongnam-si,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:3e2d6c20e9d268da,Hanyang University,,South Korea,Seoul,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:696e90c102571ea3,Korea AI Safety Institute (AISI),,South Korea,Seongnam,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:e80b94c605da24ce,Sungkyunkwan University,,South Korea,Suwon,university,Sungkyunkwan University,,keep,No local-language or alias-promotion candidate signal.,4,4,none,false
institution:52cbdd91a8dbd658,Yonsei University,,South Korea,Seoul,university,Yonsei University,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:6e61f1cad147c313,"Yonsei University, International Campus",,South Korea,Incheon,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:42992b97b8e05dd4,"Yonsei University, Sinchon Campus",,South Korea,Seoul,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:6a318a8411b5cf74,Complutense University of Madrid,,Spain,Madrid,university,Universidad Complutense de Madrid; 马德里康普顿斯大学,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:2d64a600151c6a44,Technical University of Madrid,,Spain,Madrid,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:6d607bd40551e45f,Tamkang University,,Taiwan,New Taipei City,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:81f79a387128ccac,Khalifa University,,United Arab Emirates,Abu Dhabi,university,,,keep,No local-language or alias-promotion candidate signal.,3,3,none,false
institution:f04b96a9716ab2f4,Mohamed bin Zayed University of Artificial Intelligence,,United Arab Emirates,Abu Dhabi,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:271362b3e1310a1c,Sorbonne University Abu Dhabi,,United Arab Emirates,Abu Dhabi,university,,,keep,No local-language or alias-promotion candidate signal.,5,5,none,false
institution:96dc1764e1512d0a,Technology Innovation Institute,,United Arab Emirates,Abu Dhabi,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:24e78a56f93457a5,City University of London,,United Kingdom,London,university,"City, University of London",repository confirmed aliases,keep,Current canonical name is already English; historical punctuation form remains an alias.,1,1,none,false
institution:90cbfdc3d90fe8a0,Fujitsu Research of Europe,,United Kingdom,Slough,company,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:c055ca96e505b797,Nottingham Trent University,,United Kingdom,Nottingham,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:c5eade35ea50a856,Queen Mary University of London,,United Kingdom,London,university,Queen Mary University of London,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:fa3c75d12710670b,University College London,,United Kingdom,London,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:0418834df0ffcdf2,University of Cambridge,,United Kingdom,Cambridge,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:9ffc21de60b360ff,University of Edinburgh,,United Kingdom,City of Edinburgh,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:87d9a45b3389372f,University of Oxford,,United Kingdom,Oxford,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:cf5d9a266441e5a7,University of Sheffield,,United Kingdom,Sheffield,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:a0c3927e4ddb3a39,University of Southampton,,United Kingdom,Southampton,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:29276dc7d9ce02fd,University of Surrey,,United Kingdom,Guildford,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:7a0d6a63667ac750,Adobe Research,,United States,San Jose,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:cbc62794911ff31b,Amazon,,United States,Seattle,company,Amazon GenAI,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:8ab1276f56c9f894,Amazon AI,,United States,Seattle,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:284bfcf10a3b1ebf,Amazon Prime Video,,United States,Seattle,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:ac7aeed6b85a0a40,Arizona State University,,United States,Tempe,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:c5235efb76365de2,Carnegie Mellon University,,United States,Pittsburgh,university,,,keep,No local-language or alias-promotion candidate signal.,3,3,none,false
institution:fa6adc95226df542,Clemson University,,United States,Clemson,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:e0fc2ffb269489e7,Drexel University,,United States,Philadelphia,university,Drexel University,,keep,No local-language or alias-promotion candidate signal.,5,5,none,false
institution:781afa4ed50a74b8,Duke University,,United States,Durham,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:dbb4589b8e2f8264,Florida International University,,United States,Miami,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:39839f8732e7433b,George Mason University,,United States,George Mason,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:40b8f4b8f6c89e51,Georgetown University,,United States,Washington,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:35e36dc1a5213fa3,Google Research,,United States,Mountain View,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:f5c8a9b792d3b901,IBM Thomas J. Watson Research Center,,United States,Yorktown Heights,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:39fbdba5585bb3c4,MIT Lincoln Laboratory,,United States,Lexington,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:366058c27e343874,Massachusetts Institute of Technology,,United States,Cambridge,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:357dc1b545173dd5,Meta (United States),,United States,Menlo Park,company,Meta,,keep,No local-language or alias-promotion candidate signal.,0,0,none,false
institution:cd887bf808040e61,Michigan State University,,United States,East Lansing,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:a1b609b0fc5c2e23,Miraflow,,United States,Kirkland,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:2b91b5917e5279ea,NEC Laboratories America,,United States,Princeton,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:fbc0802be3266f6f,Netflix Eyeline Studios,,United States,Los Angeles,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:c83aeae887827902,New York University,,United States,New York,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:ff1a1bc95dbe91a8,Northeastern University,,United States,Boston,university,"Northeastern University, United States; Northeastern University, Boston",repository country-disambiguated aliases,keep,Country-qualified aliases preserve the US identity; never merge with the China institution. Same-name canonical IDs: institution:0008285766dcabc7.,0,0,cross_country_same_name,false
institution:6f4241a7694672b8,Princeton University,,United States,Princeton,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:90b589325857dff0,Purdue University,,United States,West Lafayette,university,Purdue University,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:50c86a6fc102a2c1,Rensselaer Polytechnic Institute,,United States,Troy,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:33a58a66974db112,Rutgers University,,United States,New Brunswick,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:41db7d042136daef,Salesforce Research,,United States,San Francisco,company,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:ed72534d79b73fac,Stanford University,,United States,Stanford University,university,,,keep,No local-language or alias-promotion candidate signal.,3,3,none,false
institution:4e140b5268efc364,Texas A&M University,,United States,College Station,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:386b7a411f4a3220,Toyota Technological Institute at Chicago,,United States,Chicago,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:2592e804f95fa542,TrueMedia.org,,United States,Seattle,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:c3babd97b5b38ea6,USC Information Sciences Institute,,United States,Marina del Rey,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:7506c126bc077e9b,"University at Albany, SUNY",,United States,Albany,university,"University at Albany, SUNY",,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:4f85329e76bc9454,University at Buffalo,,United States,Amherst,university,"State University of New York at Buffalo; University at Buffalo, State University of New York",repository confirmed aliases,keep,Current canonical name is already English; formal SUNY names remain aliases.,0,0,none,false
institution:fde22ad658a3fdb9,University of Alabama at Birmingham,,United States,Birmingham,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:be74dcf5d0cb77ea,"University of California, Berkeley",,United States,Berkeley,university,"University of California, Berkeley",,keep,No local-language or alias-promotion candidate signal.,4,4,none,false
institution:481050d20cd6c722,University of Charleston,,United States,Charleston,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:7d7f56dced000a09,University of Chicago,,United States,Chicago,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:bf3ddd5552577ff0,University of Illinois Urbana-Champaign,,United States,Urbana,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:13f7c73ae8019e75,University of Maryland,,United States,College Park,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:304707b21fcfbd4d,University of Massachusetts Amherst,,United States,Amherst,university,,,keep,No local-language or alias-promotion candidate signal.,2,2,none,false
institution:89b9b3962b3327c8,University of Michigan,,United States,Ann Arbor,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:969d6dd2c9cf6a1e,"University of Nevada, Reno",,United States,Reno,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:ed6f1120aeb12d5c,University of North Carolina at Chapel Hill,,United States,Chapel Hill,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:7801abc579496f6a,University of South Carolina,,United States,Columbia,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:6432056cdf12bb16,University of Southern California,,United States,Los Angeles,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:a55a77635edc8711,University of Texas at Dallas,,United States,Richardson,university,University of Texas at Dallas,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:3e2e527953176c93,University of Wisconsin-Madison,,United States,Madison,university,University of Wisconsin–Madison,,keep,No local-language or alias-promotion candidate signal.,4,4,none,false
institution:191fc14de0344472,Virginia Tech,,United States,Blacksburg,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:7266fd3d42f0b9ca,Xpectrum AI,,United States,San Francisco,research_unit,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:0d3d34a24da64353,Yale University,,United States,New Haven,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:01f9119bde93e8ef,Can Tho University,,Vietnam,Can Tho,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
institution:948d79eac5f4fc81,Can Tho University of Technology,,Vietnam,Can Tho,university,,,keep,No local-language or alias-promotion candidate signal.,1,1,none,false
