paper_id,title,field,authoritative_source,canonical_normalization_rule,expected_public_representation,blank_allowed,intentional_display_transformation,source_value,admin_value,public_papers_value,public_map_values,classification,pipeline_layer,details
openalex:https://openalex.org/w4402170813,Detecting AI-generated images with CNN and Interpretation using Explainable AI,metadata_source,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,case-insensitive public source label,metadata_source,true,may be summarized as public provenance,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
openalex:https://openalex.org/w4402170813,Detecting AI-generated images with CNN and Interpretation using Explainable AI,review_status,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,scope-aware public status mapping,review_status,true,normalized only for metadata status,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
openalex:https://openalex.org/w4402170813,Detecting AI-generated images with CNN and Interpretation using Explainable AI,curation_status,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,scope-aware public status mapping,curation_status,true,normalized only for metadata status,,needs_review,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
openalex:https://openalex.org/w4402170813,Detecting AI-generated images with CNN and Interpretation using Explainable AI,affiliations,active curated mappings or source fallback when unreviewed,"ordered institution IDs, names, and attributed authors",author_institution_affiliations/affiliations,true,institution names and locations are formatted only,,"[[""institution:cdedd18207a1eeb2"",""amrita vishwa vidyapeetham"",[""bharathi mohan g"",""r prasanna kumar"",""akilesh rao s"",""mandava sukesh"",""d m abinandhini"",""y jaikanth""]]]","[[""institution:cdedd18207a1eeb2"",""amrita vishwa vidyapeetham"",[""bharathi mohan g"",""r prasanna kumar"",""akilesh rao s"",""mandava sukesh"",""d m abinandhini"",""y jaikanth""]]]","[""[[\""institution:cdedd18207a1eeb2\"",\""amrita vishwa vidyapeetham\"",[\""bharathi mohan g\"",\""r prasanna kumar\"",\""akilesh rao s\"",\""mandava sukesh\"",\""d m abinandhini\"",\""y jaikanth\""]]]""]",CONSISTENT,,
openalex:https://openalex.org/w4402170813,Detecting AI-generated images with CNN and Interpretation using Explainable AI,author_institution_attribution,active paper–institution mappings,ordered author to institution-ID assignments,author_institution_indices,true,superscript indices are derived from exported ordering,,"[[""akilesh rao s"",[""institution:cdedd18207a1eeb2""]],[""bharathi mohan g"",[""institution:cdedd18207a1eeb2""]],[""d m abinandhini"",[""institution:cdedd18207a1eeb2""]],[""mandava sukesh"",[""institution:cdedd18207a1eeb2""]],[""r prasanna kumar"",[""institution:cdedd18207a1eeb2""]],[""y jaikanth"",[""institution:cdedd18207a1eeb2""]]]","[[""akilesh rao s"",[""institution:cdedd18207a1eeb2""]],[""bharathi mohan g"",[""institution:cdedd18207a1eeb2""]],[""d m abinandhini"",[""institution:cdedd18207a1eeb2""]],[""mandava sukesh"",[""institution:cdedd18207a1eeb2""]],[""r prasanna kumar"",[""institution:cdedd18207a1eeb2""]],[""y jaikanth"",[""institution:cdedd18207a1eeb2""]]]","[""[[\""akilesh rao s\"",[\""institution:cdedd18207a1eeb2\""]],[\""bharathi mohan g\"",[\""institution:cdedd18207a1eeb2\""]],[\""d m abinandhini\"",[\""institution:cdedd18207a1eeb2\""]],[\""mandava sukesh\"",[\""institution:cdedd18207a1eeb2\""]],[\""r prasanna kumar\"",[\""institution:cdedd18207a1eeb2\""]],[\""y jaikanth\"",[\""institution:cdedd18207a1eeb2\""]]]""]",DISPLAY_ONLY,public→frontend/CSV,superscript indices are derived from exported ordering
openalex:https://openalex.org/w4402170813,Detecting AI-generated images with CNN and Interpretation using Explainable AI,location_ids,confirmed institution locations for map-eligible relationships,ordered unique location IDs,map location_id; paper summaries intentionally omit IDs,true,location labels are display transformations,,[],[],[],MISSING_OPTIONAL,confirmed locations→map/frontend,No map-eligible location ID is available.
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,paper_id,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,trim; exact stable ID,paper_id when locally curated; external identity otherwise,true,not reconstructed for display,,,,"[""openalex-candidate-0732653094055e02"",""openalex-candidate-2b475dc8c8dde0d4"",""openalex-candidate-66be57c590f92be1""]",MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,title,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,Unicode NFKC; collapse whitespace,canonical title string,false,typographic markup only,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,detecting artificial intelligence-generated images via deep trace representations and interactive feature fusion,detecting artificial intelligence-generated images via deep trace representations and interactive feature fusion,"[""detecting artificial intelligence-generated images via deep trace representations and interactive feature fusion""]",DISPLAY_ONLY,public→frontend/CSV,typographic markup only
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,authors,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,ordered Unicode-normalized names,ordered author objects/names,false,joined with punctuation and affiliation superscripts,"[{""name"":""Qiang Xu"",""affiliation_indices"":[1],""is_current_marker_author"":false,""affiliation_source"":""canonical_author_mapping"",""affiliation_fallback"":true,""affiliation_status"":""mapped""},{""name"":""Xinghao Jiang"",""affiliation_indices"":[1],""is_current_marker_author"":false,""affiliation_source"":""canonical_author_mapping"",""affiliation_fallback"":true,""affiliation_status"":""mapped""},{""name"":""Tanfeng Sun"",""affiliation_indices"":[1],""is_current_marker_author"":false,""affiliation_source"":""canonical_author_mapping"",""affiliation_fallback"":true,""affiliation_status"":""mapped""},{""name"":""Hao Wang"",""affiliation_indices"":[2],""is_current_marker_author"":false,""affiliation_source"":""canonical_author_mapping"",""affiliation_fallback"":true,""affiliation_status"":""mapped""},{""name"":""Laijin Meng"",""affiliation_indices"":[1],""is_current_marker_author"":false,""affiliation_source"":""canonical_author_mapping"",""affiliation_fallback"":true,""affiliation_status"":""mapped""},{""name"":""Hong Yan"",""affiliation_indices"":[3],""is_current_marker_author"":false,""affiliation_source"":""canonical_author_mapping"",""affiliation_fallback"":true,""affiliation_status"":""mapped""}]","[""qiang xu"",""xinghao jiang"",""tanfeng sun"",""hao wang"",""laijin meng"",""hong yan""]","[""qiang xu"",""xinghao jiang"",""tanfeng sun"",""hao wang"",""laijin meng"",""hong yan""]","[""[\""qiang xu\"",\""xinghao jiang\"",\""tanfeng sun\"",\""hao wang\"",\""laijin meng\"",\""hong yan\""]""]",DISPLAY_ONLY,public→frontend/CSV,joined with punctuation and affiliation superscripts
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,publication_year,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,integer year,publication_year and year agree,false,decimal year label,2024,2024,2024,"[""2024""]",DISPLAY_ONLY,public→frontend/CSV,decimal year label
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,publication_date,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,ISO date string,publication_date,true,display may omit missing date,2024-07-14,2024-07-14,2024-07-14,"[""2024-07-14""]",DISPLAY_ONLY,public→frontend/CSV,display may omit missing date
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,venue,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,canonical venue name; blank for books,venue_name/venue,true,venue_label may add acronym/track,Information Fusion,information fusion,information fusion,"[""information fusion""]",DISPLAY_ONLY,public→frontend/CSV,venue_label may add acronym/track
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,publication_type,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,conference|journal|preprint|book,publication_type,false,title-cased label,journal,journal,journal,"[""journal""]",CONSISTENT,,
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,doi,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,canonical lowercase DOI without URL prefix,doi,true,link is rendered as https://doi.org/<doi>,10.1016/j.inffus.2024.102578,10.1016/j.inffus.2024.102578,10.1016/j.inffus.2024.102578,"[""10.1016/j.inffus.2024.102578""]",DISPLAY_ONLY,public→frontend/CSV,link is rendered as https://doi.org/<doi>
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,arxiv_id,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,base arXiv ID without URL/version suffix,arxiv_id,true,link is rendered as https://arxiv.org/abs/<id>,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,task,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,canonical task enum,task,false,human-readable label,detection,detection,detection,"[""detection""]",DISPLAY_ONLY,public→frontend/CSV,human-readable label
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,paper_categories,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,ordered canonical category enum,paper_categories,true,human-readable badges,"[""method""]","[""method""]","[""method""]","[""[\""method\""]""]",DISPLAY_ONLY,public→frontend/CSV,human-readable badges
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,source_database,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,case-insensitive source label,source_database,true,not used to replace factual metadata,OpenAlex,openalex,openalex,"[""openalex""]",DISPLAY_ONLY,public→frontend/CSV,not used to replace factual metadata
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,metadata_source,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,case-insensitive public source label,metadata_source,true,may be summarized as public provenance,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,review_status,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,scope-aware public status mapping,review_status,true,normalized only for metadata status,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,curation_status,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,scope-aware public status mapping,curation_status,true,normalized only for metadata status,needs_review,needs_review,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,affiliations,active curated mappings or source fallback when unreviewed,"ordered institution IDs, names, and attributed authors",author_institution_affiliations/affiliations,true,institution names and locations are formatted only,"[{""index"":1,""name"":""Shanghai Jiao Tong University"",""canonical_name"":""Shanghai Jiao Tong University"",""institution_id"":""institution:fccd5d0ac9cc52f9"",""institution_type"":""university"",""country"":""China"",""country_code"":"""",""region"":"""",""location_display"":""China"",""preliminary"":true},{""index"":2,""name"":""Chongqing University of Posts and Telecommunications"",""canonical_name"":""Chongqing University of Posts and Telecommunications"",""institution_id"":""institution:7e10613327a4e264"",""institution_type"":""university"",""country"":""China"",""country_code"":"""",""region"":"""",""location_display"":""China"",""preliminary"":true},{""index"":3,""name"":""City University of Hong Kong"",""canonical_name"":""City University of Hong Kong"",""institution_id"":""institution:ec71dc4340659fd9"",""institution_type"":""university"",""country"":""China"",""country_code"":""CN"",""region"":""Hong Kong"",""location_display"":""Hong Kong, China"",""preliminary"":true}]","[[""institution:fccd5d0ac9cc52f9"",""shanghai jiao tong university"",[""qiang xu"",""xinghao jiang"",""tanfeng sun"",""laijin meng""]],[""institution:7e10613327a4e264"",""chongqing university of posts and telecommunications"",[""hao wang""]],[""institution:ec71dc4340659fd9"",""city university of hong kong"",[""hong yan""]]]","[[""institution:fccd5d0ac9cc52f9"",""shanghai jiao tong university"",[""qiang xu"",""xinghao jiang"",""tanfeng sun"",""laijin meng""]],[""institution:7e10613327a4e264"",""chongqing university of posts and telecommunications"",[""hao wang""]],[""institution:ec71dc4340659fd9"",""city university of hong kong"",[""hong yan""]]]","[""[[\""institution:fccd5d0ac9cc52f9\"",\""shanghai jiao tong university\"",[\""qiang xu\"",\""xinghao jiang\"",\""tanfeng sun\"",\""laijin meng\""]],[\""institution:7e10613327a4e264\"",\""chongqing university of posts and telecommunications\"",[\""hao wang\""]],[\""institution:ec71dc4340659fd9\"",\""city university of hong kong\"",[\""hong yan\""]]]""]",CONSISTENT,,
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,author_institution_attribution,active paper–institution mappings,ordered author to institution-ID assignments,author_institution_indices,true,superscript indices are derived from exported ordering,,"[[""hao wang"",[""institution:7e10613327a4e264""]],[""hong yan"",[""institution:ec71dc4340659fd9""]],[""laijin meng"",[""institution:fccd5d0ac9cc52f9""]],[""qiang xu"",[""institution:fccd5d0ac9cc52f9""]],[""tanfeng sun"",[""institution:fccd5d0ac9cc52f9""]],[""xinghao jiang"",[""institution:fccd5d0ac9cc52f9""]]]","[[""hao wang"",[""institution:7e10613327a4e264""]],[""hong yan"",[""institution:ec71dc4340659fd9""]],[""laijin meng"",[""institution:fccd5d0ac9cc52f9""]],[""qiang xu"",[""institution:fccd5d0ac9cc52f9""]],[""tanfeng sun"",[""institution:fccd5d0ac9cc52f9""]],[""xinghao jiang"",[""institution:fccd5d0ac9cc52f9""]]]","[""[[\""hao wang\"",[\""institution:7e10613327a4e264\""]],[\""hong yan\"",[\""institution:ec71dc4340659fd9\""]],[\""laijin meng\"",[\""institution:fccd5d0ac9cc52f9\""]],[\""qiang xu\"",[\""institution:fccd5d0ac9cc52f9\""]],[\""tanfeng sun\"",[\""institution:fccd5d0ac9cc52f9\""]],[\""xinghao jiang\"",[\""institution:fccd5d0ac9cc52f9\""]]]""]",DISPLAY_ONLY,public→frontend/CSV,superscript indices are derived from exported ordering
openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,location_ids,confirmed institution locations for map-eligible relationships,ordered unique location IDs,map location_id; paper summaries intentionally omit IDs,true,location labels are display transformations,,[],[],[],MISSING_OPTIONAL,confirmed locations→map/frontend,No map-eligible location ID is available.
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,paper_id,data/curated/papers.csv + normalized exporter overlays,trim; exact stable ID,paper_id when locally curated; external identity otherwise,true,not reconstructed for display,curated:3864d12fe8df7b9cb19c,curated:3864d12fe8df7b9cb19c,curated:3864d12fe8df7b9cb19c,"[""curated:3864d12fe8df7b9cb19c""]",CONSISTENT,,
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,title,data/curated/papers.csv + normalized exporter overlays,Unicode NFKC; collapse whitespace,canonical title string,false,typographic markup only,Detecting Computer-Generated Images by Using Only Real Images,detecting computer-generated images by using only real images,detecting computer-generated images by using only real images,"[""detecting computer-generated images by using only real images""]",DISPLAY_ONLY,public→frontend/CSV,typographic markup only
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,authors,data/curated/papers.csv + normalized exporter overlays,ordered Unicode-normalized names,ordered author objects/names,false,joined with punctuation and affiliation superscripts,"Ji Li, Kai Wang","[""ji li, kai wang""]","[""ji li"",""kai wang""]","[""[\""ji li\"",\""kai wang\""]""]",DISPLAY_ONLY,Admin→public author presentation,Equivalent ordered author text uses different list delimiters.
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,publication_year,data/curated/papers.csv + normalized exporter overlays,integer year,publication_year and year agree,false,decimal year label,2024,2024,2024,"[""2024""]",DISPLAY_ONLY,public→frontend/CSV,decimal year label
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,publication_date,data/curated/papers.csv + normalized exporter overlays,ISO date string,publication_date,true,display may omit missing date,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,venue,data/curated/papers.csv + normalized exporter overlays,canonical venue name; blank for books,venue_name/venue,true,venue_label may add acronym/track,International Conference on Machine Vision,international conference on machine vision,international conference on machine vision,"[""international conference on machine vision""]",DISPLAY_ONLY,public→frontend/CSV,venue_label may add acronym/track
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,publication_type,data/curated/papers.csv + normalized exporter overlays,conference|journal|preprint|book,publication_type,false,title-cased label,conference,conference,conference,"[""conference""]",CONSISTENT,,
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,doi,data/curated/papers.csv + normalized exporter overlays,canonical lowercase DOI without URL prefix,doi,true,link is rendered as https://doi.org/<doi>,10.1117/12.3055092,10.1117/12.3055092,10.1117/12.3055092,"[""10.1117/12.3055092""]",DISPLAY_ONLY,public→frontend/CSV,link is rendered as https://doi.org/<doi>
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,arxiv_id,data/curated/papers.csv + normalized exporter overlays,base arXiv ID without URL/version suffix,arxiv_id,true,link is rendered as https://arxiv.org/abs/<id>,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,task,data/curated/papers.csv + normalized exporter overlays,canonical task enum,task,false,human-readable label,detection,detection,detection,"[""detection""]",DISPLAY_ONLY,public→frontend/CSV,human-readable label
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,paper_categories,data/curated/papers.csv + normalized exporter overlays,ordered canonical category enum,paper_categories,true,human-readable badges,"[""method""]","[""method""]","[""method""]","[""[\""method\""]""]",DISPLAY_ONLY,public→frontend/CSV,human-readable badges
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,source_database,data/curated/papers.csv + normalized exporter overlays,case-insensitive source label,source_database,true,not used to replace factual metadata,openalex,openalex,openalex,"[""curated""]",DISPLAY_ONLY,public→frontend/CSV,not used to replace factual metadata
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,metadata_source,data/curated/papers.csv + normalized exporter overlays,case-insensitive public source label,metadata_source,true,may be summarized as public provenance,openalex,openalex,openalex,"[""openalex""]",DISPLAY_ONLY,public→frontend/CSV,may be summarized as public provenance
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,review_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,review_status,true,normalized only for metadata status,reviewed,reviewed,reviewed,[],DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,curation_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,curation_status,true,normalized only for metadata status,confirmed,confirmed,manually_confirmed,"[""manually_confirmed""]",DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,affiliations,active curated mappings or source fallback when unreviewed,"ordered institution IDs, names, and attributed authors",author_institution_affiliations/affiliations,true,institution names and locations are formatted only,,"[[""institution:ef7c68d6edbab550"",""université grenoble alpes"",[""ji li"",""kai wang""]],[""institution:29645bb566fcd576"",""french national centre for scientific research"",[""ji li"",""kai wang""]],[""institution:475fa3f7d32d5d27"",""grenoble inp"",[""ji li"",""kai wang""]]]","[[""institution:ef7c68d6edbab550"",""université grenoble alpes"",[""ji li"",""kai wang""]],[""institution:29645bb566fcd576"",""french national centre for scientific research"",[""ji li"",""kai wang""]],[""institution:475fa3f7d32d5d27"",""grenoble inp"",[""ji li"",""kai wang""]]]","[""[[\""institution:ef7c68d6edbab550\"",\""université grenoble alpes\"",[\""ji li\"",\""kai wang\""]],[\""institution:29645bb566fcd576\"",\""french national centre for scientific research\"",[\""ji li\"",\""kai wang\""]],[\""institution:475fa3f7d32d5d27\"",\""grenoble inp\"",[\""ji li\"",\""kai wang\""]]]""]",CONSISTENT,,
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,author_institution_attribution,active paper–institution mappings,ordered author to institution-ID assignments,author_institution_indices,true,superscript indices are derived from exported ordering,,"[[""ji li"",[""institution:29645bb566fcd576"",""institution:475fa3f7d32d5d27"",""institution:ef7c68d6edbab550""]],[""kai wang"",[""institution:29645bb566fcd576"",""institution:475fa3f7d32d5d27"",""institution:ef7c68d6edbab550""]]]","[[""ji li"",[""institution:29645bb566fcd576"",""institution:475fa3f7d32d5d27"",""institution:ef7c68d6edbab550""]],[""kai wang"",[""institution:29645bb566fcd576"",""institution:475fa3f7d32d5d27"",""institution:ef7c68d6edbab550""]]]","[""[[\""ji li\"",[\""institution:29645bb566fcd576\"",\""institution:475fa3f7d32d5d27\"",\""institution:ef7c68d6edbab550\""]],[\""kai wang\"",[\""institution:29645bb566fcd576\"",\""institution:475fa3f7d32d5d27\"",\""institution:ef7c68d6edbab550\""]]]""]",DISPLAY_ONLY,public→frontend/CSV,superscript indices are derived from exported ordering
curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,location_ids,confirmed institution locations for map-eligible relationships,ordered unique location IDs,map location_id; paper summaries intentionally omit IDs,true,location labels are display transformations,,"[""location:ef7c68d6edbab550f034"",""location:29645bb566fcd57661c6"",""location:09ebf6af6fedbee7126e""]","[""location:ef7c68d6edbab550f034"",""location:29645bb566fcd57661c6"",""location:09ebf6af6fedbee7126e""]","[""[\""location:ef7c68d6edbab550f034\""]"",""[\""location:29645bb566fcd57661c6\""]"",""[\""location:09ebf6af6fedbee7126e\""]""]",DISPLAY_ONLY,confirmed locations→map/frontend,Location IDs remain on map records; Paper Details displays labels.
openalex:https://openalex.org/w4391563741,Detecting Multimedia Generated by Large AI Models: A Survey,paper_id,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,trim; exact stable ID,paper_id when locally curated; external identity otherwise,true,not reconstructed for display,,,,"[""curated-map:0a4da318ed2366cabafe"",""curated-map:09c39c9cc223780d2163"",""curated-map:a1652a23fbd979975255"",""curated-map:456f03c179a4b55a721f"",""curated-map:340e86a93668e1bc01e3""]",MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
openalex:https://openalex.org/w4391563741,Detecting Multimedia Generated by Large AI Models: A Survey,title,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,Unicode NFKC; collapse whitespace,canonical title string,false,typographic markup only,Detecting Multimedia Generated by Large AI Models: A Survey,detecting multimedia generated by large ai models: a survey,detecting multimedia generated by large ai models: a survey,"[""detecting multimedia generated by large ai models: a survey""]",DISPLAY_ONLY,public→frontend/CSV,typographic markup only
openalex:https://openalex.org/w4391563741,Detecting Multimedia Generated by Large AI Models: A Survey,authors,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,ordered Unicode-normalized names,ordered author objects/names,false,joined with punctuation and affiliation superscripts,"[{""name"":""Li Lin"",""affiliation_indices"":[1],""is_current_marker_author"":false,""affiliation_source"":""curated_admin"",""affiliation_fallback"":false,""affiliation_status"":""mapped""},{""name"":""Neeraj Gupta"",""affiliation_indices"":[1],""is_current_marker_author"":false,""affiliation_source"":""curated_admin"",""affiliation_fallback"":false,""affiliation_status"":""mapped""},{""name"":""Yue Zhang"",""affiliation_indices"":[2],""is_current_marker_author"":false,""affiliation_source"":""curated_admin"",""affiliation_fallback"":false,""affiliation_status"":""mapped""},{""name"":""Hainan Ren"",""affiliation_indices"":[],""is_current_marker_author"":false,""affiliation_source"":""unmapped"",""affiliation_fallback"":false,""affiliation_review"":{""doi"":""10.36227/techrxiv.170723324.44685515/v1"",""reason_kind"":""contact_only"",""source_text"":""Hainan Ren. e-mail:(hnren666@gmail.com)"",""status"":""non_institutional"",""review_id"":""institution-audit:author-status-d676138c897b"",""evidence_url"":""https://arxiv.org/pdf/2402.00045v7"",""review_note"":""Visually rechecked arXiv 2402.00045v7 title-page author footnotes: Hainan Ren has a separate contact-only entry, with no institutional affiliation. This records publication-supplied-no-institution, not a claim about current employment.""},""affiliation_status"":""non_institutional""},{""name"":""Chun-Hao Liu"",""affiliation_indices"":[3],""is_current_marker_author"":false,""affiliation_source"":""curated_admin"",""affiliation_fallback"":false,""affiliation_status"":""mapped""},{""name"":""Feng Ding"",""affiliation_indices"":[2],""is_current_marker_author"":false,""affiliation_source"":""curated_admin"",""affiliation_fallback"":false,""affiliation_status"":""mapped""},{""name"":""Xin Wang"",""affiliation_indices"":[4],""is_current_marker_author"":false,""affiliation_source"":""curated_admin"",""affiliation_fallback"":false,""affiliation_status"":""mapped""},{""name"":""Xin Li"",""affiliation_indices"":[4],""is_current_marker_author"":false,""affiliation_source"":""curated_admin"",""affiliation_fallback"":false,""affiliation_status"":""mapped""},{""name"":""Luisa Verdoliva"",""affiliation_indices"":[5],""is_current_marker_author"":false,""affiliation_source"":""curated_admin"",""affiliation_fallback"":false,""affiliation_status"":""mapped""},{""name"":""Shu Hu"",""affiliation_indices"":[1],""is_current_marker_author"":false,""affiliation_source"":""curated_admin"",""affiliation_fallback"":false,""affiliation_status"":""mapped""}]","[""li lin"",""neeraj gupta"",""yue zhang"",""hainan ren"",""chun-hao liu"",""feng ding"",""xin wang"",""xin li"",""luisa verdoliva"",""shu hu""]","[""li lin"",""neeraj gupta"",""yue zhang"",""hainan ren"",""chun-hao liu"",""feng ding"",""xin wang"",""xin li"",""luisa verdoliva"",""shu hu""]","[""[\""li lin\"",\""neeraj gupta\"",\""yue zhang\"",\""hainan ren\"",\""chun-hao liu\"",\""feng ding\"",\""xin wang\"",\""xin li\"",\""luisa verdoliva\"",\""shu hu\""]""]",DISPLAY_ONLY,public→frontend/CSV,joined with punctuation and affiliation superscripts
openalex:https://openalex.org/w4391563741,Detecting Multimedia Generated by Large AI Models: A Survey,publication_year,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,integer year,publication_year and year agree,false,decimal year label,2024,2024,2024,"[""2024""]",DISPLAY_ONLY,public→frontend/CSV,decimal year label
openalex:https://openalex.org/w4391563741,Detecting Multimedia Generated by Large AI Models: A Survey,publication_date,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,ISO date string,publication_date,true,display may omit missing date,2024-02-06,2024-02-06,2024-02-06,"[""2024-02-06""]",DISPLAY_ONLY,public→frontend/CSV,display may omit missing date
openalex:https://openalex.org/w4391563741,Detecting Multimedia Generated by Large AI Models: A Survey,venue,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,canonical venue name; blank for books,venue_name/venue,true,venue_label may add acronym/track,TechRxiv,techrxiv,techrxiv,"[""techrxiv""]",DISPLAY_ONLY,public→frontend/CSV,venue_label may add acronym/track
openalex:https://openalex.org/w4391563741,Detecting Multimedia Generated by Large AI Models: A Survey,publication_type,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,conference|journal|preprint|book,publication_type,false,title-cased label,preprint,preprint,preprint,"[""preprint""]",CONSISTENT,,
