taxonomy_id,paper_id,title,year,doi,arxiv_id,openalex_url,tasks,image_scopes,research_types,tasks_status,tasks_review_reason,tasks_evidence_tier,tasks_evidence_source,tasks_evidence_excerpt,image_scopes_status,image_scopes_review_reason,image_scopes_evidence_tier,image_scopes_evidence_source,image_scopes_evidence_excerpt,research_types_status,research_types_review_reason,research_types_evidence_tier,research_types_evidence_source,research_types_evidence_excerpt,taxonomy_status,audited_at
paper_id:curated:10d9805bad6f63bf6789,curated:10d9805bad6f63bf6789,LOTA: Bit-Planes Guided AI-Generated Image Detection,2025,10.1109/iccv51701.2025.01602,2510.14230,https://openalex.org/W7160100074,detection,fully_generated,method,reviewed,,reused_audit+title,https://doi.org/10.1109/iccv51701.2025.01602,LOTA: Bit-Planes Guided AI-Generated Image Detection,reviewed,,reused_audit+title,https://doi.org/10.1109/iccv51701.2025.01602,LOTA: Bit-Planes Guided AI-Generated Image Detection,reviewed,,reused_audit+title,https://doi.org/10.1109/iccv51701.2025.01602,LOTA: Bit-Planes Guided AI-Generated Image Detection,reviewed,2026-09-04
paper_id:curated:2c278dcd079ea27d0f73,curated:2c278dcd079ea27d0f73,MAID: Model Attribution via Inverse Diffusion,2025,10.1109/icassp49660.2025.10888869,,https://openalex.org/W4408354801,detection;source_attribution,fully_generated,method,reviewed,,reused_audit+abstract,openalex,MAID: Model Attribution via Inverse Diffusion,reviewed,,reused_audit+abstract,openalex,"The surge in AI-generated images, blending authentic and synthetic content, raises security concerns and complicates model attribution, especially with limited transparency.",reviewed,,reused_audit+abstract,openalex,"To address this gap, we introduce Model Attribution via Inverse Diffusion (MAID), the first framework-agnostic and self-sufficient approach that leverages the source model features extracted by diffusion models, which also works for images generated from GANs.",reviewed,2026-09-04
paper_id:curated:4c10e64c5b8f09c7333e,curated:4c10e64c5b8f09c7333e,Manifold Induced Biases for Zero-Shot and Few-Shot Detection of Generated Images,2025,10.48550/arxiv.2504.15470,2504.15470,https://openalex.org/W4414631013,detection,fully_generated,method,reviewed,,reused_audit+abstract,https://openreview.net/forum?id=7gGl6HB5Zd,Manifold Induced Biases for Zero-Shot and Few-Shot Detection of Generated Images,reviewed,,reused_audit+abstract,https://openreview.net/forum?id=7gGl6HB5Zd,"Distinguishing between real and AI-generated images, commonly referred to as ’image detection’, presents a timely and significant challenge.",reviewed,,reused_audit+abstract,https://openreview.net/forum?id=7gGl6HB5Zd,"Our approach is founded on understanding and quantifying the biases inherent in generated content, where we use these quantities as criteria for characterizing generated images.",reviewed,2026-09-04
paper_id:curated:76432b4d7b1b3ef6f0d1,curated:76432b4d7b1b3ef6f0d1,MiraGe: Multimodal Discriminative Representation Learning for Generalizable AI-Generated Image Detection,2025,10.1145/3746027.3755142,2508.01525,https://openalex.org/W4415540724,detection,fully_generated,method,reviewed,,reused_audit+abstract,OpenAlex local raw cache,MiraGe: Multimodal Discriminative Representation Learning for Generalizable AI-Generated Image Detection,reviewed,,reused_audit+abstract,OpenAlex local raw cache,MiraGe: Multimodal Discriminative Representation Learning for Generalizable AI-Generated Image Detection,reviewed,,reused_audit+abstract,OpenAlex local raw cache,"In this paper, we propose Multimodal Discriminative Representation Learning for Generalizable AI-generated Image Detection (MiraGe), a method designed to learn generator-invariant features.",reviewed,2026-09-04
doi:10.48550/arxiv.2510.03840,,Mirage: Unveiling Hidden Artifacts in Synthetic Images with Large Vision-Language Models,2025,10.48550/arxiv.2510.03840,2510.03840,https://openalex.org/W4414970554,detection,fully_generated,dataset;analysis_study,reviewed,,paper_methodology_evaluation,https://arxiv.org/abs/2510.03840,The paper evaluates LVLMs on detecting AI-generated images; visible-artifact explanations are not a localization task.,reviewed,,title,https://arxiv.org/abs/2510.03840,Mirage: Unveiling Hidden Artifacts in Synthetic Images with Large Vision-Language Models,reviewed,,paper_methodology_evaluation,https://arxiv.org/abs/2510.03840,The paper introduces the curated Mirage dataset and analyzes LVLM detection behavior on images with and without visible artifacts.,reviewed,2026-09-04
paper_id:curated:828a87e68db4c3541e80,curated:828a87e68db4c3541e80,MLEP: Multi-Granularity Local Entropy Patterns for Generalized AI-Generated Image Detection,2025,10.52202/085713-2321,2504.13726,https://openalex.org/W4415320094,detection,fully_generated;deepfake,method,reviewed,,reused_audit+abstract,https://doi.org/10.52202/085713-2321,MLEP: Multi-Granularity Local Entropy Patterns for Generalized AI-Generated Image Detection,reviewed,,reused_audit+abstract,https://doi.org/10.52202/085713-2321,MLEP: Multi-Granularity Local Entropy Patterns for Generalized AI-Generated Image Detection,reviewed,,reused_audit+abstract,https://doi.org/10.52202/085713-2321,"Extensive experiments in an open-world setting, involving images synthesized by 32 distinct generative models, demonstrate that our approach achieves substantial improvements over state-of-the-art methods in both accuracy and generalization.",reviewed,2026-09-04
paper_id:curated:40ffd016e03ca4604fa8,curated:40ffd016e03ca4604fa8,Model Synthesis for Zero-Shot Model Attribution,2025,10.1109/tmm.2025.3607778,2307.15977,https://openalex.org/W4385473656,source_attribution,fully_generated,method,reviewed,,reused_audit+abstract,https://doi.org/10.1109/tmm.2025.3607778,Model Synthesis for Zero-Shot Model Attribution,reviewed,,reused_audit+abstract,https://doi.org/10.1109/tmm.2025.3607778,"In response, existing research seeks to identify the unique fingerprints on the images they generate, which can be leveraged to attribute the generated images to their source models.",reviewed,,reused_audit+abstract,https://doi.org/10.1109/tmm.2025.3607778,"Central to our method is a model synthesis technique, which generates numerous synthetic models that mimic the fingerprint patterns of real-world generative models.",reviewed,2026-09-04
doi:10.1088/1361-6501/ae005c,,MSAFNet: multi-scale self-adaptive feature fusion network for AI-generated image detection,2025,10.1088/1361-6501/ae005c,,https://openalex.org/W4413783451,detection,fully_generated,method,reviewed,,abstract,OpenAlex local raw cache,MSAFNet: multi-scale self-adaptive feature fusion network for AI-generated image detection,reviewed,,abstract,OpenAlex local raw cache,MSAFNet: multi-scale self-adaptive feature fusion network for AI-generated image detection,reviewed,,abstract,OpenAlex local raw cache,"To address these challenges, this paper proposes a multi-scale self-adaptive feature fusion network (MSAFNet).",reviewed,2026-09-04
doi:10.3389/frai.2025.1663292,,Multi-modal texture fusion network for detecting AI-generated images,2025,10.3389/frai.2025.1663292,,https://openalex.org/W4415418960,detection,fully_generated,method;benchmark,reviewed,,abstract,OpenAlex local raw cache,Multi-modal texture fusion network for detecting AI-generated images,reviewed,,abstract,OpenAlex local raw cache,Multi-modal texture fusion network for detecting AI-generated images,reviewed,,abstract,OpenAlex local raw cache,"In this paper, we propose a novel multi-modal fusion network that leverages complementary texture and content information to improve the detection of AI-generated images.",reviewed,2026-09-04
paper_id:curated:22c0f35b356c01cbd122,curated:22c0f35b356c01cbd122,Multi-Perspective Frequency Domain Learning for Generalizable AI-Generated Image Detection,2025,10.3233/faia251048,,https://openalex.org/W4415428300,detection,fully_generated,method,reviewed,,reused_audit+abstract,OpenAlex local raw cache,Multi-Perspective Frequency Domain Learning for Generalizable AI-Generated Image Detection,reviewed,,reused_audit+abstract,OpenAlex local raw cache,Multi-Perspective Frequency Domain Learning for Generalizable AI-Generated Image Detection,reviewed,,reused_audit+abstract,OpenAlex local raw cache,"In this paper, we propose a Multi-perspective Frequency Domain Learning (MFDL) framework, which aims to learn both generalized and discriminative frequency representations via DWT and FFT.",reviewed,2026-09-04
paper_id:curated:cda6067db322246e8195,curated:cda6067db322246e8195,No Detector to Rule Them All,2025,10.1145/3746265.3759659,,https://openalex.org/W4414945373,detection,fully_generated;deepfake,method,reviewed,,reused_audit+abstract,openalex,No Detector to Rule Them All,reviewed,,reused_audit+abstract,openalex,"Deepfakes-hyper-realistic synthetic images generated by advanced AI models-pose a growing threat to privacy, security, fairness, and trust in digital media.",reviewed,,reused_audit+abstract,openalex,"In this work, we conduct a comprehensive benchmarking study of open-source deepfake detection models, evaluating their generalization capability across diverse datasets and previously unseen synthetic images.",reviewed,2026-09-04
doi:10.1109/tifs.2025.3573161,,Noise-Informed Diffusion-Generated Image Detection With Anomaly Attention,2025,10.1109/tifs.2025.3573161,2506.16743,https://openalex.org/W4410853187,detection,fully_generated,method,reviewed,,abstract,OpenAlex local raw cache,Noise-Informed Diffusion-Generated Image Detection With Anomaly Attention,reviewed,,abstract,OpenAlex local raw cache,Noise-Informed Diffusion-Generated Image Detection With Anomaly Attention,reviewed,,abstract,OpenAlex local raw cache,"To implement a SOTA detection model, we incorporate NASA into Swin Transformer, forming an novel detection architecture NASA-Swin.",reviewed,2026-09-04
paper_id:curated:89f7a674fe872806006b,curated:89f7a674fe872806006b,ODDN: Addressing Unpaired Data Challenges in Open-World Deepfake Detection on Online Social Networks,2025,10.1609/aaai.v39i1.32063,2410.18687,https://openalex.org/W4409346532,detection,deepfake,method,reviewed,,reused_audit+abstract,openalex,ODDN: Addressing Unpaired Data Challenges in Open-World Deepfake Detection on Online Social Networks,reviewed,,reused_audit+abstract,openalex,ODDN: Addressing Unpaired Data Challenges in Open-World Deepfake Detection on Online Social Networks,reviewed,,reused_audit+abstract,openalex,"To overcome this issue, we propose a novel approach named the open-world deepfake detection network (ODDN), which comprises two core modules: open-world data aggregation (ODA) and compression-discard gradient correction (CGC).",reviewed,2026-09-04
paper_id:curated:d8667aa1db5ef69d199a,curated:d8667aa1db5ef69d199a,OmniAID: Decoupling Semantics and Artifacts for Universal AI-Generated Image Detection in the Wild,2025,,2511.08423,https://openalex.org/W4416184934,detection,fully_generated,method;dataset;benchmark,reviewed,,authoritative_abstract,https://arxiv.org/abs/2511.08423,"A truly universal AI-Generated Image (AIGI) detector must simultaneously generalize across diverse generative models and varied semantic content. Current methods learn a single, entangled forgery representation, conflating content-dependent flaws with content-agnostic artifacts, and are further constrained by outdated benchmarks. We propose OmniAID, a novel framework centered on a decoupled Mixture-of-Experts (MoE) architecture that separates: (1) semantic flaws across distinct content domains via Routable Specialized Semantic Experts, and (2) content-agnostic universal artifacts from content-dependent flaws via a Fixed Universal Artifact Expert. A two-stage training strategy first specializes experts independently with domain-specific hard-sampling, then trains a lightweight gating network for effective input routing. By explicitly decoupling ""what is generated"" (content-specific flaws) from ""how it is generated"" (universal artifacts), OmniAID achieves robust generalization. We also introduce Mirage, a large-scale, contemporary dataset comprising a modern training set and a challenging test set. Extensive experiments demonstrate that OmniAID surpasses existing detectors, establishing a new standard for AIGI detection against modern, in-the-wild threats. Code is available at https://github.com/yunncheng/OmniAID.",reviewed,,authoritative_abstract+pdf,https://arxiv.org/abs/2511.08423,"A truly universal AI-Generated Image (AIGI) detector must simultaneously generalize across diverse generative models and varied semantic content. Current methods learn a single, entangled forgery representation, conflating content-dependent flaws with content-agnostic artifacts, and are further constrained by outdated benchmarks. We propose OmniAID, a novel framework centered on a decoupled Mixture-of-Experts (MoE) architecture that separates: (1) semantic flaws across distinct content domains via Routable Specialized Semantic Experts, and (2) content-agnostic universal artifacts from content-dependent flaws via a Fixed Universal Artifact Expert. A two-stage training strategy first specializes experts independently with domain-specific hard-sampling, then trains a lightweight gating network for effective input routing. By explicitly decoupling ""what is generated"" (content-specific flaws) from ""how it is generated"" (universal artifacts), OmniAID achieves robust generalization. We also introduce Mirage, a large-scale, contemporary dataset comprising a modern training set and a challenging test set. Extensive experiments demonstrate that OmniAID surpasses existing detectors, establishing a new standard for AIGI detection against modern, in-the-wild threats. Code is available at https://github.com/yunncheng/OmniAID.",reviewed,,authoritative_abstract,https://arxiv.org/abs/2511.08423,"A truly universal AI-Generated Image (AIGI) detector must simultaneously generalize across diverse generative models and varied semantic content. Current methods learn a single, entangled forgery representation, conflating content-dependent flaws with content-agnostic artifacts, and are further constrained by outdated benchmarks. We propose OmniAID, a novel framework centered on a decoupled Mixture-of-Experts (MoE) architecture that separates: (1) semantic flaws across distinct content domains via Routable Specialized Semantic Experts, and (2) content-agnostic universal artifacts from content-dependent flaws via a Fixed Universal Artifact Expert. A two-stage training strategy first specializes experts independently with domain-specific hard-sampling, then trains a lightweight gating network for effective input routing. By explicitly decoupling ""what is generated"" (content-specific flaws) from ""how it is generated"" (universal artifacts), OmniAID achieves robust generalization. We also introduce Mirage, a large-scale, contemporary dataset comprising a modern training set and a challenging test set. Extensive experiments demonstrate that OmniAID surpasses existing detectors, establishing a new standard for AIGI detection against modern, in-the-wild threats. Code is available at https://github.com/yunncheng/OmniAID.",reviewed,2026-09-05
paper_id:curated:ffa24185c2c870a44bde,curated:ffa24185c2c870a44bde,OpenFake: An Open Dataset and Platform Toward Real-World Deepfake Detection,2025,,2509.09495,https://openalex.org/W4414975347,detection,deepfake,dataset;benchmark,reviewed,,reused_audit+abstract,openalex,OpenFake: An Open Dataset and Platform Toward Real-World Deepfake Detection,reviewed,,reused_audit+abstract,openalex,OpenFake: An Open Dataset and Platform Toward Real-World Deepfake Detection,reviewed,,reused_audit+abstract,openalex,"To address these gaps, we present OpenFake, a large politically grounded dataset specifically crafted for benchmarking against modern generative models with high realism, and designed to remain extensible through an innovative crowdsourced adversarial platform that continually integrates new hard examples.",reviewed,2026-09-04
paper_id:curated:4b3b8e9895b44de7c752,curated:4b3b8e9895b44de7c752,OpenSDI: Spotting Diffusion-Generated Images in the Open World,2025,10.1109/cvpr52734.2025.00405,,https://openalex.org/W4413145584,detection,fully_generated,method;dataset;benchmark,reviewed,,reused_audit+abstract,https://doi.org/10.1109/cvpr52734.2025.00405,Another outstanding feature of OpenSDID is its inclusion of both detection and localization tasks for images manipulated globally and locally by diffusion models.,reviewed,,reused_audit+abstract,https://doi.org/10.1109/cvpr52734.2025.00405,OpenSDI: Spotting Diffusion-Generated Images in the Open World,reviewed,,reused_audit+abstract,https://doi.org/10.1109/cvpr52734.2025.00405,"Building on this scheme, we introduce MaskCLIP, an SPM-based model that aligns Contrastive Language-Image Pre-Training (CLIP) with Masked Autoencoder (MAE).",reviewed,2026-09-04
doi:10.1109/jiot.2025.3531053,,Optimized Frequency Collaborative Strategy Drives AI Image Detection,2025,10.1109/jiot.2025.3531053,,https://openalex.org/W4406657393,detection,fully_generated,method,reviewed,,title,https://doi.org/10.1109/jiot.2025.3531053,Optimized Frequency Collaborative Strategy Drives AI Image Detection,reviewed,,paper_methodology_evaluation,https://doi.org/10.1109/jiot.2025.3531053,The official IEEE record identifies AI-generated-image detection; no source-image editing or conventional manipulation evaluation is documented.,reviewed,,paper_methodology_evaluation,https://doi.org/10.1109/jiot.2025.3531053,The official title identifies an optimized frequency collaborative detection strategy.,reviewed,2026-09-04
paper_id:curated:1f9d168cc6c4c445a231,curated:1f9d168cc6c4c445a231,Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,2025,10.48550/arxiv.2411.15633,2411.15633,https://openalex.org/W4404986693,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,reviewed,,reused_audit+abstract,openalex,Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,reviewed,,reused_audit+abstract,openalex,"We finally identify a crucial insight: our method implicitly learns \textit{a vital prior that fakes are actually derived from the real}, indicating a hierarchical relationship rather than independence.",reviewed,2026-09-04
paper_id:curated:95953a73a0e2e1f14ccb,curated:95953a73a0e2e1f14ccb,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,2025,,,,detection,fully_generated,method,reviewed,,reused_audit+abstract,manual,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,reviewed,,reused_audit+abstract,manual,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,reviewed,,reused_audit+abstract,manual,"This paper introduces PiD (Pixelwise Decomposition Residuals), a novel detection method that focuses on residual signals within images.",reviewed,2026-09-04
paper_id:curated:772bb625ccc3e45e8481,curated:772bb625ccc3e45e8481,Prompt-Engineered Detection of AI-Generated Images,2025,10.3233/faia250538,,https://openalex.org/W4414266830,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,Prompt-Engineered Detection of AI-Generated Images,reviewed,,reused_audit+abstract,openalex,Prompt-Engineered Detection of AI-Generated Images,reviewed,,reused_audit+abstract,openalex,"The proliferation of highly realistic AI-generated images presents significant challenges related to authenticity and misinformation. Although multimodal large language models (LLMs) possess advanced visual understanding capabilities, their effectiveness in distinguishing synthetic images from real ones requires systematic evaluation. This paper investigates the ability of four prominent LLMs—GPT-4V, Gemini, LLaVA, and Claude to detect AI-generated images. Using a case study methodology, twelve ",reviewed,2026-09-04
paper_id:curated:0bbace72b7a0991bc2b2,curated:0bbace72b7a0991bc2b2,RADAR: Reasoning AI-Generated Image Detection for Semantic Fakes,2025,10.3390/technologies13070280,,https://openalex.org/W4411960917,detection,fully_generated,method,reviewed,,reused_audit+abstract,OpenAlex local raw cache,RADAR: Reasoning AI-Generated Image Detection for Semantic Fakes,reviewed,,reused_audit+abstract,OpenAlex local raw cache,RADAR: Reasoning AI-Generated Image Detection for Semantic Fakes,reviewed,,reused_audit+abstract,OpenAlex local raw cache,"(2) To benchmark the new task, we collect a new dataset Spot the Semantic Fake (STSF).",reviewed,2026-09-04
paper_id:curated:79adf19ca6991c1d85f8,curated:79adf19ca6991c1d85f8,RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,2025,10.48550/arxiv.2506.03988,2506.03988,https://openalex.org/W4417114708,detection,fully_generated,dataset,reviewed,,reused_audit+abstract,openalex,RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,reviewed,,reused_audit+abstract,openalex,RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,reviewed,,reused_audit+abstract,openalex,"We present RAID (Robust evaluation of AI-generated image Detectors), a dataset of 72k diverse and highly transferable adversarial examples.",reviewed,2026-09-04
paper_id:curated:44a70bf5f21b5457102b,curated:44a70bf5f21b5457102b,RealHD: A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images,2025,10.1145/3746027.3755207,2602.10546,https://openalex.org/W7128721813,detection,fully_generated;generative_editing;deepfake,method;dataset;benchmark,reviewed,,reused_audit+abstract,openalex,RealHD: A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images,reviewed,,reused_audit+abstract,openalex,"The generated images are synthesized via state-of-the-art methods, including text-to-image generation (guided by over 10,000 carefully designed prompts), image inpainting, image refinement, and face swapping.",reviewed,,reused_audit+abstract,openalex,"Building upon this, we propose a lightweight detection method based on image noise entropy, which transforms the original image into an entropy tensor of Non-Local Means (NLM) noise before classification.",reviewed,2026-09-04
doi:10.1109/wacv61041.2025.00049,,Reducing the Content Bias for AI-generated Image Detection,2025,10.1109/wacv61041.2025.00049,2502.17105,https://openalex.org/W4409262730,detection,fully_generated,method;benchmark,reviewed,,title,https://doi.org/10.1109/wacv61041.2025.00049,Reducing the Content Bias for AI-generated Image Detection,reviewed,,title,https://doi.org/10.1109/wacv61041.2025.00049,Reducing the Content Bias for AI-generated Image Detection,reviewed,,paper_methodology_evaluation,https://arxiv.org/abs/2502.17105,The paper proposes SFLD and introduces TwinSynths as a benchmark-generation methodology for content-preserving real/synthetic pairs.,reviewed,2026-09-04
paper_id:curated:1ec62a78a4e0372bc0d9,curated:1ec62a78a4e0372bc0d9,ReTD: Reconstruction-Based Traceability Detection for Generated Images,2025,10.1109/icassp49660.2025.10890492,,https://openalex.org/W4408356108,detection,fully_generated,method,reviewed,,reused_audit+title,https://doi.org/10.1109/icassp49660.2025.10890492,ReTD: Reconstruction-Based Traceability Detection for Generated Images,reviewed,,reused_audit+title,https://doi.org/10.1109/icassp49660.2025.10890492,ReTD: Reconstruction-Based Traceability Detection for Generated Images,reviewed,,reused_audit+title,https://doi.org/10.1109/icassp49660.2025.10890492,ReTD: Reconstruction-Based Traceability Detection for Generated Images,reviewed,2026-09-04
paper_id:curated:6ca781a0d606a5d5db64,curated:6ca781a0d606a5d5db64,REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content,2025,10.1145/3746265.3759667,,https://openalex.org/W4414945274,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,International audience,reviewed,,reused_audit+abstract,openalex,REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content,reviewed,,reused_audit+abstract,openalex,International audience,reviewed,2026-09-04
paper_id:curated:24bcb339c197bcb56bb7,curated:24bcb339c197bcb56bb7,REVEAL: Reasoning-Enhanced Forensic Evidence Analysis for Explainable AI-Generated Image Detection,2025,10.48550/arxiv.2511.23158,2511.23158,,detection,fully_generated,method;benchmark,reviewed,,reused_audit+abstract,arxiv,REVEAL: Reasoning-Enhanced Forensic Evidence Analysis for Explainable AI-Generated Image Detection,reviewed,,reused_audit+abstract,arxiv,REVEAL: Reasoning-Enhanced Forensic Evidence Analysis for Explainable AI-Generated Image Detection,reviewed,,reused_audit+abstract,arxiv,"We introduce REVEAL-Bench, a reasoning-enhanced multimodal benchmark for AI-generated image forensics, structured around explicit chains of forensic evidence derived from lightweight expert models and consolidated into step-by-step chain-of-evidence traces.",reviewed,2026-09-04
paper_id:curated:71ff0674850f84bf8df7,curated:71ff0674850f84bf8df7,Robust AI-Synthesized Image Detection via Multi-Feature Frequency-Aware Learning,2025,10.1007/978-981-95-3001-4_12,,https://openalex.org/W4416260579,detection,fully_generated;deepfake,method,reviewed,,reused_audit+abstract,https://doi.org/10.1007/978-981-95-3001-4_12,Robust AI-Synthesized Image Detection via Multi-Feature Frequency-Aware Learning,reviewed,,reused_audit+abstract,https://doi.org/10.1007/978-981-95-3001-4_12,"Furthermore, to identify spectral abnormality in synthetic images, we propose a frequency-aware architecture that employs the Frequency-Adaptive Dilated Convolution, enabling the joint modeling of spatial and spectral features while maintaining low computational complexity.",reviewed,,reused_audit+abstract,https://doi.org/10.1007/978-981-95-3001-4_12,"This paper introduces a multi-feature fusion framework designed to enhance spatial forensic feature representations with incorporating three complementary components, namely noise correlation analysis, image gradient information, and pretrained vision encoder knowledge, using a cross-source attention mechanism.",reviewed,2026-09-04
paper_id:curated:8ffdbd0ba264927d1c3a,curated:8ffdbd0ba264927d1c3a,Robust Fake Image Detection via Incremental Training of Siamese Neural Networks,2025,10.1007/978-981-95-3551-4_23,,https://openalex.org/W7118011364,detection,fully_generated;deepfake,method,reviewed,,reused_audit+abstract,openalex,Robust Fake Image Detection via Incremental Training of Siamese Neural Networks,reviewed,,reused_audit+abstract,openalex,"The rapid advancement of generative models, particularly Generative Adversarial Networks (GANs) and Diffusion Models (DMs), has enabled the creation of highly realistic synthetic images that are increasingly difficult to distinguish from authentic ones.",reviewed,,reused_audit+abstract,openalex,"To overcome this limitation, we propose a novel detection framework based on Siamese Neural Networks (SNNs), which focus on learning the similarity between image pairs rather than relying on fixed class boundaries.",reviewed,2026-09-04
paper_id:curated:2938e895376a45baceec,curated:2938e895376a45baceec,SAGNet: Decoupling Semantic-Agnostic Artifacts from Limited Training Data for Robust Generalization in Deepfake Detection,2025,10.1109/tifs.2025.3581726,,https://openalex.org/W4411484192,detection,deepfake,method,reviewed,,reused_audit+abstract,https://doi.org/10.1109/tifs.2025.3581726,SAGNet: Decoupling Semantic-Agnostic Artifacts from Limited Training Data for Robust Generalization in Deepfake Detection,reviewed,,reused_audit+abstract,https://doi.org/10.1109/tifs.2025.3581726,SAGNet: Decoupling Semantic-Agnostic Artifacts from Limited Training Data for Robust Generalization in Deepfake Detection,reviewed,,reused_audit+abstract,https://doi.org/10.1109/tifs.2025.3581726,"To address this issue, we propose Semantic-AGnostic artifact Network (SAGNet), an innovative and efficient approach designed to decouple semantic-agnostic artifacts from content-specific distributions in the training data.",reviewed,2026-09-04
paper_id:curated:82a6421311c4d39076d9,curated:82a6421311c4d39076d9,Sanitizing Diffusion-Generated Images via Fingerprint Removal and Adversarial Perturbation for Forensic Evasion,2025,10.1109/access.2025.3597641,,https://openalex.org/W4413213177,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,"Diffusion models have rapidly advanced the realism of synthetic image generation, posing new challenges for forensic detectors.",reviewed,,reused_audit+abstract,openalex,"Diffusion models have rapidly advanced the realism of synthetic image generation, posing new challenges for forensic detectors.",reviewed,,reused_audit+abstract,openalex,This paper proposes a two-stage forensic evasion framework designed to undermine the detectability of diffusion-generated images.,reviewed,2026-09-04
paper_id:curated:b2fccf1dd66cc2d64374,curated:b2fccf1dd66cc2d64374,Secret Lies in Color: Enhancing AI-Generated Images Detection with Color Distribution Analysis,2025,10.1109/cvpr52734.2025.01255,,https://openalex.org/W4413146372,detection,fully_generated,method;dataset,reviewed,,reused_audit+abstract,https://doi.org/10.1109/cvpr52734.2025.01255,Secret Lies in Color: Enhancing AI-Generated Images Detection with Color Distribution Analysis,reviewed,,reused_audit+abstract,https://doi.org/10.1109/cvpr52734.2025.01255,Secret Lies in Color: Enhancing AI-Generated Images Detection with Color Distribution Analysis,reviewed,,reused_audit+abstract,https://doi.org/10.1109/cvpr52734.2025.01255,"While previous detection methods perform well on public benchmarks, they struggle with our proposed benchmark, FakeART, particularly when dealing with the latest models and cross-domain tasks (e.g., photo-to-painting).",reviewed,2026-09-04
