mapping_id,paper_id,title,year,doi,openalex_url,institution,institution_id,location_id,institution_authors,author_order,affiliation_order,raw_affiliation,openalex_institution_id,institution_city,institution_country,institution_latitude,institution_longitude,provenance_source,mapping_status,created_at,updated_at
mapping:4039a909cbb16ef73ffb,curated:37949b937d2159b47e73,Spatial-Temporal Forgery Trace Based Forgery Image Identification,2025,10.1109/iccv51701.2025.01585,https://openalex.org/W7160181767,Zhejiang University of Technology,institution:9b91aedca1273b56,,Jie Lei,middle,2,"College of Computer Science, Zhejiang University of Technology",https://openalex.org/I55712492,,CN,,,OpenAlex authorships,active,2026-07-14T06:28:19Z,2026-07-14T06:28:19Z
mapping:e3466483046fccc31d96,curated:45cb3642fd138c136139,Decision-Driven Orthogonal Learning with Complementary Feature Mining for Robust Synthetic Image Detection,2026,10.1609/aaai.v40i8.37553,https://openalex.org/W7137819524,Shenzhen Campus of Sun Yat-sen University,institution:9ab7959736f7be0d,,Wei Wang; Wenqi Ren,,4,"School of Cyber Science and Technology, Shenzhen Campus of Sun Yat-sen University",,,,,,manually_confirmed,active,2026-07-14T06:40:48Z,2026-07-15T11:28:05Z
mapping:8b4a3d2af977e07f136a,curated:6976641cbfe602a7e617,Forensic Detection of Generated MRI Imagery Using Autoregressive Modeling and Frequency Analysis,2026,,,Florida International University,institution:dbb4589b8e2f8264,,Arpan Mahara; Naphtali Rishe; Malek Adjouadi,,1,"Florida International University, Miami, FL 33199, USA",,,,,,manually_confirmed,active,2026-07-14T07:07:54Z,2026-07-14T07:07:54Z
mapping:654d9f7df49f211f1ce1,curated:c84b04cb8e921be753db,Representation and Reference Selection in Training-Free Synthetic Image Attribution,2026,,,Fudan University,institution:baa1df7c4adddbda,,Meiling Li,,1,,,,,,,manually_confirmed,active,2026-07-15T11:53:44Z,2026-07-15T11:53:44Z
mapping:2be710042441fdbdcaa1,curated:c84b04cb8e921be753db,Representation and Reference Selection in Training-Free Synthetic Image Attribution,2026,,,University of Siena,institution:65dbfd1e022f02e2,,Pietro Bongini; Benedetta Tondi; Mauro Barni,,2,,,,,,,manually_confirmed,active,2026-07-15T11:54:17Z,2026-07-15T11:54:17Z
mapping:a767e43139eb564c684a,openalex:W4386075764,Progressive Open Space Expansion for Open-Set Model Attribution,2023,10.1109/cvpr52729.2023.01522,https://openalex.org/W4386075764,"Institute of Computing Technology, Chinese Academy of Sciences",institution:e278f75918ccf8a7,,Tianyun Yang; Danding Wang; Fan Tang; Xinying Zhao; Juan Cao; Sheng Tang,,1,"Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",,,,,,manually_confirmed,active,2026-07-15T12:40:39Z,2026-07-15T13:24:17Z
mapping:7f8f2b307fff839dcbd3,openalex:W4386075764,Progressive Open Space Expansion for Open-Set Model Attribution,2023,10.1109/cvpr52729.2023.01522,https://openalex.org/W4386075764,University of Chinese Academy of Sciences,institution:69309405e04976ec,,Tianyun Yang; Danding Wang; Fan Tang; Xinying Zhao; Juan Cao,,2,"University of Chinese Academy of Sciences, Beijing, China",,,,,,manually_confirmed,active,2026-07-15T12:41:01Z,2026-07-15T12:41:01Z
mapping:cd104b016727aa695dc0,openalex:W4386075764,Progressive Open Space Expansion for Open-Set Model Attribution,2023,10.1109/cvpr52729.2023.01522,https://openalex.org/W4386075764,Zhejiang Lab,institution:2f8c9f8f9209013d,,Sheng Tang,,3,"Research Institute of Intelligent Computing, Zhejiang Lab, Hangzhou, China",,,,,,manually_confirmed,active,2026-07-15T13:00:36Z,2026-07-15T13:00:36Z
mapping:48ff27f38fb0a52112af,openalex:W2903907439,Cascade learning from adversarial synthetic images for accurate pupil detection,2018,10.1016/j.patcog.2018.12.014,https://openalex.org/W2903907439,"Institute of Automation, Chinese Academy of Sciences",institution:966ff12833f90bb0,,Chao Gou; Hui Zhang; Kunfeng Wang; Fei-Yue Wang,,1,"nstitute of Automation, Chinese Academy of Sciences, Beijing 100190, China",,,,,,manually_confirmed,active,2026-07-15T14:11:59Z,2026-07-15T14:11:59Z
mapping:aeb563b602f9ca496455,openalex:W2903907439,Cascade learning from adversarial synthetic images for accurate pupil detection,2018,10.1016/j.patcog.2018.12.014,https://openalex.org/W2903907439,Rensselaer Polytechnic Institute,institution:50c86a6fc102a2c1,,Qiang Ji,,2,"Rensselaer Polytechnic Institute, Troy, NY 12180, USA",,,,,,manually_confirmed,active,2026-07-15T14:12:24Z,2026-07-15T14:12:24Z
mapping:62f899c359795c099b37,openalex:W2903907439,Cascade learning from adversarial synthetic images for accurate pupil detection,2018,10.1016/j.patcog.2018.12.014,https://openalex.org/W2903907439,Qingdao Academy of Intelligent Industries,institution:e64214548d48f667,,Chao Gou; Kunfeng Wang; Fei-Yue Wang,,3,"Qingdao Academy of Intelligent Industries, Qingdao 266109, China",,,,,,manually_confirmed,active,2026-07-15T14:12:54Z,2026-07-15T14:12:54Z
mapping:bf89138e096db6d1fdd8,openalex:W4400624794,Artifact feature purification for cross-domain detection of AI-generated images,2024,10.1016/j.cviu.2024.104078,https://openalex.org/W4400624794,"Institute of Automation, Chinese Academy of Sciences",institution:966ff12833f90bb0,,Zheling Meng; Bo Peng; Jing Dong; Tieniu Tan,,1,"New Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China State Key Laboratory of Multimodal Artificial Intelligence Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China",,,,,,manually_confirmed,active,2026-07-15T14:18:24Z,2026-07-15T14:18:24Z
mapping:92c9b9cfa2c3d2721e95,openalex:W4400624794,Artifact feature purification for cross-domain detection of AI-generated images,2024,10.1016/j.cviu.2024.104078,https://openalex.org/W4400624794,University of Chinese Academy of Sciences,institution:69309405e04976ec,,Zheling Meng; Jing Dong; Tieniu Tan,,2,"School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing, 100049, China",,,,,,manually_confirmed,active,2026-07-15T14:19:06Z,2026-07-15T14:19:06Z
mapping:24eb798820d89d43bce2,openalex:W4400624794,Artifact feature purification for cross-domain detection of AI-generated images,2024,10.1016/j.cviu.2024.104078,https://openalex.org/W4400624794,Communication University of China,institution:157163d25dac880f,,Haonan Cheng,,3,"State Key Laboratory of Media Convergence and Communication, Communication University of China, Beijing 100024, China",,,,,,manually_confirmed,active,2026-07-15T14:19:29Z,2026-07-15T14:19:29Z
mapping:744ef9fd6106fdf09ebd,openalex:W4410853187,Noise-Informed Diffusion-Generated Image Detection With Anomaly Attention,2025,10.1109/tifs.2025.3573161,https://openalex.org/W4410853187,University of Chinese Academy of Sciences,institution:69309405e04976ec,,Weinan Guan,,1,"Weinan Guan is with the School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing 100049, China.",,,,,,manually_confirmed,active,2026-07-15T14:30:20Z,2026-07-15T14:30:20Z
mapping:af2660fee7bbcd4eb11f,openalex:W4410853187,Noise-Informed Diffusion-Generated Image Detection With Anomaly Attention,2025,10.1109/tifs.2025.3573161,https://openalex.org/W4410853187,"Institute of Automation, Chinese Academy of Sciences",institution:966ff12833f90bb0,,Weinan Guan; Wei Wang; Bo Peng; Jing Dong,,2,"Weinan Guan is also with the New Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences (CASIA), Beijing 100190, China. Wei Wang, Bo Peng, and Jing Dong are with the New Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences (CASIA), Beijing 100190, China.",,,,,,manually_confirmed,active,2026-07-15T14:30:43Z,2026-07-15T14:30:43Z
mapping:2a3b8d1dde76c8b84a03,openalex:W4410853187,Noise-Informed Diffusion-Generated Image Detection With Anomaly Attention,2025,10.1109/tifs.2025.3573161,https://openalex.org/W4410853187,Nanjing University of Information Science and Technology,institution:0af8b0b3be8e7963,,Ziwen He,,3,"Ziwen He is with the Engineering Research Center of Digital Forensics, Ministry of Education, Nanjing University of Information Science and Technology, Nanjing, Jiangsu 210044, China.",,,,,,manually_confirmed,active,2026-07-15T14:31:01Z,2026-07-15T14:31:01Z
mapping:7343d776f1c6afcd4b91,openalex:W4410853187,Noise-Informed Diffusion-Generated Image Detection With Anomaly Attention,2025,10.1109/tifs.2025.3573161,https://openalex.org/W4410853187,Communication University of China,institution:157163d25dac880f,,Haonan Cheng,,4,"Haonan Cheng is with the State Key Laboratory of Media Convergence and Communication, Communication University of China, Beijing 100024, China.",,,,,,manually_confirmed,active,2026-07-15T14:31:15Z,2026-07-15T14:31:15Z
mapping:ae95082f70ec4f3327c0,curated:7693a9c0107feaf90e10,Are High-Quality AI-Generated Images More Difficult for Models to Detect?,2025,,,Sun Yat-sen University,institution:5c85faa51cc57a24,,Yao Xiao; Binbin Yang; Weiyan Chen; Zijie Cao; Ziyi Dong; Liang Lin; Pengxu Wei,,1,"School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China",,,,,,manually_confirmed,active,2026-07-17T21:28:48Z,2026-07-17T21:28:48Z
mapping:913b9461f31f69c6cfa0,curated:7693a9c0107feaf90e10,Are High-Quality AI-Generated Images More Difficult for Models to Detect?,2025,,,Xi'an Jiaotong University,institution:afc29be68ac419be,,Jiahao Chen; Wei Ke,,2,"School of Software Engineering, Xi’an Jiaotong University, Xi’an, China",,,,,,manually_confirmed,active,2026-07-17T21:29:10Z,2026-07-17T21:29:10Z
mapping:fbf61c19ecf041dac4dc,curated:7693a9c0107feaf90e10,Are High-Quality AI-Generated Images More Difficult for Models to Detect?,2025,,,Tsinghua University,institution:4ae45b121fe12e9c,,Xiangyang Ji,,3,"Department of Automation, Tsinghua University, Beijing, China",,,,,,manually_confirmed,active,2026-07-17T21:29:25Z,2026-07-17T21:29:25Z
mapping:419d1445f86603a3b557,curated:7693a9c0107feaf90e10,Are High-Quality AI-Generated Images More Difficult for Models to Detect?,2025,,,Peng Cheng Laboratory,institution:aee00ab2f1fd8132,location:aee00ab2f1fd813231e8,Liang Lin; Pengxu Wei,,4,"Peng Cheng Laboratory, Shenzhen, China",,Shenzhen,China,22.62801,113.92921,manually_confirmed,active,2026-07-17T21:29:41Z,2026-08-24T17:30:25Z
mapping:2efb6df384002a81fd04,curated:3c8696103d9d5e608281,DRCT: Diffusion Reconstruction Contrastive Training towards Universal Detection of Diffusion Generated Images,2024,,,Alibaba Group,institution:73f449eb6a3c05d3,,Baoying Chen; Jishen Zeng; Rui Yang,,1,Alibaba Group,,,,,,manually_confirmed,active,2026-07-17T21:33:18Z,2026-07-17T21:33:18Z
mapping:1b0f03b9fcd77f59e49e,curated:3c8696103d9d5e608281,DRCT: Diffusion Reconstruction Contrastive Training towards Universal Detection of Diffusion Generated Images,2024,,,Shenzhen Campus of Sun Yat-sen University,institution:9ab7959736f7be0d,,Jianquan Yang,,2,"School of Cyber Science and Technology, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China",,,,,,manually_confirmed,active,2026-07-17T21:34:08Z,2026-07-17T21:34:08Z
mapping:c2dd804411c784e50bf9,curated:386ccd052b812587c286,"All Patches Matter, More Patches Better: Enhance AI-Generated Image Detection via Panoptic Patch Learning",2026,,,Zhejiang University,institution:e433baf78e80004b,,Zheng Yang; Xinghe Fu; Zequn Qin; Xi Li,,1,"College of Computer Science and Technology, Zhejiang University",,,,,,manually_confirmed,active,2026-07-17T21:36:02Z,2026-07-17T21:39:30Z
mapping:f4284edd4695718e3905,curated:386ccd052b812587c286,"All Patches Matter, More Patches Better: Enhance AI-Generated Image Detection via Panoptic Patch Learning",2026,,,Tencent Youtu Lab,institution:3e78e883c14f8bb8,,Ruoxin Chen; Keyue Zhang; Shuang Wu; Taiping Yao; Shouhong Ding,,2,"Youtu Lab, Tencent",,,,,,manually_confirmed,active,2026-07-17T21:36:21Z,2026-07-17T21:36:21Z
mapping:fd34ec70d270236414fb,curated:386ccd052b812587c286,"All Patches Matter, More Patches Better: Enhance AI-Generated Image Detection via Panoptic Patch Learning",2026,,,Peking University,institution:46e4866d3b2954ab,,Zhiyuan Yan,,3,Peking University,,,,,,manually_confirmed,active,2026-07-17T21:36:36Z,2026-07-17T21:36:36Z
mapping:425ed7a71dbb40d09569,curated:386ccd052b812587c286,"All Patches Matter, More Patches Better: Enhance AI-Generated Image Detection via Panoptic Patch Learning",2026,,,"WeChat Pay, Tencent",institution:a5744bc50825ed1f,,Xiujun Shu,,4,"WeChat Pay, Tencent",,,,,,manually_confirmed,active,2026-07-17T21:37:25Z,2026-07-17T21:37:25Z
mapping:bc889b69e4b4c1701302,curated:386ccd052b812587c286,"All Patches Matter, More Patches Better: Enhance AI-Generated Image Detection via Panoptic Patch Learning",2026,,,Zhejiang University,institution:e433baf78e80004b,,Zequn Qin,,1,"School of Software Technology, Zhejiang University",,,,,,manually_confirmed,excluded,2026-07-17T21:38:25Z,2026-07-17T21:39:22Z
mapping:5bb983812820adc04a27,curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,2026,,,Shanghai Jiao Tong University,institution:fccd5d0ac9cc52f9,,Yikun Ji; Qi Fan; Liqing Zhang; Jianfu Zhang,,1,Shanghai Jiao Tong University,,,,,,manually_confirmed,active,2026-07-17T21:40:40Z,2026-07-17T21:40:40Z
mapping:f78f4f3ad036e08a894a,curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,2026,,,Ant Group,institution:5a28a1a99a417ba5,,Yikun Ji; Yan Hong; Jun Lan; Huijia Zhu; Weiqiang Wang,,2,Ant Group,,,,,,manually_confirmed,active,2026-07-17T21:41:06Z,2026-07-17T21:41:06Z
mapping:5b1be4f901f0a46cf29e,curated:7287cadbc4b8408fd16b,Breaking Manifold Continuity: Vector Quantized Modeling for Real-Centric Deepfake Detection,2026,,,Shanghai Jiao Tong University,institution:fccd5d0ac9cc52f9,,Changshuo Wang; Ran Yi; Lizhuang Ma,,1,"Shanghai Jiao Tong University, Shanghai, China",,,,,,manually_confirmed,active,2026-07-17T21:42:10Z,2026-07-17T21:42:10Z
mapping:ac16f3095160288df768,curated:7287cadbc4b8408fd16b,Breaking Manifold Continuity: Vector Quantized Modeling for Real-Centric Deepfake Detection,2026,,,Tencent Youtu Lab,institution:3e78e883c14f8bb8,,Changshuo Wang; Jiangming Wang; Ke-Yue Zhang; Taiping Yao; Shouhong Ding,,2,"Tencent Youtu Lab, Shanghai, China",,,,,,manually_confirmed,active,2026-07-17T21:42:34Z,2026-07-17T21:42:34Z
mapping:a5c5f199049860b57372,curated:b2b738978609f5704f00,HSIC Bottleneck for Cross-Generator and Domain-Incremental Synthetic Image Detection,2026,,https://openalex.org/W7111483085,National Taiwan University,institution:69a779f3b8d566f6,,Chin-Chia Yang; Yung-Yu Chuang,,1,"Department of Computer Science, National Taiwan University, Taiwan; AI Center of Research Excellence (AI-CoRE), National Taiwan University, Taiwan",,,,,,manually_confirmed,active,2026-07-17T21:43:59Z,2026-07-17T21:43:59Z
mapping:58e03991012ac2553d0e,curated:b2b738978609f5704f00,HSIC Bottleneck for Cross-Generator and Domain-Incremental Synthetic Image Detection,2026,,https://openalex.org/W7111483085,National Tsing Hua University,institution:4b215cd9407fb4b1,,Hwann-Tzong Chen,,2,"Department of Computer Science, National Tsing Hua University, Taiwan",,,,,,manually_confirmed,active,2026-07-17T21:44:15Z,2026-07-17T21:44:15Z
mapping:9141f91ac45eeaef6fc3,curated:b2b738978609f5704f00,HSIC Bottleneck for Cross-Generator and Domain-Incremental Synthetic Image Detection,2026,,https://openalex.org/W7111483085,Academia Sinica,institution:d2cacec52769f3d9,,Chin-Chia Yang; Tyng-Luh Liu,,3,"Institute of Information Science, Academia Sinica, Taiwan",,,,,,manually_confirmed,active,2026-07-17T21:44:42Z,2026-07-17T21:44:42Z
mapping:4950ea5b530cbe094496,curated:7b767faa09af80414296,Leveraging Failed Samples: A Few-Shot and Training-Free Framework for Generalized Deepfake Detection,2026,10.1609/aaai.v40i33.39998,https://openalex.org/W7138200288,Beijing Jiaotong University,institution:bf6195b78f6dc951,,Shibo Yao; Renshuai Tao; Chunjie Zhang,,1,,,,,,,manually_confirmed,active,2026-07-17T21:45:52Z,2026-07-17T21:45:52Z
mapping:83f091cf9077e352778d,curated:7b767faa09af80414296,Leveraging Failed Samples: A Few-Shot and Training-Free Framework for Generalized Deepfake Detection,2026,10.1609/aaai.v40i33.39998,https://openalex.org/W7138200288,"Institute of Automation, Chinese Academy of Sciences",institution:966ff12833f90bb0,,Xiaolong Zheng,,2,,,,,,,manually_confirmed,active,2026-07-17T21:46:04Z,2026-07-17T21:46:04Z
mapping:882e3fc563ac3eacf806,curated:7b767faa09af80414296,Leveraging Failed Samples: A Few-Shot and Training-Free Framework for Generalized Deepfake Detection,2026,10.1609/aaai.v40i33.39998,https://openalex.org/W7138200288,Wuhan University,institution:f23b95ce92de4591,,Chao Liang,,3,,,,,,,manually_confirmed,active,2026-07-17T21:46:15Z,2026-07-17T21:46:15Z
mapping:9c58f70b9631ba78c15a,curated:084e01a1a2191cb4c86a,LOKI: A Comprehensive Synthetic Data Detection Benchmark using Large Multimodal Models,2025,10.48550/arxiv.2410.09732,https://openalex.org/W4403570063,Sun Yat-sen University,institution:5c85faa51cc57a24,,Junyan Ye; Zilong Huang; Jun He; Zihao Wang; Yiping Chen; Weijia Li,,1,,,,,,,manually_confirmed,active,2026-07-17T21:47:28Z,2026-07-17T21:47:28Z
mapping:24453c3dbd25adcc7677,curated:084e01a1a2191cb4c86a,LOKI: A Comprehensive Synthetic Data Detection Benchmark using Large Multimodal Models,2025,10.48550/arxiv.2410.09732,https://openalex.org/W4403570063,Shanghai Artificial Intelligence Laboratory,institution:c107a95b6cb53ac5,location:c107a95b6cb53ac5425f,Junyan Ye; Baichuan Zhou; Junan Zhang; Tianyi Bai; Hengrui Kang; Honglin Lin; Zhizheng Wu; Dahua Lin; Conghui He,,2,,,Shanghai,China,31.1779,121.4625,manually_confirmed,active,2026-07-17T21:47:51Z,2026-08-30T21:08:46Z
mapping:1e866bf80116cf3d7003,curated:084e01a1a2191cb4c86a,LOKI: A Comprehensive Synthetic Data Detection Benchmark using Large Multimodal Models,2025,10.48550/arxiv.2410.09732,https://openalex.org/W4403570063,SenseTime,institution:f95d5af831e91b94,,Conghui He,,3,SenseTime Research,,,,,,manually_confirmed,active,2026-07-17T21:48:10Z,2026-07-17T21:48:10Z
mapping:858d81da9652d68ee59d,curated:084e01a1a2191cb4c86a,LOKI: A Comprehensive Synthetic Data Detection Benchmark Using Large Multimodal Models,2025,10.48550/arxiv.2410.09732,https://openalex.org/W4403570063,Chinese University of Hong Kong,institution:ff4b6fb0e7e3f155,location:08953a148518042d3bbb,Tong Wu; Dahua Lin,,4,The Chinese University of Hong Kong,,Hong Kong,China,22.4201838,114.2079145,manually_confirmed,active,2026-07-17T21:48:43Z,2026-08-27T15:02:51Z
mapping:224724b0d31d72005e99,curated:084e01a1a2191cb4c86a,LOKI: A Comprehensive Synthetic Data Detection Benchmark using Large Multimodal Models,2025,10.48550/arxiv.2410.09732,https://openalex.org/W4403570063,The Hong Kong University of Science and Technology,institution:fa80d3c071c298e1,,Tianyi Bai,,5,The Hong Kong University of Science and Technology,,,,,,manually_confirmed,active,2026-07-17T21:48:58Z,2026-07-17T21:48:58Z
mapping:08ad1aa6e889d6c2460d,curated:084e01a1a2191cb4c86a,LOKI: A Comprehensive Synthetic Data Detection Benchmark using Large Multimodal Models,2025,10.48550/arxiv.2410.09732,https://openalex.org/W4403570063,"The Chinese University of Hong Kong, Shenzhen",institution:5dbb9ac6a407e079,,Junan Zhang; Zhizheng Wu,,6,"SDS, SRIBD, The Chinese University of Hong Kong, Shenzhen",,,,,,manually_confirmed,active,2026-07-17T21:49:23Z,2026-07-17T21:49:23Z
mapping:70ea2c1b43c27b8350d8,curated:64635535d7b7b6a12a32,Unveiling Perceptual Artifacts: A Fine-Grained Benchmark for Interpretable AI-Generated Image Detection,2026,,https://openalex.org/W7126001367,Sun Yat-sen University,institution:5c85faa51cc57a24,,Yao Xiao; Weiyan Chen; Zijie Cao; Binbin Yang; Ziyi Dong; Pengxu Wei; Liang Lin,,1,,,,,,,manually_confirmed,active,2026-07-17T21:52:45Z,2026-07-17T21:52:45Z
mapping:ead069216470187da749,curated:64635535d7b7b6a12a32,Unveiling Perceptual Artifacts: A Fine-Grained Benchmark for Interpretable AI-Generated Image Detection,2026,,https://openalex.org/W7126001367,Peng Cheng Laboratory,institution:aee00ab2f1fd8132,location:aee00ab2f1fd813231e8,Pengxu Wei; Liang Lin,,2,,,Shenzhen,China,22.62801,113.92921,manually_confirmed,active,2026-07-17T21:52:59Z,2026-08-24T17:30:25Z
mapping:e6c1de983e0a32d5bb62,curated:64635535d7b7b6a12a32,Unveiling Perceptual Artifacts: A Fine-Grained Benchmark for Interpretable AI-Generated Image Detection,2026,,https://openalex.org/W7126001367,Xi'an Jiaotong University,institution:afc29be68ac419be,,Jiahao Chen; Wei Ke,,3,,,,,,,manually_confirmed,active,2026-07-17T21:53:13Z,2026-07-17T21:53:13Z
mapping:a0381b5720a5171adf51,curated:64635535d7b7b6a12a32,Unveiling Perceptual Artifacts: A Fine-Grained Benchmark for Interpretable AI-Generated Image Detection,2026,,https://openalex.org/W7126001367,Australian National University,institution:943b42ad910c2615,,Weijian Deng,,4,,,,,,,manually_confirmed,active,2026-07-17T21:53:27Z,2026-07-17T21:53:27Z
mapping:0b5333d45b075b0cd58a,curated:64635535d7b7b6a12a32,Unveiling Perceptual Artifacts: A Fine-Grained Benchmark for Interpretable AI-Generated Image Detection,2026,,https://openalex.org/W7126001367,Tsinghua University,institution:4ae45b121fe12e9c,,Xiangyang Ji,,5,,,,,,,manually_confirmed,active,2026-07-17T21:53:38Z,2026-07-17T21:53:38Z
mapping:5bcf70399f6c29ec1e3c,curated:beb92721c8ba0d0c4231,Scaling Up AI-Generated Image Detection with Generator-Aware Prototypes,2026,10.48550/arxiv.2512.12982,https://openalex.org/W4417453606,"Institute of Automation, Chinese Academy of Sciences",institution:966ff12833f90bb0,location:966ff12833f90bb0ba7e,Ziheng Qin; Yuheng Ji; Yuxuan Tian; Yuyang Liu; Yipu Wang; Xiaolong Zheng,,1,"Institute of Automation, Chinese Academy of Sciences",,Beijing,China,39.9826,116.3336,manually_confirmed,active,2026-07-17T21:55:18Z,2026-08-25T05:41:12Z
mapping:6e5208915d39772c8f95,curated:beb92721c8ba0d0c4231,Scaling Up AI-Generated Image Detection with Generator-Aware Prototypes,2026,10.48550/arxiv.2512.12982,https://openalex.org/W4417453606,Beijing Jiaotong University,institution:bf6195b78f6dc951,,Ziheng Qin; Renshuai Tao,,2,"Institute of Information Science, Beijing Jiaotong University",,,,,,manually_confirmed,active,2026-07-17T21:55:36Z,2026-07-17T21:56:23Z
mapping:fbdbbba3c4aac852c0cd,curated:beb92721c8ba0d0c4231,Scaling Up AI-Generated Image Detection with Generator-Aware Prototypes,2026,10.48550/arxiv.2512.12982,https://openalex.org/W4417453606,University of Chinese Academy of Sciences,institution:69309405e04976ec,,Ziheng Qin; Yuheng Ji; Yuxuan Tian; Yuyang Liu; Yipu Wang; Xiaolong Zheng,,3,"School of Artificial Intelligence, University of Chinese Academy of Sciences; School of Advanced Interdisciplinary Sciences, University of Chinese Academy of Sciences",,,,,,manually_confirmed,active,2026-07-17T21:56:03Z,2026-07-17T21:56:03Z
mapping:20a5169c3c562c456c83,curated:6c2f591bf6fda3abecbb,Reasoning-Aware AIGC Detection via Alignment and Reinforcement,2026,10.18653/v1/2026.findings-acl.1043,https://openalex.org/W7166812826,Renmin University of China,institution:5fbb6e2cbdd4ea21,,Zhao Wang; Zhicheng Dou,,1,"Gaoling School of Artificial Intelligence, Renmin University of China",,,,,,manually_confirmed,active,2026-07-17T21:57:54Z,2026-07-17T21:57:54Z
mapping:fc0ea6602f56417e0815,curated:6c2f591bf6fda3abecbb,Reasoning-Aware AIGC Detection via Alignment and Reinforcement,2026,10.18653/v1/2026.findings-acl.1043,https://openalex.org/W7166812826,Duke University,institution:781afa4ed50a74b8,,Max Xiong,,2,,,,,,,manually_confirmed,active,2026-07-17T21:58:08Z,2026-07-17T21:58:08Z
mapping:63b8a9b18d42de882c8d,curated:6c2f591bf6fda3abecbb,Reasoning-Aware AIGC Detection via Alignment and Reinforcement,2026,10.18653/v1/2026.findings-acl.1043,https://openalex.org/W7166812826,Microsoft Research Asia,institution:7b971ad17fd639eb,,Jianxun Lian,,3,,,,,,,manually_confirmed,active,2026-07-17T21:58:19Z,2026-07-17T21:58:19Z
mapping:ed00e004e210dc212544,curated:b45849aa3f89cc8b64ef,Position: We need to re-think the concept of “real” images.,2026,,,Offenburg University of Applied Sciences,institution:59fe0b363dfeb8f5,,Janis Keuper,,1,"IMLA, Offenburg University, Germany",,,,,,manually_confirmed,active,2026-07-17T22:00:27Z,2026-07-17T22:00:27Z
mapping:03078a38cdca9a47e33a,curated:b45849aa3f89cc8b64ef,Position: We need to re-think the concept of “real” images.,2026,,,University of Mannheim,institution:957fef132942e033,,Janis Keuper; Margret Keuper,,2,"University of Mannheim, Germany",,,,,,manually_confirmed,active,2026-07-17T22:00:47Z,2026-07-17T22:00:47Z
mapping:fd33891327aabad2a825,curated:b45849aa3f89cc8b64ef,Position: We need to re-think the concept of “real” images.,2026,,,Max Planck Institute for Informatics,institution:bef37c90751e824e,,Margret Keuper,,3,"Max Planck Institute for Informatics, Saarland Informatics Campus",,,,,,manually_confirmed,active,2026-07-17T22:00:59Z,2026-07-17T22:00:59Z
mapping:0f4aa749d0795058ff6a,curated:95953a73a0e2e1f14ccb,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,2025,,,Zhejiang University,institution:e433baf78e80004b,,Xinghe Fu; Zheng Yang; Xi Li,,1,"College of Computer Science and Technology, Zhejiang University, Hangzhou, China",,,,,,manually_confirmed,active,2026-07-17T22:01:58Z,2026-07-17T22:01:58Z
mapping:a2a582fd979d9784721b,curated:95953a73a0e2e1f14ccb,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,2025,,,Tencent Youtu Lab,institution:3e78e883c14f8bb8,,Zhiyuan Yan; Taiping Yao; Yandan Zhao; Shouhong Ding,,2,"Youtu Lab, Tencent, Shanghai, China",,,,,,manually_confirmed,active,2026-07-17T22:02:19Z,2026-07-17T22:02:19Z
mapping:feca32b05c7460296756,curated:506d44d3feea2627dd42,No Pixel Left Behind: A Detail-Preserving Architecture for Robust High-Resolution AI-Generated Image Detection,2026,,,Zhejiang University,institution:e433baf78e80004b,,Lianrui Mu; Haoji Hu; Xingze Zou; Jianhong Bai; Jiaqi Hu,,1,,,,,,,manually_confirmed,active,2026-07-17T22:03:00Z,2026-07-17T22:03:00Z
mapping:e55552988cd2e6731008,curated:3c22ad3ac0639bf3d2b5,Multiscale Spatial Frequency-Aware Transformer and Saturation Analysis for Universal Deepfake Detection,2026,10.1109/TCYB.2026.3690601,,Nanjing University of Science and Technology,institution:a239b6e2cb8473ef,,Kaiwen Xu; Yichao Zhou; Yang Xu,,1,"School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing 210094, China",,,,,,manually_confirmed,active,2026-07-17T22:07:16Z,2026-07-17T22:07:16Z
mapping:f80085a4d76f2db8ab48,curated:3c22ad3ac0639bf3d2b5,Multiscale Spatial Frequency-Aware Transformer and Saturation Analysis for Universal Deepfake Detection,2026,10.1109/TCYB.2026.3690601,,Beijing University of Technology,institution:f060d61d546153f2,,Xiyuan Hu,,2,"College of Computer Sciences, Beijing University of Technology, Beijing 100124, China",,,,,,manually_confirmed,active,2026-07-17T22:07:29Z,2026-07-17T22:07:29Z
