paper_id,title,normalized_title,year,publication_status,venue,tasks,image_scopes,research_types,doi,arxiv_id,openalex_id,method_name_candidate,method_name_evidence
curated:47b576be1ed7e2a6bfed,"Fully AI-Generated Image Detection: Definition, Recent Advances and Challenges",fully ai generated image detection definition recent advances and challenges,2025,preprint_or_other,arXiv,detection,fully_generated;deepfake,survey,10.48550/arxiv.2502.19716,2502.19716,w4416149370,Fully AI-Generated Image Detection,title prefix heuristic; discovery only
,GCS-Net: A Universal AI-Generated Visual Content Detection Method Based on CLIP,gcs net a universal ai generated visual content detection method based on clip,2025,published,Knowledge-Based Systems (KBS),detection,fully_generated,method,10.1016/j.knosys.2025.113806,,w4410487490,GCS-Net,title prefix heuristic; discovery only
,Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,generalizable ai generated image detection based on fractal self similarity in the spectrum,2025,preprint_or_other,arXiv,detection,fully_generated,method,10.48550/arxiv.2503.08484,2503.08484,w4414578321,,
curated:0fb6a9c0db904eae726d,Generalizable Synthetic Image Detection via Language-Guided Contrastive Learning,generalizable synthetic image detection via language guided contrastive learning,2025,published,IEEE Transactions on Artificial Intelligence (TAI),detection;source_attribution,fully_generated,method;dataset,10.1109/tai.2025.3641104,2305.13800,w4378506811,,
curated:3c3cd6143ece4045b378,Generalized Design Choices for Deepfake Detectors,generalized design choices for deepfake detectors,2025,preprint_or_other,arXiv,detection,deepfake,method,10.48550/arxiv.2511.21507,2511.21507,w4416790887,,
curated:1750a9eae0bc7ad94628,GIM: A Million-Scale Benchmark for Generative Image Manipulation Detection and Localization,gim a million scale benchmark for generative image manipulation detection and localization,2025,published,AAAI Conference on Artificial Intelligence (AAAI),detection;localization,generative_editing,method;dataset;benchmark,10.1609/aaai.v39i2.32231,2406.16531,w4409346508,GIM,title prefix heuristic; discovery only
,Harnessing Attention for Cropping and Fusion in CLIP-Based AIGC Detection,harnessing attention for cropping and fusion in clip based aigc detection,2025,published,Neurocomputing,detection,fully_generated,method,10.1016/j.neucom.2025.132482,,w4417526972,,
,Harnessing The Power Of AI To Detect AI Generated Images,harnessing the power of ai to detect ai generated images,2025,preprint_or_other,SSRN Electronic Journal,detection,fully_generated,survey,10.2139/ssrn.5238890,,w4410120556,,
curated:507b9cb16991da1629f8,HFMF: Hierarchical Fusion Meets Multi-Stream Models for Deepfake Detection,hfmf hierarchical fusion meets multi stream models for deepfake detection,2025,published,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) · Workshop,detection,fully_generated;deepfake,method,10.1109/wacvw65960.2025.00082,,w4409917519,HFMF,title prefix heuristic; discovery only
,Hierarchical Feature Fusion and Enhanced Attention Mechanism for Robust GAN-Generated Image Detection,hierarchical feature fusion and enhanced attention mechanism for robust gan generated image detection,2025,published,Mathematics,detection,fully_generated;deepfake,method,10.3390/math13091372,,w4409705469,,
curated:5fde2c559e029508e0c3,Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection of Generated Images and the Impact of Prompts,human vs ai a novel benchmark and a comparative study on the detection of generated images and the impact of prompts,2025,published,International Conference on Computational Linguistics (COLING) · Workshop,detection,fully_generated,method;dataset,10.48550/arxiv.2412.09715,2412.09715,w4405432911,Human vs. AI,title prefix heuristic; discovery only
curated:c45f9027e90830e4c9b6,Improving Synthetic Image Detection Towards Generalization: An Image Transformation Perspective,improving synthetic image detection towards generalization an image transformation perspective,2025,published,ACM SIGKDD Conference on Knowledge Discovery and Data Mining (KDD),detection,fully_generated,method,10.1145/3690624.3709392,2408.06741,w4409149749,,
curated:f158c57190bcd2c8405c,Is Artificial Intelligence Generated Image Detection a Solved Problem?,is artificial intelligence generated image detection a solved problem,2025,published,Advances in Neural Information Processing Systems (NeurIPS),detection,fully_generated;deepfake,dataset;benchmark,10.48550/arxiv.2505.12335,2505.12335,w4417300571,,
curated:071cba105b795105a0e6,Ivy-Fake: A Unified Explainable Framework and Benchmark for Image and Video AIGC Detection,ivy fake a unified explainable framework and benchmark for image and video aigc detection,2025,preprint_or_other,arXiv,detection,fully_generated;deepfake,method;dataset;benchmark,,2506.00979,w4414894364,Ivy-Fake,title prefix heuristic; discovery only
curated:fc87c72c7e8c831652ea,LADLE-MM: Limited Annotation Based Detector with Learned Ensembles for Multimodal Misinformation,ladle mm limited annotation based detector with learned ensembles for multimodal misinformation,2025,preprint_or_other,arXiv,detection,deepfake,method,,2512.20257,w7117248393,LADLE-MM,title prefix heuristic; discovery only
curated:e688194977fa7bbf7db3,LAID: Lightweight AI-Generated Image Detection in Spatial and Spectral Domains,laid lightweight ai generated image detection in spatial and spectral domains,2025,published,"Annual International Conference on Privacy, Security, and Trust (PST)",detection,fully_generated,method,10.1109/pst65910.2025.11268874,,w4416961862,LAID,title prefix heuristic; discovery only
,LATTE: Latent Trajectory Embedding for Diffusion-Generated Image Detection,latte latent trajectory embedding for diffusion generated image detection,2025,preprint_or_other,arXiv,detection,fully_generated,method,10.48550/arxiv.2507.03054,2507.03054,w4415343792,LATTE,title prefix heuristic; discovery only
curated:14272073fa5bc0e301b5,LEGION: Learning to Ground and Explain for Synthetic Image Detection,legion learning to ground and explain for synthetic image detection,2025,published,IEEE/CVF International Conference on Computer Vision (ICCV),detection,fully_generated,method,10.1109/iccv51701.2025.01760,2503.15264,w4414903171,LEGION,title prefix heuristic; discovery only
curated:084e01a1a2191cb4c86a,LOKI: A Comprehensive Synthetic Data Detection Benchmark Using Large Multimodal Models,loki a comprehensive synthetic data detection benchmark using large multimodal models,2025,published,International Conference on Learning Representations (ICLR),detection,fully_generated,dataset;benchmark,10.48550/arxiv.2410.09732,2410.09732,w4403570063,LOKI,title prefix heuristic; discovery only
curated:10d9805bad6f63bf6789,LOTA: Bit-Planes Guided AI-Generated Image Detection,lota bit planes guided ai generated image detection,2025,published,IEEE/CVF International Conference on Computer Vision (ICCV),detection,fully_generated,method,10.1109/iccv51701.2025.01602,2510.14230,w7160100074,LOTA,title prefix heuristic; discovery only
curated:2c278dcd079ea27d0f73,MAID: Model Attribution via Inverse Diffusion,maid model attribution via inverse diffusion,2025,published,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",detection;source_attribution,fully_generated,method,10.1109/icassp49660.2025.10888869,,w4408354801,MAID,title prefix heuristic; discovery only
curated:4c10e64c5b8f09c7333e,Manifold Induced Biases for Zero-Shot and Few-Shot Detection of Generated Images,manifold induced biases for zero shot and few shot detection of generated images,2025,published,International Conference on Learning Representations (ICLR),detection,fully_generated,method,10.48550/arxiv.2504.15470,2504.15470,w4414631013,,
curated:76432b4d7b1b3ef6f0d1,MiraGe: Multimodal Discriminative Representation Learning for Generalizable AI-Generated Image Detection,mirage multimodal discriminative representation learning for generalizable ai generated image detection,2025,published,ACM International Conference on Multimedia (ACM MM),detection,fully_generated,method,10.1145/3746027.3755142,2508.01525,w4415540724,MiraGe,title prefix heuristic; discovery only
,Mirage: Unveiling Hidden Artifacts in Synthetic Images with Large Vision-Language Models,mirage unveiling hidden artifacts in synthetic images with large vision language models,2025,preprint_or_other,arXiv,detection,fully_generated,dataset;analysis_study,10.48550/arxiv.2510.03840,2510.03840,w4414970554,,
curated:828a87e68db4c3541e80,MLEP: Multi-Granularity Local Entropy Patterns for Generalized AI-Generated Image Detection,mlep multi granularity local entropy patterns for generalized ai generated image detection,2025,published,Advances in Neural Information Processing Systems (NeurIPS),detection,fully_generated;deepfake,method,10.52202/085713-2321,2504.13726,w4415320094,MLEP,title prefix heuristic; discovery only
curated:40ffd016e03ca4604fa8,Model Synthesis for Zero-Shot Model Attribution,model synthesis for zero shot model attribution,2025,published,IEEE Transactions on Multimedia (TMM),source_attribution,fully_generated,method,10.1109/tmm.2025.3607778,2307.15977,w4385473656,,
,MSAFNet: multi-scale self-adaptive feature fusion network for AI-generated image detection,msafnet multi scale self adaptive feature fusion network for ai generated image detection,2025,published,Measurement Science and Technology (Meas. Sci. Technol.),detection,fully_generated,method,10.1088/1361-6501/ae005c,,w4413783451,MSAFNet,title prefix heuristic; discovery only
,Multi-modal texture fusion network for detecting AI-generated images,multi modal texture fusion network for detecting ai generated images,2025,published,Frontiers in Artificial Intelligence (Front. Artif. Intell.),detection,fully_generated,method;benchmark,10.3389/frai.2025.1663292,,w4415418960,,
curated:22c0f35b356c01cbd122,Multi-Perspective Frequency Domain Learning for Generalizable AI-Generated Image Detection,multi perspective frequency domain learning for generalizable ai generated image detection,2025,published,European Conference on Artificial Intelligence (ECAI),detection,fully_generated,method,10.3233/faia251048,,w4415428300,,
curated:cda6067db322246e8195,No Detector to Rule Them All,no detector to rule them all,2025,published,ACM International Conference on Multimedia (ACM MM) · Workshop,detection,fully_generated;deepfake,method,10.1145/3746265.3759659,,w4414945373,,
,Noise-Informed Diffusion-Generated Image Detection With Anomaly Attention,noise informed diffusion generated image detection with anomaly attention,2025,published,IEEE Transactions on Information Forensics and Security (TIFS),detection,fully_generated,method,10.1109/tifs.2025.3573161,2506.16743,w4410853187,,
curated:89f7a674fe872806006b,ODDN: Addressing Unpaired Data Challenges in Open-World Deepfake Detection on Online Social Networks,oddn addressing unpaired data challenges in open world deepfake detection on online social networks,2025,published,AAAI Conference on Artificial Intelligence (AAAI),detection,deepfake,method,10.1609/aaai.v39i1.32063,2410.18687,w4409346532,ODDN,title prefix heuristic; discovery only
curated:d8667aa1db5ef69d199a,OmniAID: Decoupling Semantics and Artifacts for Universal AI-Generated Image Detection in the Wild,omniaid decoupling semantics and artifacts for universal ai generated image detection in the wild,2025,preprint_or_other,arXiv,detection,fully_generated,method;dataset;benchmark,,2511.08423,w4416184934,OmniAID,title prefix heuristic; discovery only
curated:ffa24185c2c870a44bde,OpenFake: An Open Dataset and Platform Toward Real-World Deepfake Detection,openfake an open dataset and platform toward real world deepfake detection,2025,preprint_or_other,arXiv,detection,deepfake,dataset;benchmark,,2509.09495,w4414975347,OpenFake,title prefix heuristic; discovery only
curated:4b3b8e9895b44de7c752,OpenSDI: Spotting Diffusion-Generated Images in the Open World,opensdi spotting diffusion generated images in the open world,2025,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method;dataset;benchmark,10.1109/cvpr52734.2025.00405,,w4413145584,OpenSDI,title prefix heuristic; discovery only
,Optimized Frequency Collaborative Strategy Drives AI Image Detection,optimized frequency collaborative strategy drives ai image detection,2025,published,IEEE Internet of Things Journal (IEEE Internet Things J.),detection,fully_generated,method,10.1109/jiot.2025.3531053,,w4406657393,,
curated:1f9d168cc6c4c445a231,Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,orthogonal subspace decomposition for generalizable ai generated image detection,2025,published,International Conference on Machine Learning (ICML),detection,fully_generated,method,10.48550/arxiv.2411.15633,2411.15633,w4404986693,,
curated:95953a73a0e2e1f14ccb,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,pid generalized ai generated images detection with pixelwise decomposition residuals,2025,published,International Conference on Machine Learning (ICML),detection,fully_generated,method,,,,PiD,title prefix heuristic; discovery only
curated:168e13e349336a266783,Prefilled Responses Enhance Zero-Shot Detection of AI-Generated Images,prefilled responses enhance zero shot detection of ai generated images,2025,published,Advances in Neural Information Processing Systems (NeurIPS) · Workshop,detection,fully_generated;deepfake,method;analysis_study,,2506.11031,w4415314077,,
curated:772bb625ccc3e45e8481,Prompt-Engineered Detection of AI-Generated Images,prompt engineered detection of ai generated images,2025,published,"International Conference on New Trends in Intelligent Software Methodologies, Tools and Techniques (SoMeT)",detection,fully_generated,method,10.3233/faia250538,,w4414266830,,
curated:0bbace72b7a0991bc2b2,RADAR: Reasoning AI-Generated Image Detection for Semantic Fakes,radar reasoning ai generated image detection for semantic fakes,2025,published,Technologies,detection,fully_generated,method,10.3390/technologies13070280,,w4411960917,RADAR,title prefix heuristic; discovery only
curated:79adf19ca6991c1d85f8,RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,raid a dataset for testing the adversarial robustness of ai generated image detectors,2025,preprint_or_other,arXiv,detection,fully_generated,dataset,10.48550/arxiv.2506.03988,2506.03988,w4417114708,RAID,title prefix heuristic; discovery only
curated:44a70bf5f21b5457102b,RealHD: A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images,realhd a high quality dataset for robust detection of state of the art ai generated images,2025,published,ACM International Conference on Multimedia (ACM MM),detection,fully_generated;generative_editing;deepfake,method;dataset;benchmark,10.1145/3746027.3755207,2602.10546,w7128721813,RealHD,title prefix heuristic; discovery only
,Reducing the Content Bias for AI-generated Image Detection,reducing the content bias for ai generated image detection,2025,published,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),detection,fully_generated,method;benchmark,10.1109/wacv61041.2025.00049,2502.17105,w4409262730,,
curated:1ec62a78a4e0372bc0d9,ReTD: Reconstruction-Based Traceability Detection for Generated Images,retd reconstruction based traceability detection for generated images,2025,published,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",detection,fully_generated,method,10.1109/icassp49660.2025.10890492,,w4408356108,ReTD,title prefix heuristic; discovery only
curated:6ca781a0d606a5d5db64,REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content,reveal a retrieval augmented generation approach for contextual identification of synthetic visual content,2025,published,ACM International Conference on Multimedia (ACM MM) · Workshop,detection,fully_generated,method,10.1145/3746265.3759667,,w4414945274,REVEAL,title prefix heuristic; discovery only
curated:24bcb339c197bcb56bb7,REVEAL: Reasoning-Enhanced Forensic Evidence Analysis for Explainable AI-Generated Image Detection,reveal reasoning enhanced forensic evidence analysis for explainable ai generated image detection,2025,preprint_or_other,arXiv,detection,fully_generated,method;benchmark,10.48550/arxiv.2511.23158,2511.23158,,REVEAL,title prefix heuristic; discovery only
curated:71ff0674850f84bf8df7,Robust AI-Synthesized Image Detection via Multi-Feature Frequency-Aware Learning,robust ai synthesized image detection via multi feature frequency aware learning,2025,published,"International Conference on Knowledge Science, Engineering and Management (KSEM)",detection,fully_generated;deepfake,method,10.1007/978-981-95-3001-4_12,,w4416260579,,
curated:8ffdbd0ba264927d1c3a,Robust Fake Image Detection via Incremental Training of Siamese Neural Networks,robust fake image detection via incremental training of siamese neural networks,2025,published,International Symposium on Cyberspace Safety and Security (CSS),detection,fully_generated;deepfake,method,10.1007/978-981-95-3551-4_23,,w7118011364,,
curated:2938e895376a45baceec,SAGNet: Decoupling Semantic-Agnostic Artifacts from Limited Training Data for Robust Generalization in Deepfake Detection,sagnet decoupling semantic agnostic artifacts from limited training data for robust generalization in deepfake detection,2025,published,IEEE Transactions on Information Forensics and Security (TIFS),detection,deepfake,method,10.1109/tifs.2025.3581726,,w4411484192,SAGNet,title prefix heuristic; discovery only
curated:82a6421311c4d39076d9,Sanitizing Diffusion-Generated Images via Fingerprint Removal and Adversarial Perturbation for Forensic Evasion,sanitizing diffusion generated images via fingerprint removal and adversarial perturbation for forensic evasion,2025,published,IEEE Access,detection,fully_generated,method,10.1109/access.2025.3597641,,w4413213177,,
curated:b2fccf1dd66cc2d64374,Secret Lies in Color: Enhancing AI-Generated Images Detection with Color Distribution Analysis,secret lies in color enhancing ai generated images detection with color distribution analysis,2025,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method;dataset,10.1109/cvpr52734.2025.01255,,w4413146372,Secret Lies in Color,title prefix heuristic; discovery only
curated:bc6c90117b018745ac0c,Seeing Before Reasoning: A Unified Framework for Generalizable and Explainable Fake Image Detection,seeing before reasoning a unified framework for generalizable and explainable fake image detection,2025,preprint_or_other,arXiv,detection,fully_generated,method;benchmark,,2509.25502,,Seeing Before Reasoning,title prefix heuristic; discovery only
curated:64a8313baef7cf1657c5,Semantic Discrepancy-Aware Detector for Image Forgery Identification,semantic discrepancy aware detector for image forgery identification,2025,published,IEEE/CVF International Conference on Computer Vision (ICCV),detection,fully_generated;generative_editing;deepfake,method,10.1109/iccv51701.2025.01709,2508.12341,w4414487140,,
,Semantic-Aware Lightweight AI Model for Deepfake Image Detection in Online Retail Platforms,semantic aware lightweight ai model for deepfake image detection in online retail platforms,2025,published,International Journal on Semantic Web and Information Systems (IJSWIS),detection,deepfake,method,10.4018/ijswis.384517,,w4412112598,,
,"SIDA: Social Media Image Deepfake Detection, Localization and Explanation with Large Multimodal Model",sida social media image deepfake detection localization and explanation with large multimodal model,2025,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated;deepfake,method;dataset;benchmark,10.1109/cvpr52734.2025.02685,2412.04292,w4413144523,SIDA,title prefix heuristic; discovery only
curated:fe98b5f37967f5a51b86,Simple Detection of AI-Generated Images Based on Noise Correlation,simple detection of ai generated images based on noise correlation,2025,published,International conference on Advanced Machine Learning and Data Science (AMLDS),detection,fully_generated,method,10.1109/amlds63918.2025.11159445,,w4414231579,,
,SMNDNet for Multiple Types of Deepfake Image Detection,smndnet for multiple types of deepfake image detection,2025,published,"Computers, Materials & Continua (CMC)",detection,deepfake,method,10.32604/cmc.2025.063141,,w4408874542,,
curated:fef0cfc6a854787b8f9a,So-Fake: Benchmarking Social-Media Image Forgery Detection,so fake benchmarking social media image forgery detection,2025,preprint_or_other,arXiv,detection;localization,fully_generated,method;dataset;benchmark,,2505.18660,,So-Fake,title prefix heuristic; discovery only
curated:37949b937d2159b47e73,Spatial-Temporal Forgery Trace Based Forgery Image Identification,spatial temporal forgery trace based forgery image identification,2025,published,IEEE/CVF International Conference on Computer Vision (ICCV),detection,deepfake,method,10.1109/iccv51701.2025.01585,,w7160181767,,
curated:a76d568cfe5c26b07933,Spatial-Temporal Reconstruction Error for AIGC-Based Forgery Image Detection,spatial temporal reconstruction error for aigc based forgery image detection,2025,published,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",detection,fully_generated,method,10.1109/icassp49660.2025.10890455,,w4408355373,,
curated:31a4d429d7c5750bd778,Spot the Fake: Large Multimodal Model-Based Synthetic Image Detection with Artifact Explanation,spot the fake large multimodal model based synthetic image detection with artifact explanation,2025,published,Advances in Neural Information Processing Systems (NeurIPS),detection,fully_generated,method,10.48550/arxiv.2503.14905,2503.14905,w4414902235,Spot the Fake,title prefix heuristic; discovery only
curated:d040be3d1fb83a51311e,Stay-Positive: A Case for Ignoring Real Image Features in Fake Image Detection,stay positive a case for ignoring real image features in fake image detection,2025,published,International Conference on Machine Learning (ICML),detection,fully_generated;generative_editing,method,10.48550/arxiv.2502.07778,2502.07778,w4407425880,Stay-Positive,title prefix heuristic; discovery only
curated:56e9e085bbe0342dab35,TextureCrop: Enhancing Synthetic Image Detection Through Texture-Based Cropping,texturecrop enhancing synthetic image detection through texture based cropping,2025,published,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) · Workshop,detection,fully_generated,method,10.1109/wacvw65960.2025.00160,,w4409917584,TextureCrop,title prefix heuristic; discovery only
curated:613af6288792f6ece505,The Visual Counter Turing Test (VCT2): A Benchmark for Evaluating AI-Generated Image Detection and the Visual AI Index (VAI),the visual counter turing test vct2 a benchmark for evaluating ai generated image detection and the visual ai index vai,2025,published,International Joint Conference on Natural Language Processing and the Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics (IJCNLP-AACL),detection,fully_generated,benchmark,10.18653/v1/2025.ijcnlp-long.100,2411.16754,w4404988034,The Visual Counter Turing Test (VCT2),title prefix heuristic; discovery only
curated:911d693997183535a4ac,Towards Explainable Fake Image Detection with Multi-Modal Large Language Models,towards explainable fake image detection with multi modal large language models,2025,published,ACM International Conference on Multimedia (ACM MM),detection,fully_generated,method,10.1145/3746027.3755421,2504.14245,w4415536758,,
curated:6cd82b939e5653a2c7ab,Towards Extensible Detection of AI-Generated Images via Content-Agnostic Adapter-Based Category-Aware Incremental Learning,towards extensible detection of ai generated images via content agnostic adapter based category aware incremental learning,2025,published,IEEE Transactions on Information Forensics and Security (TIFS),detection,fully_generated,method,10.1109/tifs.2025.3546845,,w4408048856,,
curated:3e707a16418405139945,Towards Generalizable AI-Generated Image Detection via Image-Adaptive Prompt Learning,towards generalizable ai generated image detection via image adaptive prompt learning,2025,published,Computer Vision and Pattern Recognition,detection,fully_generated,method,10.48550/arxiv.2508.01603,2508.01603,w4415330533,,
curated:0b5e852ad2faa5d89eb5,Towards Generalizable Detector for Generated Image,towards generalizable detector for generated image,2025,published,Advances in Neural Information Processing Systems (NeurIPS),detection,fully_generated,method,10.52202/085713-3168,,w7197024658,,
curated:54985b9d1db8aeeab8b4,Towards Good Generalizations for Diffusion Generated Image Detection Using Multiple Reconstruction Contrastive Learning,towards good generalizations for diffusion generated image detection using multiple reconstruction contrastive learning,2025,published,ACM International Conference on Multimedia (ACM MM),detection,fully_generated,method,10.1145/3746027.3754567,,w4415539133,,
curated:7de6b05d38d72f0848f7,Towards Universal AI-Generated Image Detection by Variational Information Bottleneck Network,towards universal ai generated image detection by variational information bottleneck network,2025,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method,10.1109/cvpr52734.2025.02219,,w4413144713,,
curated:af61771eb41bc0b60a3c,Training-Free Detection of AI-Generated Images via Cropping Robustness,training free detection of ai generated images via cropping robustness,2025,published,Advances in Neural Information Processing Systems (NeurIPS),detection,fully_generated,method,10.52202/085713-0694,2511.14030,w4417209611,,
curated:ee47e898ad64ec14b709,Training-Free Source Attribution of AI-Generated Images via Resynthesis,training free source attribution of ai generated images via resynthesis,2025,published,IEEE International Workshop on Information Forensics and Security (WIFS),source_attribution,fully_generated,method,10.1109/wifs66636.2025.00028,,w7148430317,,
curated:dc9126cc128e1b228717,Transfer Learning of Real Image Features with Soft Contrastive Loss for Fake Image Detection,transfer learning of real image features with soft contrastive loss for fake image detection,2025,published,AAAI Conference on Artificial Intelligence (AAAI),detection,fully_generated,method,10.1609/aaai.v39i25.34826,2403.16513,w4393213376,,
,TriFusionNet: Multi-Branch Architecture for AI-Generated Image Detection,trifusionnet multi branch architecture for ai generated image detection,2025,published,"International Conference on Cognitive, Green and Ubiquitous Computing (IC-CGU)",detection,fully_generated,method,10.1109/ic-cgu67042.2025.11338102,,w7125513809,TriFusionNet,title prefix heuristic; discovery only
curated:0e0f70c0146b624226ca,UniAIDet: A Unified and Universal Benchmark for AI-Generated Image Content Detection and Localization,uniaidet a unified and universal benchmark for ai generated image content detection and localization,2025,preprint_or_other,arXiv,detection;localization,fully_generated;generative_editing;deepfake,dataset;benchmark;analysis_study,,2510.23023,w7101910542,UniAIDet,title prefix heuristic; discovery only
curated:a8c1c259e7b7346bb2d1,Unmasking AI-Created Visual Content: A Review of Generated Images and Deepfake Detection Technologies,unmasking ai created visual content a review of generated images and deepfake detection technologies,2025,published,Journal of King Saud University - Computer and Information Sciences (JKSUCI),detection,fully_generated;deepfake,survey,10.1007/s44443-025-00154-8,,w4412810251,Unmasking AI-Created Visual Content,title prefix heuristic; discovery only
,Vision Transformer-Based Framework for AI-Generated Image Detection in Interior Design,vision transformer based framework for ai generated image detection in interior design,2025,published,Informatica,detection,fully_generated,method;analysis_study,10.31449/inf.v49i16.7979,,w4409032835,,
curated:efceafb2be2246aa120b,Weakly‐Aligned Region‐Language Transformer for Real‐Time Artistic Content Detection in SAGIN,weakly aligned region language transformer for real time artistic content detection in sagin,2025,published,Transactions on Emerging Telecommunications Technologies (Trans Emerging Tel Tech),detection,fully_generated,method,10.1002/ett.70335,,w7117628628,,
curated:ef5f9b419eef35c5c255,Where's the Liability in the Generative Era? Recovery-Based Black-Box Detection of AI-Generated Content,where s the liability in the generative era recovery based black box detection of ai generated content,2025,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method,10.1109/cvpr52734.2025.02684,2505.01008,w4414769856,,
curated:90ac5206f85eaebc7203,WILD: A New In-the-Wild Image Linkage Dataset for Synthetic Image Attribution,wild a new in the wild image linkage dataset for synthetic image attribution,2025,published,International Joint Conference on Neural Networks (IJCNN) · Workshop,source_attribution,fully_generated,dataset,10.1109/ijcnn64981.2025.11227289,2504.19595,w4416252268,WILD,title prefix heuristic; discovery only
curated:61211bdca508937e8a4f,WildFake: A Large-Scale and Hierarchical Dataset for AI-Generated Images Detection,wildfake a large scale and hierarchical dataset for ai generated images detection,2025,published,AAAI Conference on Artificial Intelligence (AAAI),detection,fully_generated,dataset;benchmark,10.1609/aaai.v39i4.32363;10.48550/arxiv.2402.11843,2402.11843,w4391987733;w4409368310,WildFake,title prefix heuristic; discovery only
curated:cb237bfcbc395a031757,A COMPARATIVE REVIEW OF AI-GENERATED IMAGE DETECTION ACROSS SOCIAL MEDIA PLATFORMS,a comparative review of ai generated image detection across social media platforms,2024,published,"Global Mainstream Journal of Innovation, Engineering & Emerging Technology",detection,fully_generated,survey,10.62304/jieet.v3i01.77,,w4393021531,,
,A Guided-Based Approach for Deepfake Detection: RGB-Depth Integration via Features Fusion,a guided based approach for deepfake detection rgb depth integration via features fusion,2024,published,Pattern Recognition Letters (PRL),detection,deepfake,method,10.1016/j.patrec.2024.03.025,,w4393375171,,
,A Hybrid CNN-LSTM Approach for Precision Deepfake Image Detection Based on Transfer Learning,a hybrid cnn lstm approach for precision deepfake image detection based on transfer learning,2024,published,Electronics (ELECTRONICS-SWITZ),detection,deepfake,method,10.3390/electronics13091662,,w4395673009,,
curated:517a2cc4ca3690f3fc44,A Performance Analysis to Detect Synthetic Images with Deep Learning-Based Image Classification,a performance analysis to detect synthetic images with deep learning based image classification,2024,published,International Conference on Cyber Intelligence and Information Retrieval (CIIR),detection,fully_generated;deepfake,analysis_study,10.1007/978-981-97-3594-5_3,,w4400793389,,
curated:34d0af5286cad283526f,A Siamese-Based Verification System for Open-Set Architecture Attribution of Synthetic Images,a siamese based verification system for open set architecture attribution of synthetic images,2024,published,Pattern Recognition Letters (PRL),source_attribution,fully_generated,method;dataset,10.1016/j.patrec.2024.03.002,2307.09822,w4392453284,,
,A Single Simple Patch is All You Need for AI-generated Image Detection,a single simple patch is all you need for ai generated image detection,2024,preprint_or_other,arXiv,detection,fully_generated,method;benchmark,10.48550/arxiv.2402.01123,2402.01123,w4391555851,,
curated:4a837e09b6b57f6f6d47,Addressing Diffusion Model Based Counter-Forensic Image Manipulation for Synthetic Image Detection,addressing diffusion model based counter forensic image manipulation for synthetic image detection,2024,published,Indian Conference on Computer Vision Graphics and Image Processing (ICVGIP),detection,fully_generated,method,10.1145/3702250.3702296,,w4405945632,,
,Advanced Detection of AI-Generated Images Through Vision Transformers,advanced detection of ai generated images through vision transformers,2024,published,IEEE Access,detection,fully_generated;deepfake,method,10.1109/access.2024.3522759,,w4405778887,,
curated:a0abee05e50398d03f2f,AEROBLADE: Training-Free Detection of Latent Diffusion Images Using Autoencoder Reconstruction Error,aeroblade training free detection of latent diffusion images using autoencoder reconstruction error,2024,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method,10.1109/cvpr52733.2024.00872,,w4402716434,AEROBLADE,title prefix heuristic; discovery only
,AI Generated Image Detection Using Neural Networks,ai generated image detection using neural networks,2024,published,International Journal of Scientific Research in Engineering and Management (IJSREM),detection,fully_generated,method,10.55041/ijsrem29037,,w4392457694,,
,AI-Generated Image Detection With Wasserstein Distance Compression and Dynamic Aggregation,ai generated image detection with wasserstein distance compression and dynamic aggregation,2024,published,IEEE International Conference on Image Processing (ICIP),detection,fully_generated,method,10.1109/icip51287.2024.10648186,,w4402917177,,
,AI-generated Image Detection: Passive or Watermark?,ai generated image detection passive or watermark,2024,preprint_or_other,arXiv,detection,fully_generated,benchmark,10.48550/arxiv.2411.13553,2411.13553,w4404649743,AI-generated Image Detection,title prefix heuristic; discovery only
